timestamp,velocity_variance,pos_horiz_variance,pos_vert_variance,compass_variance,terrain_alt_variance,flags,airspeed_variance
1683558766.5101337,0.006481434218585491,0.006456676404923201,0.0003258165961597115,0.002294902689754963,0.0,831,0.0
1683558767.508676,0.0064443363808095455,0.0064574433490633965,0.022439226508140564,0.002407182939350605,0.0,831,0.0
1683558768.5084116,0.0065743220038712025,0.006448923610150814,0.01578853279352188,0.002527679316699505,0.0,831,0.0
1683558769.5082142,0.006731444038450718,0.006446774583309889,0.017828086391091347,0.0026534285861998796,0.0,831,0.0
1683558770.5077276,0.006843406707048416,0.00644778273999691,0.0026818490587174892,0.002774561755359173,0.0,831,0.0
1683558771.5072515,0.00709977513179183,0.006442380603402853,0.006812675390392542,0.0029211610089987516,0.0,831,0.0
1683558772.508423,0.006890721619129181,0.006465607322752476,0.01632433384656906,0.003037014976143837,0.0,831,0.0
1683558773.508135,0.00725557329133153,0.0064683821983635426,0.009039684198796749,0.0031593323219567537,0.0,831,0.0
1683558774.5085924,0.007329309359192848,0.006477999500930309,0.010913235135376453,0.0032888168934732676,0.0,831,0.0
1683558775.5081985,0.00720767118036747,0.006502038799226284,0.0020738402381539345,0.0034235785715281963,0.0,831,0.0
1683558776.5079925,0.007231927011162043,0.0065386793576180935,0.00887390412390232,0.003545676125213504,0.0,831,0.0
1683558777.5075195,0.007266044616699219,0.006576629355549812,0.0025753965601325035,0.003661972237750888,0.0,831,0.0
1683558778.5073977,0.007095398381352425,0.006617347244173288,0.007231624331325293,0.003784109139814973,0.0,831,0.0
1683558779.50676,0.006977861747145653,0.006654379889369011,0.0036385278217494488,0.0038858847692608833,0.0,831,0.0
1683558780.5023646,0.007058241404592991,0.0066839405335485935,0.011324687860906124,0.0039952602237463,0.0,831,0.0
1683558781.504131,0.00702299689874053,0.006714318413287401,0.009188296273350716,0.004108218476176262,0.0,831,0.0
1683558782.5038638,0.006961045321077108,0.006731912959367037,0.008594632148742676,0.004200528375804424,0.0,831,0.0
1683558783.503519,0.0069901770912110806,0.006739689968526363,0.01176887471228838,0.004301454871892929,0.0,831,0.0
1683558784.5041196,0.006882490124553442,0.006746496539562941,0.007541177794337273,0.0043978095054626465,0.0,831,0.0
