timestamp,omegaIx,omegaIy,omegaIz,accel_weight,renorm_val,error_rp,error_yaw
1683558766.5096297,-0.003643222851678729,-0.0037119858898222446,-0.003794756717979908,0.0,0.0,0.0024509993381798267,0.0005110984784550965
1683558767.5085084,-0.003627618309110403,-0.0036982628516852856,-0.0037875892594456673,0.0,0.0,0.002492504194378853,0.0005847069551236928
1683558768.5082326,-0.0036121534649282694,-0.0036843186244368553,-0.003780303057283163,0.0,0.0,0.0024781825486570597,0.0005478481180034578
1683558769.5080214,-0.0035967573057860136,-0.003670306410640478,-0.0037728575989603996,0.0,0.0,0.002486137207597494,0.0004976224154233932
1683558770.5075536,-0.003581367200240493,-0.0036562683526426554,-0.003765244735404849,0.0,0.0,0.002456271555274725,0.000517309526912868
1683558771.5070777,-0.0035659633576869965,-0.003642346942797303,-0.003757447935640812,0.0,0.0,0.0024499136488884687,0.0006065454799681902
1683558772.5082505,-0.003550455905497074,-0.0036284183152019978,-0.003749442519620061,0.0,0.0,0.002470034407451749,0.0006998606259003282
1683558773.507919,-0.0035349661484360695,-0.0036146091297268867,-0.0037412780802696943,0.0,0.0,0.002506441669538617,0.0007018717005848885
1683558774.5083811,-0.0035194773226976395,-0.0036007100716233253,-0.0037329287733882666,0.0,0.0,0.0024963479954749346,0.0006494357949122787
1683558775.507998,-0.003503914223983884,-0.003586757695302367,-0.003724382258951664,0.0,0.0,0.002482132986187935,0.0006657966878265142
1683558776.507821,-0.003488222137093544,-0.003572824178263545,-0.0037156299222260714,0.0,0.0,0.0024526198394596577,0.0007341391174122691
1683558777.5073423,-0.0034724462311714888,-0.003558869706466794,-0.0037066920194774866,0.0,0.0,0.0024914471432566643,0.0008269946556538343
1683558778.507205,-0.003456667298451066,-0.0035447156988084316,-0.003697586478665471,0.0,0.0,0.002500943373888731,0.0008719068136997521
1683558779.5065796,-0.0034409083891659975,-0.003530369605869055,-0.0036883270367980003,0.0,0.0,0.00249897176399827,0.0007947533158585429
1683558780.502151,-0.0034251047763973475,-0.0035160717088729143,-0.003678906476125121,0.0,0.0,0.0024846394080668688,0.000773059029597789
1683558781.5039418,-0.0034092464484274387,-0.003501606872305274,-0.0036693282891064882,0.0,0.0,0.0024754730984568596,0.0008263331837952137
1683558782.5036669,-0.003393415594473481,-0.003487186273559928,-0.0036596052814275026,0.0,0.0,0.0025088805705308914,0.0009037074050866067
1683558783.5033493,-0.0033776520285755396,-0.0034726778976619244,-0.0036497623659670353,0.0,0.0,0.0025078309699892998,0.0009667242411524057
1683558784.5038924,-0.0033620113972574472,-0.003457961603999138,-0.003639812348410487,0.0,0.0,0.0024991363752633333,0.0008868941222317517
1683558785.503402,-0.0033463528379797935,-0.003443160792812705,-0.003629728453233838,0.0,0.0,0.0024781529791653156,0.0008593329694122076
1683558786.5037277,-0.0033307187259197235,-0.0034284128341823816,-0.003619526280090213,0.0,0.0,0.002455082954838872,0.0008887186995707452
1683558787.5033395,-0.0033151854295283556,-0.003413740312680602,-0.0036092328373342752,0.0,0.0,0.002470230683684349,0.0009469562792219222
1683558788.5038195,-0.0032998020760715008,-0.003399103181436658,-0.0035988574381917715,0.0,0.0,0.002473154105246067,0.00103204813785851
1683558789.5041168,-0.0032845274545252323,-0.003384566865861416,-0.003588386345654726,0.0,0.0,0.0024678660556674004,0.0009605501545593143
1683558790.5039325,-0.003269386477768421,-0.0033700396306812763,-0.0035778102464973927,0.0,0.0,0.0024445278104394674,0.0009216087637469172
1683558791.4991667,-0.0032542701810598373,-0.0033555258996784687,-0.003567106556147337,0.0,0.0,0.0024211572017520666,0.0009513687691651285
1683558792.4993591,-0.0032391236163675785,-0.0033410771284252405,-0.0035562594421207905,0.0,0.0,0.0024330266751348972,0.0010213260538876057
1683558793.5002036,-0.0032238829880952835,-0.003326525678858161,-0.0035452391020953655,0.0,0.0,0.0024644427467137575,0.001133963349275291
1683558794.5003507,-0.0032085746061056852,-0.003312075976282358,-0.003534069750458002,0.0,0.0,0.002474790206179023,0.0010880286572501063
1683558795.4999487,-0.003193181473761797,-0.003297541057690978,-0.0035227597691118717,0.0,0.0,0.002447312232106924,0.0010253491345793009
