timestamp,lat,lon,terrain_height,current_height,spacing,pending,loaded
1683558011.960131,-353632622,1491652376,0.0,0.0,0,504,0
1683558012.9575636,-353632622,1491652376,0.0,0.0,0,504,0
1683558013.9569747,-353632622,1491652376,0.0,0.0,0,504,0
1683558014.954136,-353632622,1491652376,0.0,0.0,0,504,0
1683558015.9535072,-353632622,1491652376,0.0,0.0,0,504,0
1683558016.9530044,-353632622,1491652376,0.0,0.0,0,504,0
1683558017.9514668,-353632622,1491652376,0.0,0.0,0,504,0
1683558018.9515927,-353632622,1491652376,0.0,0.0,0,504,0
1683558019.9506667,-353632622,1491652376,0.0,0.0,0,504,0
1683558020.9503767,-353632622,1491652376,0.0,0.0,0,504,0
1683558021.9501483,-353632622,1491652376,0.0,0.0,0,504,0
1683558022.9497306,-353632622,1491652376,0.0,0.0,0,504,0
1683558023.9515905,-353632622,1491652376,0.0,0.0,0,504,0
1683558024.9523888,-353632622,1491652376,0.0,0.0,0,504,0
1683558025.9482622,-353632622,1491652376,0.0,0.0,0,504,0
1683558026.9478607,-353632622,1491652376,0.0,0.0,0,504,0
1683558027.9498775,-353632622,1491652376,0.0,0.0,0,504,0
1683558028.9493067,-353632622,1491652376,0.0,0.0,0,504,0
1683558029.9477072,-353632622,1491652376,0.0,0.0,0,504,0
1683558030.9479296,-353632622,1491652376,0.0,0.0,0,504,0
1683558031.94755,-353632622,1491652376,0.0,0.0,0,504,0
1683558032.9472923,-353632622,1491652376,0.0,0.0,0,504,0
1683558033.9491498,-353632622,1491652376,0.0,0.0,0,504,0
1683558034.9483833,-353632622,1491652376,0.0,0.0,0,504,0
1683558035.9448555,-353632622,1491652376,0.0,0.0,0,504,0
1683558036.946672,-353632622,1491652376,0.0,0.0,0,504,0
1683558037.9470975,-353632622,1491652376,0.0,0.0,0,504,0
1683558038.9467216,-353632622,1491652376,0.0,0.0,0,504,0
1683558039.9456363,-353632622,1491652376,0.0,0.0,0,504,0
1683558040.9440224,-353632622,1491652376,0.0,0.0,0,504,0
1683558041.9457884,-353632622,1491652376,0.0,0.0,0,504,0
1683558042.9468403,-353632622,1491652376,0.0,0.0,0,504,0
1683558043.9423873,-353632622,1491652376,0.0,0.0,0,504,0
1683558044.946383,-353632622,1491652376,0.0,0.0,0,504,0
1683558045.9442754,-353632622,1491652376,0.0,0.0,0,504,0
1683558046.94406,-353632622,1491652376,0.0,0.0,0,504,0
1683558047.9455254,-353632622,1491652376,0.0,0.0,0,504,0
1683558048.9412956,-353632622,1491652376,0.0,0.0,0,504,0
1683558049.9454064,-353632622,1491652376,0.0,0.0,0,504,0
1683558050.9434927,-353632622,1491652376,0.0,0.0,0,504,0
1683558051.9434423,-353632622,1491652376,0.0,0.0,0,504,0
1683558052.9416242,-353632622,1491652376,0.0,0.0,0,504,0
1683558053.9408932,-353632622,1491652376,0.0,0.0,0,504,0
1683558054.9387808,-353632622,1491652376,0.0,0.0,0,504,0
1683558055.942258,-353632622,1491652376,0.0,0.0,0,504,0
1683558056.942901,-353632622,1491652376,0.0,0.0,0,504,0
1683558057.9395137,-353632622,1491652376,0.0,0.0,0,504,0
1683558058.9388459,-353632622,1491652376,0.0,0.0,0,504,0
1683558059.9414666,-353632622,1491652376,0.0,0.0,0,504,0
1683558060.9377337,-353632622,1491652376,0.0,0.0,0,504,0
1683558061.9376895,-353632622,1491652376,0.0,0.0,0,504,0
1683558062.9398904,-353632622,1491652376,0.0,0.0,0,504,0
1683558063.9378939,-353632622,1491652376,0.0,0.0,0,504,0
1683558064.938882,-353632622,1491652376,0.0,0.0,0,504,0
1683558065.935202,-353632622,1491652376,0.0,0.0,0,504,0
1683558066.936134,-353632622,1491652376,0.0,0.0,0,504,0
1683558067.936475,-353632622,1491652376,0.0,0.0,0,504,0
1683558068.9375718,-353632622,1491652376,0.0,0.0,0,504,0
1683558069.9388628,-353632622,1491652376,0.0,0.0,0,504,0
1683558070.9349785,-353632622,1491652376,0.0,0.0,0,504,0
1683558071.9352596,-353632622,1491652376,0.0,0.0,0,504,0
1683558072.9369597,-353632622,1491652376,0.0,0.0,0,504,0
1683558073.9351704,-353632622,1491652376,0.0,0.0,0,504,0
1683558074.9369965,-353632622,1491652376,0.0,0.0,0,504,0
1683558075.9321148,-353632622,1491652376,0.0,0.0,0,504,0
1683558076.9326406,-353632622,1491652376,0.0,0.0,0,504,0
1683558077.933283,-353632622,1491652376,0.0,0.0,0,504,0
1683558078.934295,-353632622,1491652376,0.0,0.0,0,504,0
1683558079.9340444,-353632622,1491652376,0.0,0.0,0,504,0
1683558080.9306898,-353632622,1491652376,0.0,0.0,0,504,0
1683558081.9311738,-353632622,1491652376,0.0,0.0,0,504,0
1683558082.9314327,-353632622,1491652376,0.0,0.0,0,504,0
1683558083.9315083,-353632622,1491652376,0.0,0.0,0,504,0
1683558084.9329915,-353632622,1491652376,0.0,0.0,0,504,0
1683558085.9312797,-353632622,1491652376,0.0,0.0,0,504,0
1683558086.9283874,-353632622,1491652376,0.0,0.0,0,504,0
1683558087.9281154,-353632622,1491652376,0.0,0.0,0,504,0
1683558088.9305408,-353632622,1491652376,0.0,0.0,0,504,0
1683558089.9317312,-353632622,1491652376,0.0,0.0,0,504,0
1683558090.9271047,-353632622,1491652376,0.0,0.0,0,504,0
1683558091.9277558,-353632622,1491652376,0.0,0.0,0,504,0
1683558092.9305038,-353632622,1491652376,0.0,0.0,0,504,0
1683558093.9305723,-353632622,1491652376,0.0,0.0,0,504,0
1683558094.9304843,-353632622,1491652376,0.0,0.0,0,504,0
1683558095.9303858,-353632622,1491652376,0.0,0.0,0,504,0
1683558096.925571,-353632622,1491652376,0.0,0.0,0,504,0
1683558097.9267972,-353632622,1491652376,0.0,0.0,0,504,0
1683558098.9280887,-353632622,1491652376,0.0,0.0,0,504,0
1683558099.9273186,-353632622,1491652376,0.0,0.0,0,504,0
1683558100.9287167,-353632622,1491652376,0.0,0.0,0,504,0
1683558101.9281754,-353632622,1491652376,0.0,0.0,0,504,0
1683558102.9233603,-353632622,1491652376,0.0,0.0,0,504,0
1683558103.9226363,-353632622,1491652376,0.0,0.0,0,504,0
1683558104.9229937,-353632622,1491652376,0.0,0.0,0,504,0
1683558105.9247575,-353632622,1491652376,0.0,0.0,0,504,0
1683558106.9243128,-353632622,1491652376,0.0,0.0,0,504,0
1683558107.9240215,-353632622,1491652376,0.0,0.0,0,504,0
1683558108.9236958,-353632622,1491652376,0.0,0.0,0,504,0
1683558109.923402,-353632622,1491652375,0.0,0.0,0,504,0
1683558110.9230053,-353632622,1491652375,0.0,0.0,0,504,0
1683558111.9229083,-353632622,1491652375,0.0,0.0,0,504,0
1683558112.922431,-353632622,1491652375,0.0,0.0,0,504,0
1683558113.9242015,-353632622,1491652375,0.0,0.0,0,504,0
1683558114.9238825,-353632622,1491652375,0.0,0.0,0,504,0
1683558115.9230998,-353632622,1491652375,0.0,0.0,0,504,0
1683558116.9226854,-353632622,1491652375,0.0,0.0,0,504,0
1683558117.9179704,-353632622,1491652375,0.0,0.0,0,504,0
1683558118.9175851,-353632621,1491652374,0.0,0.0,0,504,0
1683558119.9174361,-353632621,1491652374,0.0,0.0,0,504,0
1683558120.9171891,-353632621,1491652374,0.0,0.0,0,504,0
1683558121.917329,-353632621,1491652374,0.0,0.0,0,504,0
1683558122.9170058,-353632621,1491652374,0.0,0.0,0,504,0
1683558123.916709,-353632621,1491652374,0.0,0.0,0,504,0
1683558124.9165618,-353632621,1491652374,0.0,0.0,0,504,0
1683558125.9158475,-353632621,1491652374,0.0,0.0,0,504,0
1683558126.9155772,-353632621,1491652373,0.0,0.0,0,504,0
1683558127.9155438,-353632621,1491652373,0.0,0.0,0,504,0
1683558128.9149282,-353632621,1491652373,0.0,0.0,0,504,0
1683558129.9159074,-353632621,1491652373,0.0,0.0,0,504,0
1683558130.9164453,-353632621,1491652373,0.0,0.0,0,504,0
1683558131.916126,-353632621,1491652373,0.0,0.0,0,504,0
1683558132.9163985,-353632621,1491652373,0.0,0.0,0,504,0
1683558133.9161239,-353632621,1491652373,0.0,0.0,0,504,0
1683558134.9157412,-353632621,1491652373,0.0,0.0,0,504,0
1683558135.9155812,-353632621,1491652373,0.0,0.0,0,504,0
1683558136.915045,-353632621,1491652373,0.0,0.0,0,504,0
1683558137.9162693,-353632621,1491652373,0.0,0.0,0,504,0
