timestamp,roll,pitch,yaw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lng
1683558011.9598615,-3.4337084287017205e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.123550302712829e-06,-9.500319480895996,7.689786585274305e-09,-1.8059747031173856e-09,1.934789217727939e-09,-353632621,1491652374
1683558012.9574502,-2.8598123869016945e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,2.340263563382905e-06,-9.500320434570312,4.6247556895195885e-09,9.054360039506548e-10,1.174468411413443e-09,-353632621,1491652374
1683558013.9568596,-2.8895872361545116e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,1.999051164602861e-06,-9.500320434570312,-2.9337463569589772e-09,-2.8500473092663015e-09,-7.399759693882402e-10,-353632621,1491652374
1683558014.9538417,-2.8016358122329166e-09,0.24700304865837097,-0.12217314541339874,2.3955423831939697,2.2654462554783095e-06,-9.500316619873047,1.6183288042981303e-09,2.1162498420324027e-09,4.00733141114884e-10,-353632621,1491652374
1683558015.9534004,-2.806127552545945e-09,0.24700304865837097,-0.12217314541339874,2.3955442905426025,2.217012024630094e-06,-9.500320434570312,-6.263745078172178e-10,-2.6754258808381337e-09,-1.503741298147787e-10,-353632621,1491652374
1683558016.952895,-2.6339872505332096e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,2.5342142180306837e-06,-9.500320434570312,-1.4858015928709278e-09,1.6060700547271267e-09,-3.6665914748823525e-10,-353632621,1491652374
1683558017.9513733,-3.2729645660367623e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,1.8747416561382124e-06,-9.500322341918945,-1.3272120069629523e-09,-4.4701048418360756e-10,-3.437013451623727e-10,-353632621,1491652374
1683558018.9514256,-3.3611136096567407e-09,0.24700304865837097,-0.12217314541339874,2.3955442905426025,2.2620486106461613e-06,-9.500323295593262,-6.603276814232117e-10,3.902896617002938e-10,-1.7471632474119758e-10,-353632621,1491652374
1683558019.9505572,-3.1998159677470994e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.398157675997936e-06,-9.500320434570312,4.204656178785626e-09,6.909092742368728e-10,1.0593628196886584e-09,-353632621,1491652374
1683558020.950272,-2.6883075765482545e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,1.678122544035432e-06,-9.500323295593262,2.2653614539791533e-09,1.6267717173334972e-09,5.551674675530194e-10,-353632621,1491652374
