timestamp,time_usec,vibration_x,vibration_y,vibration_z,clipping_0,clipping_1,clipping_2
1683558011.9603868,1408442500,0.002758732531219721,0.0029194364324212074,0.0028870615642517805,0,0,0
1683558012.9576473,1409442500,0.002642429433763027,0.0033023767173290253,0.0027151142712682486,0,0,0
1683558013.957281,1410442500,0.0024467462208122015,0.002783737378194928,0.002870880765840411,0,0,0
1683558014.9543052,1411442500,0.002575534861534834,0.0025913913268595934,0.002754561835899949,0,0,0
1683558015.9536145,1412442500,0.002824589377269149,0.002958746626973152,0.002751333871856332,0,0,0
1683558016.9530876,1413442500,0.0026884551625698805,0.002739008516073227,0.0026065136771649122,0,0,0
1683558017.9515638,1414442500,0.002946607768535614,0.0028427792713046074,0.0028062795754522085,0,0,0
1683558018.95173,1415442500,0.003088428173214197,0.0025868648663163185,0.002821496920660138,0,0,0
1683558019.9507847,1416442500,0.002991896588355303,0.002944184700027108,0.0028888373635709286,0,0,0
1683558020.9504597,1417442500,0.0028461890760809183,0.0030661276541650295,0.002816645195707679,0,0,0
1683558021.950648,1418442500,0.003150141565129161,0.0028046267107129097,0.0027050527278333902,0,0,0
1683558022.9498243,1419442500,0.0027206018567085266,0.0027858412358909845,0.0031518442556262016,0,0,0
1683558023.951707,1420442500,0.0028356430120766163,0.0025857684668153524,0.0027100529987365007,0,0,0
1683558024.9524953,1421442500,0.0026459458749741316,0.002796508837491274,0.0029385644011199474,0,0,0
1683558025.9483826,1422442500,0.0025805614423006773,0.0028241544496268034,0.0029598847031593323,0,0,0
1683558026.947944,1423442500,0.0026822222862392664,0.00269970647059381,0.0029153700452297926,0,0,0
1683558027.9500473,1424442500,0.0028434949927031994,0.0028074695728719234,0.002884191693738103,0,0,0
1683558028.9493945,1425442500,0.0030721372459083796,0.002854619873687625,0.0028272795025259256,0,0,0
1683558029.9477992,1426442500,0.002696618437767029,0.003161381231620908,0.0026836919132620096,0,0,0
1683558030.9480095,1427442500,0.002849481999874115,0.002765321871265769,0.0026582630816847086,0,0,0
1683558031.9476616,1428442500,0.0029359885957092047,0.002882929751649499,0.00316490326076746,0,0,0
1683558032.9473758,1429442500,0.002841412089765072,0.003053863998502493,0.0028196191415190697,0,0,0
1683558033.9492576,1430442500,0.0027792328037321568,0.0028569637797772884,0.0027729757130146027,0,0,0
1683558034.9484656,1431442500,0.002919586608186364,0.002870914526283741,0.0028655719943344593,0,0,0
1683558035.9449525,1432442500,0.002855889266356826,0.0029584048315882683,0.0029147437307983637,0,0,0
1683558036.9467523,1433442500,0.0028201008681207895,0.0027217252645641565,0.0024857507087290287,0,0,0
