timestamp,time_unix_usec,time_boot_ms
1683558067.9362714,1683556931415937,1464442
1683558068.9374092,1683556932415937,1465442
1683558069.9386458,1683556933415937,1466442
1683558070.934688,1683556934415937,1467442
1683558071.9350877,1683556935415937,1468442
1683558072.9368143,1683556936415937,1469442
1683558073.934947,1683556937415937,1470442
1683558074.9368339,1683556938415937,1471442
1683558075.931839,1683556939415937,1472442
1683558076.9324906,1683556940415937,1473442
1683558077.9330869,1683556941415937,1474442
1683558078.934045,1683556942415937,1475442
1683558079.9337134,1683556943415937,1476442
1683558080.930499,1683556944415937,1477442
1683558081.9310179,1683556945415937,1478442
1683558082.9312775,1683556946415937,1479442
1683558083.9312534,1683556947415937,1480442
1683558084.9328313,1683556948415937,1481442
1683558085.9311197,1683556949415937,1482442
1683558086.928124,1683556950415937,1483442
1683558087.9279394,1683556951415937,1484442
1683558088.9303622,1683556952415937,1485442
1683558089.931513,1683556953415937,1486442
1683558090.9269514,1683556954415937,1487442
1683558091.9275525,1683556955415937,1488442
1683558092.9303517,1683556956415937,1489442
1683558093.9303641,1683556957415937,1490442
1683558094.930327,1683556958415937,1491442
1683558095.9301717,1683556959415937,1492442
1683558096.9254067,1683556960415937,1493442
1683558097.9266403,1683556961415937,1494442
1683558098.9279127,1683556962415937,1495442
1683558099.927158,1683556963415937,1496442
1683558100.9285033,1683556964415937,1497442
1683558101.9280055,1683556965415937,1498442
1683558102.9232047,1683556966415937,1499442
1683558103.9224675,1683556967415937,1500442
1683558104.922828,1683556968415937,1501442
1683558105.9245918,1683556969415937,1502442
1683558106.9241633,1683556970415937,1503442
1683558107.9238548,1683556971415937,1504442
1683558108.923554,1683556972415937,1505442
1683558109.923231,1683556973415937,1506442
1683558110.9228642,1683556974415937,1507442
1683558111.9227657,1683556975415937,1508442
1683558112.9222672,1683556976415937,1509442
1683558113.9240253,1683556977415937,1510442
1683558114.923669,1683556978415937,1511442
1683558115.9229198,1683556979415937,1512442
1683558116.9225202,1683556980415937,1513442
1683558117.9178002,1683556981415937,1514442
1683558118.917446,1683556982415937,1515442
1683558119.9172356,1683556983415936,1516442
1683558120.9169974,1683556984415936,1517442
1683558121.9171286,1683556985415936,1518442
1683558122.916832,1683556986415936,1519442
1683558123.9165604,1683556987415936,1520442
1683558124.9163656,1683556988415936,1521442
1683558125.915706,1683556989415936,1522442
1683558126.915436,1683556990415936,1523442
1683558127.9153786,1683556991415936,1524442
1683558128.9147713,1683556992415936,1525442
1683558129.915687,1683556993415936,1526442
1683558130.9162834,1683556994415936,1527442
1683558131.915932,1683556995415936,1528442
1683558132.9162576,1683556996415936,1529442
1683558133.915965,1683556997415936,1530442
1683558134.9156005,1683556998415936,1531442
1683558135.9154034,1683556999415936,1532442
1683558136.9148862,1683557000415936,1533442
1683558137.9161026,1683557001415936,1534442
1683558138.9157481,1683557002415936,1535442
1683558139.915356,1683557003415936,1536442
1683558140.9150448,1683557004415936,1537442
1683558141.9146905,1683557005415936,1538442
1683558142.9143832,1683557006415936,1539442
1683558143.9141052,1683557007415936,1540442
1683558144.9136786,1683557008415936,1541442
1683558145.909336,1683557009415936,1542442
1683558146.9088233,1683557010415936,1543442
1683558147.909912,1683557011415936,1544442
1683558148.909496,1683557012415936,1545442
1683558149.9106476,1683557013415936,1546442
1683558150.9111066,1683557014415936,1547442
1683558151.9113438,1683557015415936,1548442
1683558152.9110954,1683557016415936,1549442
1683558153.9071605,1683557017415936,1550442
1683558154.9067225,1683557018415936,1551442
1683558155.9080386,1683557019415936,1552442
1683558156.9075828,1683557020415936,1553442
1683558157.9087043,1683557021415936,1554442
1683558158.9084642,1683557022415936,1555442
1683558159.9037979,1683557023415936,1556442
1683558160.90323,1683557024415936,1557442
1683558161.906584,1683557025415936,1558442
1683558162.9063053,1683557026415936,1559442
1683558163.9074004,1683557027415936,1560442
1683558164.906956,1683557028415936,1561442
1683558165.901754,1683557029415936,1562442
1683558166.9064598,1683557030415936,1563442
1683558167.9061081,1683557031415936,1564442
1683558168.9057558,1683557032415936,1565442
1683558169.9018884,1683557033415936,1566442
1683558170.901592,1683557034415936,1567442
1683558171.902563,1683557035415936,1568442
1683558172.902495,1683557036415936,1569442
1683558173.902651,1683557037415936,1570442
1683558174.9018114,1683557038415936,1571442
1683558175.9020133,1683557039415936,1572442
1683558176.9017472,1683557040415936,1573442
1683558177.8984952,1683557041415936,1574442
1683558178.898239,1683557042415936,1575442
1683558179.899874,1683557043415936,1576442
1683558180.8995445,1683557044415936,1577442
1683558181.9000769,1683557045415936,1578442
1683558182.8996172,1683557046415936,1579442
1683558183.9000142,1683557047415936,1580442
1683558184.899765,1683557048415936,1581442
1683558185.8973858,1683557049415936,1582442
1683558186.8976426,1683557050415936,1583442
1683558187.8972464,1683557051415936,1584442
1683558188.8969252,1683557052415936,1585442
1683558189.8987982,1683557053415936,1586442
1683558190.898364,1683557054415936,1587442
1683558191.8944674,1683557055415936,1588442
1683558192.8941498,1683557056415936,1589442
1683558193.8959131,1683557057415936,1590442
1683558194.8957877,1683557058415936,1591442
1683558195.8960645,1683557059415936,1592442
1683558196.8956683,1683557060415936,1593442
1683558197.896069,1683557061415936,1594442
1683558198.8956544,1683557062415936,1595442
1683558199.890309,1683557063415936,1596442
1683558200.8900163,1683557064415936,1597442
1683558201.8927178,1683557065415936,1598442
1683558202.8922353,1683557066415936,1599442
1683558203.8890429,1683557067415936,1600442
1683558204.8888264,1683557068415936,1601442
1683558205.8899887,1683557069415936,1602442
1683558206.8895211,1683557070415936,1603442
1683558207.8913295,1683557071415936,1604442
1683558208.8909426,1683557072415936,1605442
1683558209.888023,1683557073415936,1606442
1683558210.8876603,1683557074415936,1607442
1683558211.8886566,1683557075415936,1608442
1683558212.8883488,1683557076415936,1609442
1683558213.8881137,1683557077415936,1610442
1683558214.8876333,1683557078415936,1611442
1683558215.8887422,1683557079415936,1612442
1683558216.888466,1683557080415936,1613442
1683558217.8894007,1683557081415936,1614442
1683558218.8891249,1683557082415936,1615442
1683558219.88445,1683557083415936,1616442
1683558220.884174,1683557084415936,1617442
1683558221.8851285,1683557085415936,1618442
1683558222.8847413,1683557086415936,1619442
1683558223.8853095,1683557087415936,1620442
1683558224.8849206,1683557088415936,1621442
1683558225.885203,1683557089415936,1622442
1683558226.8863485,1683557090415936,1623442
1683558227.886156,1683557091415936,1624442
1683558228.8857284,1683557092415936,1625442
1683558229.8807538,1683557093415936,1626442
1683558230.8800251,1683557094415936,1627442
1683558231.8806393,1683557095415936,1628442
1683558232.8802192,1683557096415936,1629442
1683558233.8813784,1683557097415936,1630442
1683558234.8824465,1683557098415936,1631442
1683558235.8833919,1683557099415936,1632442
1683558236.8833196,1683557100415936,1633442
1683558237.877661,1683557101415936,1634442
1683558238.8773563,1683557102415936,1635442
1683558239.8786778,1683557103415936,1636442
1683558240.878288,1683557104415936,1637442
1683558241.8795018,1683557105415936,1638442
1683558242.8805993,1683557106415936,1639442
1683558243.8758671,1683557107415936,1640442
1683558244.8755474,1683557108415936,1641442
1683558245.8766205,1683557109415936,1642442
1683558246.8764098,1683557110415936,1643442
1683558247.878959,1683557111415936,1644442
1683558248.8784983,1683557112415936,1645442
1683558249.8738089,1683557113415936,1646442
1683558250.87488,1683557114415936,1647442
1683558251.8762143,1683557115415936,1648442
1683558252.8759594,1683557116415936,1649442
1683558253.8768654,1683557117415936,1650442
1683558254.8765528,1683557118415936,1651442
1683558255.8718226,1683557119415936,1652442
1683558256.8716223,1683557120415936,1653442
1683558257.874022,1683557121415936,1654442
1683558258.875153,1683557122415936,1655442
1683558259.8756025,1683557123415936,1656442
1683558260.8751447,1683557124415936,1657442
1683558261.8720546,1683557125415936,1658442
1683558262.8717434,1683557126415936,1659442
1683558263.8728364,1683557127415936,1660442
1683558264.8724058,1683557128415936,1661442
1683558265.8735461,1683557129415936,1662442
1683558266.8689692,1683557130415936,1663442
1683558267.86941,1683557131415936,1664442
1683558268.8689992,1683557132415936,1665442
1683558269.8702192,1683557133415936,1666442
1683558270.8697655,1683557134415936,1667442
1683558271.8708165,1683557135415936,1668442
1683558272.871286,1683557136415936,1669442
1683558273.8672612,1683557137415936,1670442
1683558274.8678002,1683557138415936,1671442
1683558275.8688235,1683557139415936,1672442
1683558276.8684273,1683557140415936,1673442
1683558277.868814,1683557141415936,1674442
1683558278.8685417,1683557142415936,1675442
1683558279.8639295,1683557143415936,1676442
1683558280.8636806,1683557144415936,1677442
1683558281.8639798,1683557145415936,1678442
1683558282.865097,1683557146415936,1679442
1683558283.8669703,1683557147415936,1680442
1683558284.8665419,1683557148415936,1681442
1683558285.862608,1683557149415936,1682442
1683558286.8623855,1683557150415936,1683442
1683558287.8634105,1683557151415936,1684442
1683558288.8631063,1683557152415936,1685442
1683558289.8643248,1683557153415936,1686442
1683558290.8653347,1683557154415936,1687442
1683558291.8606548,1683557155415936,1688442
1683558292.8602343,1683557156415936,1689442
1683558293.86076,1683557157415936,1690442
1683558294.860491,1683557158415936,1691442
1683558295.8613882,1683557159415936,1692442
1683558296.8610704,1683557160415936,1693442
1683558297.862308,1683557161415936,1694442
1683558298.8626394,1683557162415936,1695442
1683558299.8622692,1683557163415936,1696442
1683558300.8619726,1683557164415936,1697442
1683558301.8573527,1683557165415936,1698442
1683558302.85701,1683557166415936,1699442
1683558303.8595877,1683557167415936,1700442
1683558304.8592265,1683557168415936,1701442
1683558305.860328,1683557169415936,1702442
1683558306.8559093,1683557170415936,1703442
1683558307.8561351,1683557171415936,1704442
1683558308.8558116,1683557172415936,1705442
1683558309.8553376,1683557173415936,1706442
1683558310.8549702,1683557174415936,1707442
1683558311.8568451,1683557175415936,1708442
1683558312.8565142,1683557176415936,1709442
1683558313.8569572,1683557177415936,1710442
1683558314.8530686,1683557178415936,1711442
1683558315.8546696,1683557179415936,1712442
1683558316.8544004,1683557180415936,1713442
1683558317.8548381,1683557181415936,1714442
1683558318.8552504,1683557182415936,1715442
1683558319.850729,1683557183415936,1716442
1683558320.8502593,1683557184415936,1717442
1683558321.8527677,1683557185415936,1718442
1683558322.8540196,1683557186415936,1719442
1683558323.8500066,1683557187415936,1720442
1683558324.8496346,1683557188415936,1721442
1683558325.8520546,1683557189415936,1722442
1683558326.8515778,1683557190415936,1723442
1683558327.8527653,1683557191415936,1724442
1683558328.8523955,1683557192415936,1725442
1683558329.8472025,1683557193415936,1726442
1683558330.8482428,1683557194415936,1727442
1683558331.8488398,1683557195415936,1728442
1683558332.8483644,1683557196415936,1729442
1683558333.8487806,1683557197415936,1730442
1683558334.8483927,1683557198415936,1731442
1683558335.8488033,1683557199415936,1732442
1683558336.8484633,1683557200415936,1733442
1683558337.8494742,1683557201415936,1734442
1683558338.8463655,1683557202415936,1735442
1683558339.846682,1683557203415936,1736442
1683558340.8462627,1683557204415936,1737442
1683558341.8475327,1683557205415936,1738442
1683558342.8470972,1683557206415936,1739442
1683558343.8474252,1683557207415936,1740442
1683558344.8471427,1683557208415936,1741442
1683558345.8424447,1683557209415936,1742442
1683558346.843071,1683557210415936,1743442
1683558347.8442001,1683557211415936,1744442
1683558348.843094,1683557212415936,1745442
1683558349.8448102,1683557213415936,1746442
1683558350.8444855,1683557214415936,1747442
1683558351.844801,1683557215415936,1748442
1683558352.8444018,1683557216415936,1749442
1683558353.8407512,1683557217415936,1750442
1683558354.8408802,1683557218415936,1751442
1683558355.841456,1683557219415936,1752442
1683558356.8409452,1683557220415936,1753442
1683558357.8414538,1683557221415936,1754442
1683558358.841015,1683557222415936,1755442
1683558359.842295,1683557223415936,1756442
1683558360.8419056,1683557224415936,1757442
1683558361.8364959,1683557225415936,1758442
1683558362.8376245,1683557226415936,1759442
1683558363.837879,1683557227415936,1760442
1683558364.8374364,1683557228415936,1761442
1683558365.8379126,1683557229415936,1762442
1683558366.8376946,1683557230415936,1763442
1683558367.8395004,1683557231415936,1764442
1683558368.8391018,1683557232415936,1765442
1683558369.8354506,1683557233415936,1766442
1683558370.8370235,1683557234415936,1767442
1683558371.8375413,1683557235415936,1768442
1683558372.8370314,1683557236415936,1769442
1683558373.8324633,1683557237415936,1770442
1683558374.8321178,1683557238415936,1771442
1683558375.8331945,1683557239415936,1772442
1683558376.8329048,1683557240415936,1773442
1683558377.834956,1683557241415936,1774442
1683558378.835753,1683557242415936,1775442
1683558379.8354623,1683557243415936,1776442
1683558380.8351223,1683557244415936,1777442
1683558381.8298383,1683557245415936,1778442
1683558382.8294764,1683557246415936,1779442
1683558383.8299322,1683557247415936,1780442
1683558384.8295028,1683557248415936,1781442
1683558385.8306198,1683557249415936,1782442
1683558386.8317091,1683557250415936,1783442
1683558387.832885,1683557251415936,1784442
1683558388.8324249,1683557252415936,1785442
1683558389.827869,1683557253415936,1786442
1683558390.827886,1683557254415936,1787442
1683558391.8272212,1683557255415936,1788442
1683558392.8268924,1683557256415936,1789442
1683558393.827257,1683557257415936,1790442
1683558394.828583,1683557258415936,1791442
1683558395.8303216,1683557259415936,1792442
1683558396.8298888,1683557260415936,1793442
1683558397.8261657,1683557261415936,1794442
1683558398.8256896,1683557262415936,1795442
1683558399.826018,1683557263415936,1796442
1683558400.8256488,1683557264415936,1797442
1683558401.8261416,1683557265415936,1798442
1683558402.8278298,1683557266415936,1799442
1683558403.8231766,1683557267415936,1800442
1683558404.8229096,1683557268415936,1801442
1683558405.8232846,1683557269415936,1802442
1683558406.82367,1683557270415936,1803442
1683558407.8247712,1683557271415936,1804442
1683558408.824456,1683557272415936,1805442
1683558409.82139,1683557273415936,1806442
1683558410.8218899,1683557274415936,1807442
1683558411.8222637,1683557275415936,1808442
1683558412.8219337,1683557276415936,1809442
1683558413.8226798,1683557277415936,1810442
1683558414.8224936,1683557278415936,1811442
1683558415.8230321,1683557279415936,1812442
1683558416.822616,1683557280415936,1813442
1683558417.8193836,1683557281415936,1814442
1683558418.8198147,1683557282415936,1815442
1683558419.8200305,1683557283415936,1816442
1683558420.81897,1683557284415936,1817442
1683558421.8188345,1683557285415936,1818442
1683558422.8182106,1683557286415936,1819442
1683558423.819637,1683557287415936,1820442
1683558424.8192742,1683557288415936,1821442
1683558425.8202453,1683557289415936,1822442
1683558426.8198915,1683557290415936,1823442
1683558427.8145676,1683557291415936,1824442
1683558428.8142745,1683557292415936,1825442
1683558429.8151917,1683557293415936,1826442
1683558430.814942,1683557294415936,1827442
1683558431.815956,1683557295415936,1828442
1683558432.8156908,1683557296415936,1829442
1683558433.8168478,1683557297415936,1830442
1683558434.8170033,1683557298415936,1831442
1683558435.8118896,1683557299415936,1832442
1683558436.811563,1683557300415936,1833442
1683558437.814725,1683557301415936,1834442
1683558438.8144014,1683557302415936,1835442
1683558439.8148427,1683557303415936,1836442
1683558440.8144135,1683557304415936,1837442
1683558441.8099022,1683557305415936,1838442
1683558442.8104005,1683557306415936,1839442
1683558443.811976,1683557307415936,1840442
1683558444.8119314,1683557308415936,1841442
1683558445.8120883,1683557309415936,1842442
1683558446.8125134,1683557310415936,1843442
1683558447.808704,1683557311415936,1844442
1683558448.807311,1683557312415936,1845442
1683558449.8077993,1683557313415936,1846442
1683558450.8074293,1683557314415936,1847442
1683558451.8101163,1683557315415936,1848442
1683558452.8095648,1683557316415936,1849442
1683558453.805664,1683557317415936,1850442
1683558454.805506,1683557318415936,1851442
1683558455.8064926,1683557319415936,1852442
1683558456.8060133,1683557320415936,1853442
1683558457.8064854,1683557321415936,1854442
1683558458.8063343,1683557322415936,1855442
1683558459.807287,1683557323415936,1856442
1683558460.8067708,1683557324415936,1857442
1683558461.806669,1683557325415936,1858442
1683558462.80607,1683557326415936,1859442
1683558463.8065984,1683557327415936,1860442
1683558464.806301,1683557328415936,1861442
1683558465.8065915,1683557329415936,1862442
1683558466.806153,1683557330415936,1863442
1683558467.8030097,1683557331415936,1864442
1683558468.8027647,1683557332415936,1865442
1683558469.8031516,1683557333415936,1866442
1683558470.8026626,1683557334415936,1867442
1683558471.8044572,1683557335415936,1868442
1683558472.8041575,1683557336415936,1869442
1683558473.800609,1683557337415936,1870442
1683558474.8000546,1683557338415936,1871442
1683558475.801816,1683557339415936,1872442
1683558476.801534,1683557340415936,1873442
1683558477.8024032,1683557341415936,1874442
1683558478.802203,1683557342415936,1875442
1683558479.7982872,1683557343415936,1876442
1683558480.7979834,1683557344415936,1877442
1683558481.797853,1683557345415936,1878442
1683558482.7973213,1683557346415936,1879442
1683558483.7998579,1683557347415936,1880442
1683558484.799594,1683557348415936,1881442
1683558485.799916,1683557349415936,1882442
1683558486.799489,1683557350415936,1883442
1683558487.7944078,1683557351415936,1884442
1683558488.7940147,1683557352415936,1885442
1683558489.7948358,1683557353415936,1886442
1683558490.7946386,1683557354415936,1887442
1683558491.7957299,1683557355415936,1888442
1683558492.795458,1683557356415936,1889442
1683558493.7960048,1683557357415936,1890442
1683558494.795492,1683557358415936,1891442
1683558495.7959208,1683557359415936,1892442
1683558496.795493,1683557360415936,1893442
1683558497.7958848,1683557361415936,1894442
1683558498.7954662,1683557362415936,1895442
1683558499.7933838,1683557363415936,1896442
1683558500.7934895,1683557364415936,1897442
1683558501.7945871,1683557365415936,1898442
1683558502.794118,1683557366415936,1899442
1683558503.7896402,1683557367415936,1900442
1683558504.7884436,1683557368415936,1901442
1683558505.7890916,1683557369415936,1902442
1683558506.78866,1683557370415936,1903442
1683558507.791317,1683557371415936,1904442
1683558508.7906733,1683557372415936,1905442
1683558509.7911544,1683557373415936,1906442
1683558510.7908702,1683557374415936,1907442
1683558511.7862215,1683557375415936,1908442
1683558512.7860165,1683557376415936,1909442
1683558513.7862868,1683557377415936,1910442
1683558514.7860503,1683557378415936,1911442
1683558515.7872193,1683557379415936,1912442
1683558516.7869036,1683557380415936,1913442
1683558517.7872033,1683557381415936,1914442
1683558518.7867577,1683557382415936,1915442
1683558519.787292,1683557383415936,1916442
1683558520.786853,1683557384415936,1917442
1683558521.787964,1683557385415936,1918442
1683558522.7876623,1683557386415936,1919442
1683558523.7837873,1683557387415936,1920442
1683558524.7834475,1683557388415936,1921442
1683558525.784639,1683557389415936,1922442
1683558526.7843578,1683557390415936,1923442
1683558527.7845628,1683557391415936,1924442
1683558528.784939,1683557392415936,1925442
1683558529.780319,1683557393415936,1926442
1683558530.7799864,1683557394415936,1927442
1683558531.781729,1683557395415936,1928442
1683558532.7814028,1683557396415936,1929442
1683558533.7820358,1683557397415936,1930442
1683558534.7814515,1683557398415936,1931442
1683558535.781083,1683557399415936,1932442
1683558536.7806726,1683557400415936,1933442
1683558537.781956,1683557401415936,1934442
1683558538.781455,1683557402415936,1935442
1683558539.7769938,1683557403415936,1936442
1683558540.7766078,1683557404415936,1937442
1683558541.7775586,1683557405415936,1938442
1683558542.7773309,1683557406415936,1939442
1683558543.7793112,1683557407415936,1940442
1683558544.7787926,1683557408415936,1941442
1683558545.7799954,1683557409415936,1942442
1683558546.779552,1683557410415936,1943442
1683558547.7756157,1683557411415936,1944442
1683558548.7753735,1683557412415936,1945442
1683558549.776454,1683557413415936,1946442
1683558550.7759607,1683557414415936,1947442
1683558551.7772717,1683557415415936,1948442
1683558552.7768536,1683557416415936,1949442
1683558553.7729414,1683557417415936,1950442
1683558554.772509,1683557418415936,1951442
1683558555.7735097,1683557419415936,1952442
1683558556.7734094,1683557420415936,1953442
1683558557.7736874,1683557421415936,1954442
1683558558.773389,1683557422415936,1955442
1683558559.7744668,1683557423415936,1956442
1683558560.7739067,1683557424415936,1957442
1683558561.7700639,1683557425415936,1958442
1683558562.769654,1683557426415936,1959442
1683558563.7724075,1683557427415936,1960442
1683558564.7719102,1683557428415936,1961442
1683558565.7730176,1683557429415936,1962442
1683558566.7678235,1683557430415936,1963442
1683558567.7682269,1683557431415936,1964442
1683558568.7678912,1683557432415936,1965442
1683558569.768254,1683557433415936,1966442
1683558570.767839,1683557434415936,1967442
1683558571.7705228,1683557435415936,1968442
