timestamp,mask,lat,lon,grid_spacing
1683558353.8409722,72057594037927935,-353747690,1491548424,100
1683558355.8416722,72057594037927935,-353747690,1491548424,100
1683558357.8416505,72057594037927935,-353747690,1491548424,100
1683558359.8424928,72057594037927935,-353747690,1491548424,100
1683558361.8366964,72057594037927935,-353747690,1491548424,100
1683558363.8380482,72057594037927935,-353747690,1491548424,100
1683558365.8381686,72057594037927935,-353747690,1491548424,100
1683558367.8396893,72057594037927935,-353747690,1491548424,100
1683558369.835645,72057594037927935,-353747690,1491548424,100
1683558371.8377082,72057594037927935,-353747690,1491548424,100
1683558373.83266,72057594037927935,-353747690,1491548424,100
1683558375.8333805,72057594037927935,-353747690,1491548424,100
1683558377.8351257,72057594037927935,-353747690,1491548424,100
1683558379.8356302,72057594037927935,-353747690,1491548424,100
1683558381.8300245,72057594037927935,-353747690,1491548424,100
1683558383.830137,72057594037927935,-353747690,1491548424,100
1683558385.830892,72057594037927935,-353747690,1491548424,100
1683558387.8331265,72057594037927935,-353747690,1491548424,100
1683558389.8280842,72057594037927935,-353747690,1491548424,100
1683558391.827391,72057594037927935,-353747690,1491548424,100
1683558393.8274722,72057594037927935,-353747690,1491548424,100
1683558395.8305073,72057594037927935,-353747690,1491548424,100
1683558397.826368,72057594037927935,-353747690,1491548424,100
1683558399.8262098,72057594037927935,-353747690,1491548424,100
1683558401.8263268,72057594037927935,-353747690,1491548424,100
1683558403.8233626,72057594037927935,-353747690,1491548424,100
1683558405.8234777,72057594037927935,-353747690,1491548424,100
1683558407.8249674,72057594037927935,-353747690,1491548424,100
1683558409.8215835,72057594037927935,-353747690,1491548424,100
1683558411.8224547,72057594037927935,-353747690,1491548424,100
1683558413.8228807,72057594037927935,-353747690,1491548424,100
1683558415.8232563,72057594037927935,-353747690,1491548424,100
1683558417.8195777,72057594037927935,-353747690,1491548424,100
1683558419.8202338,72057594037927935,-353747690,1491548424,100
1683558421.81903,72057594037927935,-353747690,1491548424,100
1683558423.8198934,72057594037927935,-353747690,1491548424,100
1683558425.8204215,72057594037927935,-353747690,1491548424,100
1683558427.814785,72057594037927935,-353747690,1491548424,100
1683558429.8153598,72057594037927935,-353747690,1491548424,100
1683558431.816137,72057594037927935,-353747690,1491548424,100
1683558433.8170433,72057594037927935,-353747690,1491548424,100
1683558435.8120935,72057594037927935,-353747690,1491548424,100
1683558437.8149097,72057594037927935,-353747690,1491548424,100
1683558439.8150322,72057594037927935,-353747690,1491548424,100
1683558441.8100886,72057594037927935,-353747690,1491548424,100
1683558443.8122344,72057594037927935,-353747690,1491548424,100
1683558445.8122785,72057594037927935,-353747690,1491548424,100
1683558447.8089156,72057594037927935,-353747690,1491548424,100
1683558449.8080347,72057594037927935,-353747690,1491548424,100
1683558451.8102858,72057594037927935,-353747690,1491548424,100
1683558453.8058486,72057594037927935,-353747690,1491548424,100
1683558455.8066905,72057594037927935,-353747690,1491548424,100
1683558457.806695,72057594037927935,-353747690,1491548424,100
1683558459.8075008,72057594037927935,-353747690,1491548424,100
1683558461.806874,72057594037927935,-353747690,1491548424,100
1683558463.8068082,72057594037927935,-353747690,1491548424,100
1683558465.8067815,72057594037927935,-353747690,1491548424,100
1683558467.8031921,72057594037927935,-353747690,1491548424,100
1683558469.8033178,72057594037927935,-353747690,1491548424,100
1683558471.8046196,72057594037927935,-353747690,1491548424,100
1683558473.800797,72057594037927935,-353747690,1491548424,100
1683558475.8019845,72057594037927935,-353747690,1491548424,100
1683558477.802557,72057594037927935,-353747690,1491548424,100
1683558479.7984436,72057594037927935,-353747690,1491548424,100
1683558481.7980547,72057594037927935,-353747690,1491548424,100
1683558483.8001008,72057594037927935,-353747690,1491548424,100
1683558485.8001213,72057594037927935,-353747690,1491548424,100
1683558487.794593,72057594037927935,-353747690,1491548424,100
1683558489.7950234,72057594037927935,-353747690,1491548424,100
1683558491.7959058,72057594037927935,-353747690,1491548424,100
1683558493.7961931,72057594037927935,-353747690,1491548424,100
1683558495.796114,72057594037927935,-353747690,1491548424,100
1683558497.7960513,72057594037927935,-353747690,1491548424,100
1683558499.793683,72057594037927935,-353747690,1491548424,100
1683558501.7947645,72057594037927935,-353747690,1491548424,100
1683558503.7898011,72057594037927935,-353747690,1491548424,100
1683558505.7892601,72057594037927935,-353747690,1491548424,100
1683558507.7915163,72057594037927935,-353747690,1491548424,100
1683558509.7913456,72057594037927935,-353747690,1491548424,100
1683558511.7864146,72057594037927935,-353747690,1491548424,100
1683558513.786471,72057594037927935,-353747690,1491548424,100
1683558515.7873857,72057594037927935,-353747690,1491548424,100
1683558517.787399,72057594037927935,-353747690,1491548424,100
1683558519.787498,72057594037927935,-353747690,1491548424,100
1683558521.7881613,72057594037927935,-353747690,1491548424,100
1683558523.7839706,72057594037927935,-353747690,1491548424,100
1683558525.7848597,72057594037927935,-353747690,1491548424,100
1683558527.784744,72057594037927935,-353747690,1491548424,100
1683558529.780513,72057594037927935,-353747690,1491548424,100
