timestamp,mask,lat,lon,grid_spacing
1683558011.9601927,72057594037927935,-353747690,1491548424,100
1683558013.9570024,72057594037927935,-353747690,1491548424,100
1683558015.953533,72057594037927935,-353747690,1491548424,100
1683558017.9514892,72057594037927935,-353747690,1491548424,100
1683558019.9506948,72057594037927935,-353747690,1491548424,100
1683558021.950176,72057594037927935,-353747690,1491548424,100
1683558023.9516215,72057594037927935,-353747690,1491548424,100
1683558025.9482934,72057594037927935,-353747690,1491548424,100
1683558027.9499178,72057594037927935,-353747690,1491548424,100
1683558029.9477298,72057594037927935,-353747690,1491548424,100
1683558031.9475765,72057594037927935,-353747690,1491548424,100
1683558033.9491758,72057594037927935,-353747690,1491548424,100
1683558035.9448793,72057594037927935,-353747690,1491548424,100
1683558037.9471252,72057594037927935,-353747690,1491548424,100
1683558039.9456637,72057594037927935,-353747690,1491548424,100
1683558041.9458137,72057594037927935,-353747690,1491548424,100
1683558043.94241,72057594037927935,-353747690,1491548424,100
1683558045.9443035,72057594037927935,-353747690,1491548424,100
1683558047.945555,72057594037927935,-353747690,1491548424,100
1683558049.9454417,72057594037927935,-353747690,1491548424,100
1683558051.9434772,72057594037927935,-353747690,1491548424,100
1683558053.9409194,72057594037927935,-353747690,1491548424,100
1683558055.9422827,72057594037927935,-353747690,1491548424,100
1683558057.9395387,72057594037927935,-353747690,1491548424,100
1683558059.9415064,72057594037927935,-353747690,1491548424,100
1683558061.9377248,72057594037927935,-353747690,1491548424,100
1683558063.9379275,72057594037927935,-353747690,1491548424,100
1683558065.9352376,72057594037927935,-353747690,1491548424,100
1683558067.9365077,72057594037927935,-353747690,1491548424,100
1683558069.9388895,72057594037927935,-353747690,1491548424,100
1683558071.9352868,72057594037927935,-353747690,1491548424,100
1683558073.9351962,72057594037927935,-353747690,1491548424,100
1683558075.9321578,72057594037927935,-353747690,1491548424,100
1683558077.933319,72057594037927935,-353747690,1491548424,100
1683558079.934082,72057594037927935,-353747690,1491548424,100
1683558081.931199,72057594037927935,-353747690,1491548424,100
1683558083.9315512,72057594037927935,-353747690,1491548424,100
1683558085.9313076,72057594037927935,-353747690,1491548424,100
1683558087.9281409,72057594037927935,-353747690,1491548424,100
1683558089.9317682,72057594037927935,-353747690,1491548424,100
1683558091.9277875,72057594037927935,-353747690,1491548424,100
1683558093.9306095,72057594037927935,-353747690,1491548424,100
1683558095.9304252,72057594037927935,-353747690,1491548424,100
1683558097.9268215,72057594037927935,-353747690,1491548424,100
1683558099.9273431,72057594037927935,-353747690,1491548424,100
1683558101.9282005,72057594037927935,-353747690,1491548424,100
1683558103.9226658,72057594037927935,-353747690,1491548424,100
1683558105.9247823,72057594037927935,-353747690,1491548424,100
1683558107.9240723,72057594037927935,-353747690,1491548424,100
1683558109.9234288,72057594037927935,-353747690,1491548424,100
1683558111.9229312,72057594037927935,-353747690,1491548424,100
1683558113.9242256,72057594037927935,-353747690,1491548424,100
1683558115.9231246,72057594037927935,-353747690,1491548424,100
1683558117.9179971,72057594037927935,-353747690,1491548424,100
1683558119.9174693,72057594037927935,-353747690,1491548424,100
1683558121.9173563,72057594037927935,-353747690,1491548424,100
1683558123.916732,72057594037927935,-353747690,1491548424,100
1683558125.9158695,72057594037927935,-353747690,1491548424,100
1683558127.9155705,72057594037927935,-353747690,1491548424,100
1683558129.9159367,72057594037927935,-353747690,1491548424,100
1683558131.9161537,72057594037927935,-353747690,1491548424,100
1683558133.9161499,72057594037927935,-353747690,1491548424,100
1683558135.9156086,72057594037927935,-353747690,1491548424,100
1683558137.9162939,72057594037927935,-353747690,1491548424,100
1683558139.9155421,72057594037927935,-353747690,1491548424,100
1683558141.914857,72057594037927935,-353747690,1491548424,100
1683558143.9142978,72057594037927935,-353747690,1491548424,100
1683558145.9095562,72057594037927935,-353747690,1491548424,100
1683558147.9101944,72057594037927935,-353747690,1491548424,100
1683558149.9108179,72057594037927935,-353747690,1491548424,100
1683558151.9115558,72057594037927935,-353747690,1491548424,100
1683558153.9073517,72057594037927935,-353747690,1491548424,100
1683558155.9082851,72057594037927935,-353747690,1491548424,100
1683558157.9088933,72057594037927935,-353747690,1491548424,100
1683558159.9039845,72057594037927935,-353747690,1491548424,100
1683558161.9067893,72057594037927935,-353747690,1491548424,100
1683558163.9075882,72057594037927935,-353747690,1491548424,100
1683558165.9019282,72057594037927935,-353747690,1491548424,100
1683558167.9062986,72057594037927935,-353747690,1491548424,100
1683558169.9020557,72057594037927935,-353747690,1491548424,100
1683558171.9027393,72057594037927935,-353747690,1491548424,100
1683558173.9028149,72057594037927935,-353747690,1491548424,100
1683558175.902195,72057594037927935,-353747690,1491548424,100
1683558177.8986611,72057594037927935,-353747690,1491548424,100
1683558179.900039,72057594037927935,-353747690,1491548424,100
1683558181.9002593,72057594037927935,-353747690,1491548424,100
1683558183.9002347,72057594037927935,-353747690,1491548424,100
1683558185.897586,72057594037927935,-353747690,1491548424,100
1683558187.8974314,72057594037927935,-353747690,1491548424,100
1683558189.8989882,72057594037927935,-353747690,1491548424,100
1683558191.8946335,72057594037927935,-353747690,1491548424,100
1683558193.8960867,72057594037927935,-353747690,1491548424,100
1683558195.8962579,72057594037927935,-353747690,1491548424,100
1683558197.8962615,72057594037927935,-353747690,1491548424,100
1683558199.8904748,72057594037927935,-353747690,1491548424,100
1683558201.8928816,72057594037927935,-353747690,1491548424,100
1683558203.889211,72057594037927935,-353747690,1491548424,100
1683558205.8901541,72057594037927935,-353747690,1491548424,100
1683558207.8914948,72057594037927935,-353747690,1491548424,100
1683558209.8882456,72057594037927935,-353747690,1491548424,100
1683558211.888869,72057594037927935,-353747690,1491548424,100
1683558213.8882759,72057594037927935,-353747690,1491548424,100
1683558215.8889072,72057594037927935,-353747690,1491548424,100
1683558217.8896012,72057594037927935,-353747690,1491548424,100
1683558219.8846116,72057594037927935,-353747690,1491548424,100
1683558221.8853168,72057594037927935,-353747690,1491548424,100
1683558223.8855155,72057594037927935,-353747690,1491548424,100
1683558225.885371,72057594037927935,-353747690,1491548424,100
1683558227.8863497,72057594037927935,-353747690,1491548424,100
1683558229.8809574,72057594037927935,-353747690,1491548424,100
1683558231.8808048,72057594037927935,-353747690,1491548424,100
1683558233.8815792,72057594037927935,-353747690,1491548424,100
1683558235.8835814,72057594037927935,-353747690,1491548424,100
1683558237.87783,72057594037927935,-353747690,1491548424,100
1683558239.8788848,72057594037927935,-353747690,1491548424,100
1683558241.8796682,72057594037927935,-353747690,1491548424,100
1683558243.8760798,72057594037927935,-353747690,1491548424,100
1683558245.8767843,72057594037927935,-353747690,1491548424,100
1683558247.8791995,72057594037927935,-353747690,1491548424,100
1683558249.874006,72057594037927935,-353747690,1491548424,100
1683558251.876418,72057594037927935,-353747690,1491548424,100
1683558253.8770938,72057594037927935,-353747690,1491548424,100
1683558255.8720129,72057594037927935,-353747690,1491548424,100
1683558257.8741877,72057594037927935,-353747690,1491548424,100
1683558259.8758194,72057594037927935,-353747690,1491548424,100
1683558261.872238,72057594037927935,-353747690,1491548424,100
1683558263.8730097,72057594037927935,-353747690,1491548424,100
1683558265.8737116,72057594037927935,-353747690,1491548424,100
1683558267.8695774,72057594037927935,-353747690,1491548424,100
1683558269.8704166,72057594037927935,-353747690,1491548424,100
1683558271.8709857,72057594037927935,-353747690,1491548424,100
1683558273.8674624,72057594037927935,-353747690,1491548424,100
1683558275.869018,72057594037927935,-353747690,1491548424,100
1683558277.8689828,72057594037927935,-353747690,1491548424,100
1683558279.8641455,72057594037927935,-353747690,1491548424,100
1683558281.8642685,72057594037927935,-353747690,1491548424,100
1683558283.86716,72057594037927935,-353747690,1491548424,100
1683558285.862772,72057594037927935,-353747690,1491548424,100
1683558287.8635736,72057594037927935,-353747690,1491548424,100
1683558289.864513,72057594037927935,-353747690,1491548424,100
1683558291.8608239,72057594037927935,-353747690,1491548424,100
1683558293.8609347,72057594037927935,-353747690,1491548424,100
1683558295.8615806,72057594037927935,-353747690,1491548424,100
1683558297.8624923,72057594037927935,-353747690,1491548424,100
1683558299.8624978,72057594037927935,-353747690,1491548424,100
1683558301.8575506,72057594037927935,-353747690,1491548424,100
1683558303.8597794,72057594037927935,-353747690,1491548424,100
1683558305.8605123,72057594037927935,-353747690,1491548424,100
1683558307.856334,72057594037927935,-353747690,1491548424,100
1683558309.8555326,72057594037927935,-353747690,1491548424,100
1683558311.8570347,72057594037927935,-353747690,1491548424,100
1683558313.857147,72057594037927935,-353747690,1491548424,100
1683558315.8548384,72057594037927935,-353747690,1491548424,100
1683558317.855006,72057594037927935,-353747690,1491548424,100
1683558319.8509746,72057594037927935,-353747690,1491548424,100
1683558321.8529437,72057594037927935,-353747690,1491548424,100
1683558323.8502195,72057594037927935,-353747690,1491548424,100
1683558325.852252,72057594037927935,-353747690,1491548424,100
1683558327.852955,72057594037927935,-353747690,1491548424,100
1683558329.8473716,72057594037927935,-353747690,1491548424,100
1683558331.8490403,72057594037927935,-353747690,1491548424,100
1683558333.8489664,72057594037927935,-353747690,1491548424,100
1683558335.849016,72057594037927935,-353747690,1491548424,100
1683558337.8496385,72057594037927935,-353747690,1491548424,100
1683558339.8468745,72057594037927935,-353747690,1491548424,100
1683558341.8477266,72057594037927935,-353747690,1491548424,100
1683558343.8476093,72057594037927935,-353747690,1491548424,100
1683558345.8426363,72057594037927935,-353747690,1491548424,100
1683558347.844368,72057594037927935,-353747690,1491548424,100
1683558349.8450232,72057594037927935,-353747690,1491548424,100
1683558351.8449888,72057594037927935,-353747690,1491548424,100
