timestamp,time_boot_ms,press_abs,press_diff,temperature,temperature_press_diff
1683558011.9595802,1408442,944.9898071289062,0.0,3120,0
1683558012.957329,1409442,944.9898071289062,0.0,3120,0
1683558013.9567366,1410442,944.9940185546875,0.0,3120,0
1683558014.953671,1411442,944.9747924804688,0.0,3120,0
1683558015.9532852,1412442,944.998779296875,0.0,3120,0
1683558016.95277,1413442,944.9940185546875,0.0,3120,0
1683558017.9512675,1414442,944.9747924804688,0.0,3120,0
1683558018.9512362,1415442,945.0018310546875,0.0,3120,0
1683558019.9504366,1416442,945.0018310546875,0.0,3120,0
1683558020.950154,1417442,945.0045776367188,0.0,3120,0
1683558021.949906,1418442,945.0087280273438,0.0,3120,0
1683558022.9494853,1419442,944.9860229492188,0.0,3120,0
1683558023.9513495,1420442,945.0062866210938,0.0,3120,0
1683558024.9520695,1421442,944.9811401367188,0.0,3120,0
1683558025.9480126,1422442,945.0111694335938,0.0,3120,0
1683558026.9476316,1423442,944.991943359375,0.0,3120,0
1683558027.9494593,1424442,945.0009155273438,0.0,3120,0
1683558028.949073,1425442,944.9860229492188,0.0,3120,0
1683558029.947505,1426442,945.0003662109375,0.0,3120,0
1683558030.9477077,1427442,945.003662109375,0.0,3120,0
1683558031.9473262,1428442,945.0132446289062,0.0,3120,0
1683558032.9470649,1429442,944.9865112304688,0.0,3120,0
1683558033.9489202,1430442,944.9871826171875,0.0,3120,0
1683558034.9481473,1431442,945.0003662109375,0.0,3120,0
1683558035.9446445,1432442,944.9871826171875,0.0,3120,0
1683558036.946444,1433442,944.9747924804688,0.0,3120,0
1683558037.946895,1434442,944.9991455078125,0.0,3120,0
1683558038.9464858,1435442,944.9822998046875,0.0,3120,0
1683558039.9454014,1436442,945.0072631835938,0.0,3120,0
1683558040.9437945,1437442,944.9826049804688,0.0,3120,0
1683558041.9455583,1438442,944.9778442382812,0.0,3120,0
1683558042.9466424,1439442,945.0025024414062,0.0,3120,0
1683558043.9421911,1440442,944.9886474609375,0.0,3120,0
1683558044.9461803,1441442,945.0015258789062,0.0,3120,0
1683558045.9438794,1442442,945.006591796875,0.0,3120,0
1683558046.9438367,1443442,944.9898071289062,0.0,3120,0
1683558047.9451566,1444442,944.993408203125,0.0,3120,0
1683558048.9410634,1445442,944.9946899414062,0.0,3120,0
1683558049.945045,1446442,945.005126953125,0.0,3120,0
1683558050.9432955,1447442,944.9865112304688,0.0,3120,0
1683558051.9431279,1448442,945.006591796875,0.0,3120,0
1683558052.9413962,1449442,944.9763793945312,0.0,3120,0
1683558053.9406602,1450442,944.99560546875,0.0,3120,0
1683558054.9385693,1451442,944.9949951171875,0.0,3120,0
1683558055.941984,1452442,944.991943359375,0.0,3120,0
1683558056.942687,1453442,944.99560546875,0.0,3120,0
1683558057.9392848,1454442,945.016845703125,0.0,3120,0
1683558058.9386024,1455442,944.9811401367188,0.0,3120,0
1683558059.9411883,1456442,945.0015258789062,0.0,3120,0
1683558060.9375014,1457442,945.0162353515625,0.0,3120,0
1683558061.9373798,1458442,944.9775390625,0.0,3120,0
1683558062.9396675,1459442,945.0045776367188,0.0,3120,0
1683558063.9375992,1460442,944.9940185546875,0.0,3120,0
1683558064.9386587,1461442,945.016845703125,0.0,3120,0
1683558065.9349406,1462442,944.9928588867188,0.0,3120,0
1683558066.9359076,1463442,944.9961547851562,0.0,3120,0
1683558067.9361992,1464442,944.9967651367188,0.0,3120,0
1683558068.9373493,1465442,945.0039672851562,0.0,3120,0
1683558069.9385629,1466442,944.9865112304688,0.0,3120,0
1683558070.9346287,1467442,944.9970703125,0.0,3120,0
1683558071.9350204,1468442,944.9949951171875,0.0,3120,0
1683558072.9367611,1469442,944.9747924804688,0.0,3120,0
1683558073.9348614,1470442,945.0173950195312,0.0,3120,0
1683558074.9367743,1471442,944.9844360351562,0.0,3120,0
1683558075.9317346,1472442,945.0015258789062,0.0,3120,0
1683558076.9324355,1473442,944.9805297851562,0.0,3120,0
1683558077.9329846,1474442,945.003662109375,0.0,3120,0
1683558078.9339535,1475442,944.9928588867188,0.0,3120,0
1683558079.9336305,1476442,945.0057373046875,0.0,3120,0
1683558080.930437,1477442,944.9946899414062,0.0,3120,0
1683558081.9309587,1478442,944.9822998046875,0.0,3120,0
1683558082.9312217,1479442,945.0018310546875,0.0,3120,0
1683558083.9311683,1480442,944.9757690429688,0.0,3120,0
1683558084.9327717,1481442,945.0142211914062,0.0,3120,0
1683558085.9310572,1482442,945.0057373046875,0.0,3120,0
1683558086.928016,1483442,944.9805297851562,0.0,3120,0
1683558087.9278784,1484442,945.0135498046875,0.0,3120,0
1683558088.930291,1485442,945.0180053710938,0.0,3120,0
1683558089.9314468,1486442,945.006591796875,0.0,3120,0
1683558090.926893,1487442,944.9991455078125,0.0,3120,0
1683558091.9274342,1488442,944.9747924804688,0.0,3120,0
1683558092.9302955,1489442,944.9844360351562,0.0,3120,0
1683558093.9302793,1490442,945.0126342773438,0.0,3120,0
1683558094.9302688,1491442,944.9922485351562,0.0,3120,0
1683558095.930106,1492442,944.9871826171875,0.0,3120,0
1683558096.9253502,1493442,944.9775390625,0.0,3120,0
1683558097.9265828,1494442,945.0120849609375,0.0,3120,0
1683558098.9278493,1495442,944.9775390625,0.0,3120,0
1683558099.9270983,1496442,944.9796142578125,0.0,3120,0
1683558100.9284363,1497442,944.9886474609375,0.0,3120,0
1683558101.9279444,1498442,945.0084228515625,0.0,3120,0
1683558102.9231439,1499442,944.98388671875,0.0,3120,0
1683558103.9223888,1500442,944.999755859375,0.0,3120,0
1683558104.9227624,1501442,944.9727172851562,0.0,3120,0
1683558105.9245338,1502442,944.9891967773438,0.0,3120,0
1683558106.9240983,1503442,945.0120849609375,0.0,3120,0
1683558107.9237943,1504442,945.0099487304688,0.0,3120,0
1683558108.9235013,1505442,945.016845703125,0.0,3120,0
1683558109.9231775,1506442,945.0132446289062,0.0,3120,0
1683558110.9228125,1507442,945.006591796875,0.0,3120,0
1683558111.9227128,1508442,945.0062866210938,0.0,3120,0
1683558112.9222052,1509442,944.980224609375,0.0,3120,0
1683558113.923962,1510442,944.9790649414062,0.0,3120,0
1683558114.923616,1511442,944.9871826171875,0.0,3120,0
1683558115.9228282,1512442,945.016845703125,0.0,3120,0
1683558116.9224603,1513442,945.0003662109375,0.0,3120,0
1683558117.9177344,1514442,945.0003662109375,0.0,3120,0
1683558118.9173925,1515442,945.016845703125,0.0,3120,0
1683558119.9171553,1516442,945.0173950195312,0.0,3120,0
1683558120.9169164,1517442,944.9940185546875,0.0,3120,0
1683558121.917069,1518442,944.9730224609375,0.0,3120,0
1683558122.916768,1519442,945.0111694335938,0.0,3120,0
1683558123.9165077,1520442,945.0132446289062,0.0,3120,0
1683558124.9162788,1521442,945.0147705078125,0.0,3120,0
1683558125.9156525,1522442,944.9860229492188,0.0,3120,0
1683558126.9153824,1523442,944.9865112304688,0.0,3120,0
1683558127.9153192,1524442,944.9976196289062,0.0,3120,0
1683558128.9147096,1525442,944.9790649414062,0.0,3120,0
1683558129.9155993,1526442,945.016845703125,0.0,3120,0
1683558130.9162183,1527442,945.0132446289062,0.0,3120,0
1683558131.9158726,1528442,944.9775390625,0.0,3120,0
1683558132.9162054,1529442,944.9860229492188,0.0,3120,0
1683558133.9159117,1530442,944.9991455078125,0.0,3120,0
1683558134.9155495,1531442,944.9817504882812,0.0,3120,0
1683558135.9153376,1532442,944.98388671875,0.0,3120,0
1683558136.9148278,1533442,944.9757690429688,0.0,3120,0
1683558137.9160242,1534442,944.9811401367188,0.0,3120,0
1683558138.9156857,1535442,945.0147705078125,0.0,3120,0
1683558139.9152975,1536442,944.999755859375,0.0,3120,0
1683558140.9149835,1537442,944.9796142578125,0.0,3120,0
1683558141.9146378,1538442,945.0057373046875,0.0,3120,0
1683558142.9143221,1539442,945.0173950195312,0.0,3120,0
1683558143.914042,1540442,944.9874877929688,0.0,3120,0
1683558144.9136276,1541442,944.9922485351562,0.0,3120,0
1683558145.9092674,1542442,944.9796142578125,0.0,3120,0
1683558146.9087682,1543442,944.9922485351562,0.0,3120,0
1683558147.909851,1544442,945.016845703125,0.0,3120,0
1683558148.9094377,1545442,945.0045776367188,0.0,3120,0
1683558149.9105937,1546442,945.0045776367188,0.0,3120,0
1683558150.911053,1547442,944.9790649414062,0.0,3120,0
1683558151.911283,1548442,944.9763793945312,0.0,3120,0
1683558152.911041,1549442,945.0120849609375,0.0,3120,0
1683558153.9070976,1550442,945.0025024414062,0.0,3120,0
1683558154.9066641,1551442,944.988037109375,0.0,3120,0
1683558155.907972,1552442,945.0030517578125,0.0,3120,0
1683558156.9075215,1553442,944.9898071289062,0.0,3120,0
1683558157.9086409,1554442,944.9763793945312,0.0,3120,0
1683558158.908317,1555442,944.9747924804688,0.0,3120,0
1683558159.903711,1556442,945.011474609375,0.0,3120,0
1683558160.903171,1557442,944.999755859375,0.0,3120,0
1683558161.9065232,1558442,945.0147705078125,0.0,3120,0
1683558162.9062433,1559442,944.9850463867188,0.0,3120,0
1683558163.9073405,1560442,945.003662109375,0.0,3120,0
1683558164.9069014,1561442,945.0078125,0.0,3120,0
1683558165.9016933,1562442,944.9891967773438,0.0,3120,0
