timestamp,time_usec,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,port,servo9_raw,servo10_raw,servo11_raw,servo12_raw,servo13_raw,servo14_raw,servo15_raw,servo16_raw
1683558011.9590328,1408442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558012.957109,1409442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558013.956513,1410442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558014.9534366,1411442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558015.953077,1412442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558016.952556,1413442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558017.9510846,1414442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558018.9509096,1415442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558019.9502149,1416442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558020.9499068,1417442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558021.9496386,1418442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558022.949246,1419442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558023.951104,1420442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558024.9517949,1421442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558025.9477825,1422442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558026.9474216,1423442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558027.9490068,1424442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558028.9488373,1425442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558029.9473042,1426442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558030.9474826,1427442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558031.9470937,1428442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558032.9468348,1429442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558033.9486833,1430442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558034.9479017,1431442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558035.944389,1432442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558036.9462106,1433442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558037.9466913,1434442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558038.946251,1435442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558039.9451663,1436442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558040.9435694,1437442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558041.9453294,1438442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558042.9464433,1439442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558043.9420054,1440442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558044.9458988,1441442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558045.9435935,1442442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558046.9435794,1443442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558047.9448898,1444442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558048.940824,1445442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558049.9447813,1446442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558050.943089,1447442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558051.9428356,1448442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558052.9411638,1449442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558053.9404254,1450442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558054.9383833,1451442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558055.9417415,1452442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558056.942462,1453442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558057.9390585,1454442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558058.938349,1455442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558059.9409304,1456442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558060.9372673,1457442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558061.9371173,1458442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558062.9394445,1459442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558063.9372926,1460442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558064.9384303,1461442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558065.934681,1462442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558066.9356844,1463442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558067.9358997,1464442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558068.9371042,1465442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558069.938284,1466442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558070.9344049,1467442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558071.9347386,1468442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558072.9365551,1469442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558073.9345605,1470442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558074.936547,1471442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558075.9314213,1472442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558076.932219,1473442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558077.932705,1474442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558078.9336298,1475442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558079.9333248,1476442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558080.930223,1477442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558081.9307399,1478442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558082.9310138,1479442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558083.930866,1480442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558084.9325402,1481442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558085.9308398,1482442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558086.9276588,1483442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558087.9276476,1484442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558088.9300609,1485442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558089.9311929,1486442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558090.9266853,1487442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558091.9272187,1488442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558092.9300928,1489442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558093.9300268,1490442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558094.9300482,1491442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683558095.9298706,1492442500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
