timestamp,time_boot_ms,chan1_raw,chan2_raw,chan3_raw,chan4_raw,chan5_raw,chan6_raw,chan7_raw,chan8_raw,chan9_raw,chan10_raw,chan11_raw,chan12_raw,chan13_raw,chan14_raw,chan15_raw,chan16_raw,chan17_raw,chan18_raw,chancount,rssi
1683558066.935753,1463442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558067.9359808,1464442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558068.9371686,1465442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558069.9383643,1466442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558070.934468,1467442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558071.9348166,1468442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558072.9366188,1469442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558073.9346387,1470442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558074.936612,1471442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558075.9315019,1472442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558076.9322855,1473442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558077.932768,1474442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558078.9337149,1475442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558079.9334,1476442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558080.9302814,1477442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558081.9307983,1478442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558082.9310713,1479442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558083.930945,1480442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558084.932602,1481442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558085.9308972,1482442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558086.9277596,1483442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558087.9277077,1484442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558088.9301279,1485442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558089.9312763,1486442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558090.9267426,1487442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558091.9272778,1488442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558092.9301488,1489442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558093.9300957,1490442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558094.9301054,1491442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558095.9299407,1492442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558096.9251966,1493442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558097.9263961,1494442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558098.9275992,1495442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558099.9269333,1496442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558100.928241,1497442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558101.9277854,1498442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558102.9229634,1499442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558103.922195,1500442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558104.9225955,1501442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558105.9243748,1502442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558106.923931,1503442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558107.9236321,1504442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558108.9233575,1505442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558109.9230409,1506442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558110.9226716,1507442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558111.9225726,1508442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558112.9220464,1509442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558113.9238071,1510442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558114.9234788,1511442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558115.9226737,1512442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558116.9223056,1513442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558117.9175456,1514442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558118.9172564,1515442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558119.916962,1516442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558120.916757,1517442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558121.916905,1518442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558122.9165611,1519442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558123.9163604,1520442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558124.9160802,1521442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558125.915509,1522442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558126.915234,1523442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558127.9151611,1524442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558128.9145532,1525442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558129.9154577,1526442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558130.9159877,1527442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558131.915715,1528442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558132.9160538,1529442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558133.9157736,1530442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558134.9154112,1531442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558135.9150908,1532442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558136.9146686,1533442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558137.9158638,1534442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558138.9155195,1535442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558139.9151373,1536442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558140.9148247,1537442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558141.9144971,1538442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558142.9141598,1539442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558143.9138818,1540442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558144.9134917,1541442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558145.9089696,1542442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558146.9086134,1543442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558147.90969,1544442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558148.9092734,1545442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558149.9104326,1546442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558150.9109051,1547442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558151.9111164,1548442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558152.9108887,1549442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558153.9069347,1550442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558154.9064999,1551442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558155.9078076,1552442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558156.9073563,1553442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558157.908476,1554442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558158.9081519,1555442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558159.903547,1556442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558160.903011,1557442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558161.9063616,1558442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558162.9060824,1559442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558163.9071758,1560442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558164.9067574,1561442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558165.9015362,1562442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558166.9061854,1563442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558167.9058838,1564442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558168.905559,1565442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558169.9016893,1566442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558170.9013982,1567442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558171.9023206,1568442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558172.9023001,1569442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558173.902454,1570442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558174.901616,1571442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558175.9017997,1572442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558176.9015555,1573442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558177.8982983,1574442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558178.8980172,1575442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558179.899681,1576442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558180.8993225,1577442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558181.8998663,1578442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558182.8994188,1579442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558183.8997884,1580442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558184.8995688,1581442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558185.897065,1582442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558186.89742,1583442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558187.8970249,1584442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558188.8967175,1585442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558189.898556,1586442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558190.898148,1587442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558191.8942657,1588442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558192.8939266,1589442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558193.8957188,1590442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558194.8955948,1591442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558195.8958347,1592442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558196.8954422,1593442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558197.8958335,1594442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558198.8954618,1595442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558199.8901083,1596442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558200.8898253,1597442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558201.8925164,1598442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558202.8919728,1599442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558203.8888457,1600442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558204.8886254,1601442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558205.8897882,1602442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558206.8893065,1603442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558207.891129,1604442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558208.89072,1605442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558209.8878253,1606442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558210.8874621,1607442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558211.8884366,1608442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558212.8881438,1609442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558213.8879142,1610442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558214.8874369,1611442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558215.888546,1612442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558216.88824,1613442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558217.8891518,1614442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558218.8889306,1615442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558219.8842576,1616442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558220.8839314,1617442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558221.8848982,1618442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558222.884509,1619442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558223.8850653,1620442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558224.8846993,1621442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558225.8850083,1622442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558226.8861513,1623442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558227.8859065,1624442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558228.8855035,1625442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558229.880508,1626442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558230.8798225,1627442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558231.8804345,1628442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558232.8799984,1629442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558233.8810947,1630442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558234.8822443,1631442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
1683558235.8831456,1632442,1500,1500,1000,1500,1800,1000,1000,1800,0,0,0,0,0,0,0,0,0,0,16,255
