timestamp,direction,speed,speed_z
1683558011.9600668,-180.0,0.0,0.0
1683558012.9575381,-180.0,0.0,0.0
1683558013.9569488,-180.0,0.0,0.0
1683558014.9541092,-180.0,0.0,0.0
1683558015.9534824,-180.0,0.0,0.0
1683558016.952979,-180.0,0.0,0.0
1683558017.9514441,-180.0,0.0,0.0
1683558018.951552,-180.0,0.0,0.0
1683558019.9506412,-180.0,0.0,0.0
1683558020.9503527,-180.0,0.0,0.0
1683558021.9501195,-180.0,0.0,0.0
1683558022.9497025,-180.0,0.0,0.0
1683558023.9515646,-180.0,0.0,0.0
1683558024.9523578,-180.0,0.0,0.0
1683558025.9482346,-180.0,0.0,0.0
1683558026.9478343,-180.0,0.0,0.0
1683558027.9498456,-180.0,0.0,0.0
1683558028.9492815,-180.0,0.0,0.0
1683558029.9476862,-180.0,0.0,0.0
1683558030.9479053,-180.0,0.0,0.0
1683558031.9475253,-180.0,0.0,0.0
1683558032.947268,-180.0,0.0,0.0
1683558033.9491255,-180.0,0.0,0.0
1683558034.9483593,-180.0,0.0,0.0
1683558035.9448333,-180.0,0.0,0.0
1683558036.9466481,-180.0,0.0,0.0
1683558037.9470754,-180.0,0.0,0.0
1683558038.9466963,-180.0,0.0,0.0
1683558039.9456096,-180.0,0.0,0.0
1683558040.9439979,-180.0,0.0,0.0
1683558041.9457633,-180.0,0.0,0.0
1683558042.9468117,-180.0,0.0,0.0
1683558043.9423647,-180.0,0.0,0.0
1683558044.9463594,-180.0,0.0,0.0
1683558045.9442444,-180.0,0.0,0.0
1683558046.9440353,-180.0,0.0,0.0
1683558047.9454916,-180.0,0.0,0.0
1683558048.9412704,-180.0,0.0,0.0
1683558049.9453764,-180.0,0.0,0.0
1683558050.9434726,-180.0,0.0,0.0
1683558051.9434087,-180.0,0.0,0.0
1683558052.9415984,-180.0,0.0,0.0
1683558053.940868,-180.0,0.0,0.0
1683558054.9387565,-180.0,0.0,0.0
1683558055.942232,-180.0,0.0,0.0
1683558056.9428787,-180.0,0.0,0.0
1683558057.9394891,-180.0,0.0,0.0
1683558058.9388194,-180.0,0.0,0.0
1683558059.9414382,-180.0,0.0,0.0
1683558060.9377081,-180.0,0.0,0.0
1683558061.9376543,-180.0,0.0,0.0
1683558062.939866,-180.0,0.0,0.0
1683558063.937868,-180.0,0.0,0.0
1683558064.938857,-180.0,0.0,0.0
1683558065.9351645,-180.0,0.0,0.0
1683558066.9361105,-180.0,0.0,0.0
1683558067.9364457,-180.0,0.0,0.0
1683558068.9375477,-180.0,0.0,0.0
1683558069.9388363,-180.0,0.0,0.0
1683558070.9349513,-180.0,0.0,0.0
1683558071.9352334,-180.0,0.0,0.0
1683558072.936936,-180.0,0.0,0.0
1683558073.9351425,-180.0,0.0,0.0
1683558074.9369721,-180.0,0.0,0.0
1683558075.9320786,-180.0,0.0,0.0
1683558076.9326177,-180.0,0.0,0.0
1683558077.9332564,-180.0,0.0,0.0
1683558078.9342577,-180.0,0.0,0.0
1683558079.9340055,-180.0,0.0,0.0
1683558080.9306645,-180.0,0.0,0.0
1683558081.9311485,-180.0,0.0,0.0
1683558082.9314096,-180.0,0.0,0.0
1683558083.931467,-180.0,0.0,0.0
1683558084.932967,-180.0,0.0,0.0
1683558085.9312558,-180.0,0.0,0.0
1683558086.9283464,-180.0,0.0,0.0
1683558087.9280908,-180.0,0.0,0.0
1683558088.9305143,-180.0,0.0,0.0
1683558089.9316957,-180.0,0.0,0.0
1683558090.927081,-180.0,0.0,0.0
1683558091.9277225,-180.0,0.0,0.0
1683558092.9304793,-180.0,0.0,0.0
1683558093.9305441,-180.0,0.0,0.0
1683558094.9304607,-180.0,0.0,0.0
1683558095.9303474,-180.0,0.0,0.0
1683558096.9255464,-180.0,0.0,0.0
1683558097.926772,-180.0,0.0,0.0
1683558098.9280524,-180.0,0.0,0.0
1683558099.927294,-180.0,0.0,0.0
1683558100.9286766,-180.0,0.0,0.0
1683558101.928151,-180.0,0.0,0.0
1683558102.9233363,-180.0,0.0,0.0
1683558103.9226098,-180.0,0.0,0.0
1683558104.9229693,-180.0,0.0,0.0
1683558105.9247324,-180.0,0.0,0.0
1683558106.9242911,-180.0,0.0,0.0
1683558107.9239967,-180.0,0.0,0.0
1683558108.9236739,-180.0,0.0,0.0
1683558109.9233518,-180.0,0.0,0.0
1683558110.9229841,-180.0,0.0,0.0
1683558111.922886,-180.0,0.0,0.0
1683558112.922406,-180.0,0.0,0.0
1683558113.9241776,-180.0,0.0,0.0
1683558114.9238546,-180.0,0.0,0.0
1683558115.9230757,-180.0,0.0,0.0
1683558116.9226613,-180.0,0.0,0.0
1683558117.9179444,-180.0,0.0,0.0
1683558118.9175637,-180.0,0.0,0.0
1683558119.9173896,-180.0,0.0,0.0
1683558120.9171612,-180.0,0.0,0.0
1683558121.9172895,-180.0,0.0,0.0
1683558122.9169831,-180.0,0.0,0.0
1683558123.9166858,-180.0,0.0,0.0
1683558124.9165356,-180.0,0.0,0.0
1683558125.9158256,-180.0,0.0,0.0
1683558126.9155548,-180.0,0.0,0.0
1683558127.9155169,-180.0,0.0,0.0
1683558128.914903,-180.0,0.0,0.0
1683558129.915881,-180.0,0.0,0.0
1683558130.9164238,-180.0,0.0,0.0
1683558131.9161005,-180.0,0.0,0.0
1683558132.9163773,-180.0,0.0,0.0
1683558133.9160995,-180.0,0.0,0.0
1683558134.9157193,-180.0,0.0,0.0
1683558135.9155555,-180.0,0.0,0.0
1683558136.9150214,-180.0,0.0,0.0
1683558137.916246,-180.0,0.0,0.0
1683558138.9158857,-180.0,0.0,0.0
1683558139.9154916,-180.0,0.0,0.0
1683558140.9151785,-180.0,0.0,0.0
1683558141.9148133,-180.0,0.0,0.0
1683558142.9145236,-180.0,0.0,0.0
1683558143.914245,-180.0,0.0,0.0
1683558144.913795,-180.0,0.0,0.0
1683558145.9094987,-180.0,0.0,0.0
1683558146.9089482,-180.0,0.0,0.0
1683558147.9101398,-180.0,0.0,0.0
1683558148.9096987,-180.0,0.0,0.0
1683558149.9107738,-180.0,0.0,0.0
1683558150.911234,-180.0,0.0,0.0
1683558151.911485,-180.0,0.0,0.0
1683558152.911219,-180.0,0.0,0.0
1683558153.9073007,-180.0,0.0,0.0
1683558154.9068582,-180.0,0.0,0.0
1683558155.9081745,-180.0,0.0,0.0
1683558156.9077241,-180.0,0.0,0.0
1683558157.9088435,-180.0,0.0,0.0
1683558158.9086194,-180.0,0.0,0.0
1683558159.903934,-180.0,0.0,0.0
1683558160.9033668,-180.0,0.0,0.0
1683558161.9067378,-180.0,0.0,0.0
1683558162.9064415,-180.0,0.0,0.0
1683558163.9075387,-180.0,0.0,0.0
1683558164.907081,-180.0,0.0,0.0
1683558165.9018822,-180.0,0.0,0.0
1683558166.9066064,-180.0,0.0,0.0
1683558167.9062483,-180.0,0.0,0.0
1683558168.9058766,-180.0,0.0,0.0
1683558169.9020088,-180.0,0.0,0.0
1683558170.9017148,-180.0,0.0,0.0
1683558171.9026864,-180.0,0.0,0.0
1683558172.902618,-180.0,0.0,0.0
1683558173.9027715,-180.0,0.0,0.0
1683558174.9019327,-180.0,0.0,0.0
1683558175.9021478,-180.0,0.0,0.0
1683558176.901862,-180.0,0.0,0.0
1683558177.8986166,-180.0,0.0,0.0
1683558178.8983762,-180.0,0.0,0.0
1683558179.899994,-180.0,0.0,0.0
1683558180.8996806,-180.0,0.0,0.0
1683558181.9002128,-180.0,0.0,0.0
1683558182.899799,-180.0,0.0,0.0
1683558183.9001849,-180.0,0.0,0.0
1683558184.8998818,-180.0,0.0,0.0
1683558185.8975346,-180.0,0.0,0.0
1683558186.89778,-180.0,0.0,0.0
1683558187.8973823,-180.0,0.0,0.0
1683558188.8971012,-180.0,0.0,0.0
1683558189.8989387,-180.0,0.0,0.0
1683558190.8985014,-180.0,0.0,0.0
1683558191.89459,-180.0,0.0,0.0
1683558192.8942873,-180.0,0.0,0.0
1683558193.8960354,-180.0,0.0,0.0
1683558194.8959112,-180.0,0.0,0.0
1683558195.8962042,-180.0,0.0,0.0
1683558196.8958051,-180.0,0.0,0.0
1683558197.8962104,-180.0,0.0,0.0
1683558198.8958914,-180.0,0.0,0.0
1683558199.8904316,-180.0,0.0,0.0
1683558200.8901365,-180.0,0.0,0.0
1683558201.8928363,-180.0,0.0,0.0
1683558202.892377,-180.0,0.0,0.0
1683558203.8891666,-180.0,0.0,0.0
1683558204.888949,-180.0,0.0,0.0
1683558205.8901079,-180.0,0.0,0.0
1683558206.8896513,-180.0,0.0,0.0
1683558207.891449,-180.0,0.0,0.0
1683558208.8910782,-180.0,0.0,0.0
1683558209.8881917,-180.0,0.0,0.0
1683558210.8877826,-180.0,0.0,0.0
1683558211.8888183,-180.0,0.0,0.0
1683558212.888472,-180.0,0.0,0.0
1683558213.8882327,-180.0,0.0,0.0
1683558214.8878202,-180.0,0.0,0.0
1683558215.8888636,-180.0,0.0,0.0
1683558216.888655,-180.0,0.0,0.0
1683558217.8895512,-180.0,0.0,0.0
1683558218.889247,-180.0,0.0,0.0
1683558219.8845696,-180.0,0.0,0.0
1683558220.8843124,-180.0,0.0,0.0
1683558221.8852646,-180.0,0.0,0.0
1683558222.8848836,-180.0,0.0,0.0
1683558223.8854597,-180.0,0.0,0.0
1683558224.8850565,-180.0,0.0,0.0
1683558225.8853245,-180.0,0.0,0.0
1683558226.8864665,-180.0,0.0,0.0
1683558227.8863,-180.0,0.0,0.0
1683558228.885863,-180.0,0.0,0.0
1683558229.8808997,-180.0,0.0,0.0
1683558230.8801713,-180.0,0.0,0.0
1683558231.8807614,-180.0,0.0,0.0
1683558232.8803415,-180.0,0.0,0.0
1683558233.8815265,-180.0,0.0,0.0
1683558234.8825665,-180.0,0.0,0.0
1683558235.8835304,-180.0,0.0,0.0
1683558236.8834932,-180.0,0.0,0.0
1683558237.8777835,-180.0,0.0,0.0
1683558238.8774936,-180.0,0.0,0.0
1683558239.87882,-180.0,0.0,0.0
1683558240.8784268,-180.0,0.0,0.0
1683558241.8796237,-180.0,0.0,0.0
1683558242.8807611,-180.0,0.0,0.0
1683558243.8760028,-180.0,0.0,0.0
1683558244.875692,-180.0,0.0,0.0
1683558245.8767412,-180.0,0.0,0.0
1683558246.876531,-180.0,0.0,0.0
1683558247.8791392,-180.0,0.0,0.0
1683558248.8786192,-180.0,0.0,0.0
1683558249.8739357,-180.0,0.0,0.0
1683558250.8750875,-180.0,0.0,0.0
1683558251.8763642,-180.0,0.0,0.0
1683558252.8760898,-180.0,0.0,0.0
1683558253.8770106,-180.0,0.0,0.0
1683558254.876694,-180.0,0.0,0.0
1683558255.8719602,-180.0,0.0,0.0
1683558256.8717606,-180.0,0.0,0.0
1683558257.8741431,-180.0,0.0,0.0
1683558258.875288,-180.0,0.0,0.0
1683558259.8757427,-180.0,0.0,0.0
1683558260.8752818,-180.0,0.0,0.0
1683558261.872191,-180.0,0.0,0.0
1683558262.8718877,-180.0,0.0,0.0
1683558263.8729634,-180.0,0.0,0.0
1683558264.8725486,-180.0,0.0,0.0
1683558265.873667,-180.0,0.0,0.0
1683558266.869107,-180.0,0.0,0.0
1683558267.8695323,-180.0,0.0,0.0
1683558268.8691552,-180.0,0.0,0.0
1683558269.8703632,-180.0,0.0,0.0
1683558270.8698888,-180.0,0.0,0.0
1683558271.87094,-180.0,0.0,0.0
1683558272.8714218,-180.0,0.0,0.0
1683558273.867409,-180.0,0.0,0.0
1683558274.8679252,-180.0,0.0,0.0
1683558275.8689675,-180.0,0.0,0.0
1683558276.8685946,-180.0,0.0,0.0
1683558277.868937,-180.0,0.0,0.0
1683558278.8686717,-180.0,0.0,0.0
1683558279.8640928,-180.0,0.0,0.0
1683558280.863831,-180.0,0.0,0.0
1683558281.8642013,-180.0,0.0,0.0
1683558282.865222,-180.0,0.0,0.0
1683558283.867111,-180.0,0.0,0.0
1683558284.8667326,-180.0,0.0,0.0
1683558285.8627276,-180.0,0.0,0.0
1683558286.8625278,-180.0,0.0,0.0
1683558287.8635304,-180.0,0.0,0.0
1683558288.8632448,-180.0,0.0,0.0
1683558289.864462,-180.0,0.0,0.0
1683558290.8654735,-180.0,0.0,0.0
1683558291.8607755,-180.0,0.0,0.0
1683558292.8603754,-180.0,0.0,0.0
1683558293.8608856,-180.0,0.0,0.0
1683558294.860657,-180.0,0.0,0.0
1683558295.8615294,-180.0,0.0,0.0
1683558296.861202,-180.0,0.0,0.0
1683558297.8624423,-180.0,0.0,0.0
1683558298.8627622,-180.0,0.0,0.0
1683558299.8623972,-180.0,0.0,0.0
1683558300.862115,-180.0,0.0,0.0
1683558301.8574982,-180.0,0.0,0.0
1683558302.8571484,-180.0,0.0,0.0
1683558303.8597264,-180.0,0.0,0.0
1683558304.859361,-180.0,0.0,0.0
1683558305.8604639,-180.0,0.0,0.0
1683558306.856071,-180.0,0.0,0.0
1683558307.856283,-180.0,0.0,0.0
1683558308.8559532,-180.0,0.0,0.0
1683558309.855462,-180.0,0.0,0.0
1683558310.8550947,-180.0,0.0,0.0
1683558311.8569846,-180.0,0.0,0.0
1683558312.8566594,-180.0,0.0,0.0
1683558313.8570943,-180.0,0.0,0.0
1683558314.853202,-180.0,0.0,0.0
1683558315.854791,-180.0,0.0,0.0
1683558316.8545225,-180.0,0.0,0.0
1683558317.8549604,-180.0,0.0,0.0
1683558318.8553696,-180.0,0.0,0.0
1683558319.8509135,-180.0,0.0,0.0
1683558320.8503807,-180.0,0.0,0.0
1683558321.8528988,-180.0,0.0,0.0
1683558322.854141,-180.0,0.0,0.0
1683558323.8501694,-180.0,0.0,0.0
1683558324.849779,-180.0,0.0,0.0
1683558325.8521988,-180.0,0.0,0.0
1683558326.851691,-180.0,0.0,0.0
1683558327.8528914,-180.0,0.0,0.0
1683558328.8525968,-180.0,0.0,0.0
1683558329.8473241,-180.0,0.0,0.0
1683558330.8483832,-180.0,0.0,0.0
1683558331.8489842,-180.0,0.0,0.0
1683558332.8485086,-180.0,0.0,0.0
1683558333.8489146,-180.0,0.0,0.0
1683558334.8485153,-180.0,0.0,0.0
1683558335.8489516,-180.0,0.0,0.0
1683558336.848657,-180.0,0.0,0.0
1683558337.8495944,-180.0,0.0,0.0
1683558338.8465176,-180.0,0.0,0.0
1683558339.8468227,-180.0,0.0,0.0
1683558340.8463876,-180.0,0.0,0.0
1683558341.847677,-180.0,0.0,0.0
1683558342.8472211,-180.0,0.0,0.0
1683558343.8475587,-180.0,0.0,0.0
1683558344.8473005,-180.0,0.0,0.0
1683558345.8425848,-180.0,0.0,0.0
1683558346.8431933,-180.0,0.0,0.0
1683558347.844324,-180.0,0.0,0.0
1683558348.8432684,-180.0,0.0,0.0
1683558349.8449721,-180.0,0.0,0.0
1683558350.8446069,-180.0,0.0,0.0
1683558351.8449385,-180.0,0.0,0.0
1683558352.8445432,-180.0,0.0,0.0
1683558353.8409219,-180.0,0.0,0.0
1683558354.8410158,-180.0,0.0,0.0
1683558355.8416224,-180.0,0.0,0.0
1683558356.8410878,-180.0,0.0,0.0
1683558357.8416028,-180.0,0.0,0.0
1683558358.8411512,-180.0,0.0,0.0
1683558359.8424397,-180.0,0.0,0.0
1683558360.8420584,-180.0,0.0,0.0
1683558361.8366416,-180.0,0.0,0.0
1683558362.83775,-180.0,0.0,0.0
1683558363.838002,-180.0,0.0,0.0
1683558364.8375802,-180.0,0.0,0.0
1683558365.838109,-180.0,0.0,0.0
1683558366.837853,-180.0,0.0,0.0
1683558367.8396375,-180.0,0.0,0.0
1683558368.83922,-180.0,0.0,0.0
1683558369.8355923,-180.0,0.0,0.0
1683558370.8371763,-180.0,0.0,0.0
1683558371.8376656,-180.0,0.0,0.0
1683558372.8371575,-180.0,0.0,0.0
1683558373.8326054,-180.0,0.0,0.0
1683558374.8322537,-180.0,0.0,0.0
1683558375.833331,-180.0,0.0,0.0
1683558376.833044,-180.0,0.0,0.0
1683558377.8350809,-180.0,0.0,0.0
1683558378.8358788,-180.0,0.0,0.0
1683558379.835586,-180.0,0.0,0.0
1683558380.8352945,-180.0,0.0,0.0
1683558381.8299744,-180.0,0.0,0.0
1683558382.8296108,-180.0,0.0,0.0
1683558383.8300836,-180.0,0.0,0.0
1683558384.8296425,-180.0,0.0,0.0
1683558385.8308413,-180.0,0.0,0.0
1683558386.8318553,-180.0,0.0,0.0
1683558387.8330739,-180.0,0.0,0.0
1683558388.8325655,-180.0,0.0,0.0
1683558389.828006,-180.0,0.0,0.0
1683558390.8280122,-180.0,0.0,0.0
1683558391.827347,-180.0,0.0,0.0
1683558392.8270288,-180.0,0.0,0.0
1683558393.8274217,-180.0,0.0,0.0
1683558394.8287,-180.0,0.0,0.0
1683558395.8304584,-180.0,0.0,0.0
1683558396.8300347,-180.0,0.0,0.0
1683558397.8263142,-180.0,0.0,0.0
1683558398.8258173,-180.0,0.0,0.0
1683558399.8261597,-180.0,0.0,0.0
1683558400.8257852,-180.0,0.0,0.0
1683558401.8262784,-180.0,0.0,0.0
1683558402.8279686,-180.0,0.0,0.0
1683558403.8233147,-180.0,0.0,0.0
1683558404.823027,-180.0,0.0,0.0
1683558405.8234284,-180.0,0.0,0.0
1683558406.8238213,-180.0,0.0,0.0
1683558407.8249164,-180.0,0.0,0.0
1683558408.8246,-180.0,0.0,0.0
1683558409.8215332,-180.0,0.0,0.0
1683558410.8220139,-180.0,0.0,0.0
1683558411.8224003,-180.0,0.0,0.0
1683558412.822056,-180.0,0.0,0.0
1683558413.8228261,-180.0,0.0,0.0
1683558414.8226523,-180.0,0.0,0.0
1683558415.8232048,-180.0,0.0,0.0
1683558416.8227565,-180.0,0.0,0.0
1683558417.8195276,-180.0,0.0,0.0
1683558418.819939,-180.0,0.0,0.0
1683558419.8201816,-180.0,0.0,0.0
1683558420.8190925,-180.0,0.0,0.0
1683558421.8189745,-180.0,0.0,0.0
1683558422.818382,-180.0,0.0,0.0
1683558423.819842,-180.0,0.0,0.0
1683558424.8194153,-180.0,0.0,0.0
1683558425.8203762,-180.0,0.0,0.0
1683558426.820035,-180.0,0.0,0.0
1683558427.814732,-180.0,0.0,0.0
1683558428.8144188,-180.0,0.0,0.0
1683558429.8153138,-180.0,0.0,0.0
1683558430.8150795,-180.0,0.0,0.0
1683558431.8160872,-180.0,0.0,0.0
1683558432.81583,-180.0,0.0,0.0
1683558433.8169897,-180.0,0.0,0.0
1683558434.8171272,-180.0,0.0,0.0
1683558435.812042,-180.0,0.0,0.0
1683558436.8116987,-180.0,0.0,0.0
1683558437.8148654,-180.0,0.0,0.0
1683558438.8145432,-180.0,0.0,0.0
1683558439.8149815,-180.0,0.0,0.0
1683558440.814535,-180.0,0.0,0.0
1683558441.8100398,-180.0,0.0,0.0
1683558442.8106124,-180.0,0.0,0.0
1683558443.812141,-180.0,0.0,0.0
1683558444.8120844,-180.0,0.0,0.0
1683558445.812235,-180.0,0.0,0.0
1683558446.812656,-180.0,0.0,0.0
1683558447.8088615,-180.0,0.0,0.0
