timestamp,direction,speed,speed_z
1683558448.8074436,-180.0,0.0,0.0
1683558449.8079784,-180.0,0.0,0.0
1683558450.8075678,-180.0,0.0,0.0
1683558451.8102396,-180.0,0.0,0.0
1683558452.8097134,-180.0,0.0,0.0
1683558453.8058007,-180.0,0.0,0.0
1683558454.805662,-180.0,0.0,0.0
1683558455.8066366,-180.0,0.0,0.0
1683558456.80614,-180.0,0.0,0.0
1683558457.8066528,-180.0,0.0,0.0
1683558458.8064687,-180.0,0.0,0.0
1683558459.8074498,-180.0,0.0,0.0
1683558460.8069084,-180.0,0.0,0.0
1683558461.8068213,-180.0,0.0,0.0
1683558462.8061862,-180.0,0.0,0.0
1683558463.80675,-180.0,0.0,0.0
1683558464.8064454,-180.0,0.0,0.0
1683558465.8067305,-180.0,0.0,0.0
1683558466.8062713,-180.0,0.0,0.0
1683558467.803142,-180.0,0.0,0.0
1683558468.802892,-180.0,0.0,0.0
1683558469.8032758,-180.0,0.0,0.0
1683558470.802772,-180.0,0.0,0.0
1683558471.8045712,-180.0,0.0,0.0
1683558472.8042753,-180.0,0.0,0.0
1683558473.8007524,-180.0,0.0,0.0
1683558474.8001845,-180.0,0.0,0.0
1683558475.8019414,-180.0,0.0,0.0
1683558476.8016841,-180.0,0.0,0.0
1683558477.8025167,-180.0,0.0,0.0
1683558478.8023329,-180.0,0.0,0.0
1683558479.7984009,-180.0,0.0,0.0
1683558480.798096,-180.0,0.0,0.0
1683558481.7980042,-180.0,0.0,0.0
1683558482.7974536,-180.0,0.0,0.0
1683558483.8000515,-180.0,0.0,0.0
1683558484.799719,-180.0,0.0,0.0
1683558485.8000498,-180.0,0.0,0.0
1683558486.7995992,-180.0,0.0,0.0
1683558487.794543,-180.0,0.0,0.0
1683558488.7941506,-180.0,0.0,0.0
1683558489.794973,-180.0,0.0,0.0
1683558490.7947621,-180.0,0.0,0.0
1683558491.7958605,-180.0,0.0,0.0
1683558492.7956042,-180.0,0.0,0.0
1683558493.796142,-180.0,0.0,0.0
1683558494.7956274,-180.0,0.0,0.0
1683558495.7960632,-180.0,0.0,0.0
