timestamp,time_boot_ms,press_abs,press_diff,temperature,temperature_press_diff
1683558011.9595137,1408442,944.9850463867188,2.441406195430318e-06,3120,0
1683558012.9573019,1409442,944.9727172851562,2.441406195430318e-06,3120,0
1683558013.9567053,1410442,945.0003662109375,2.441406195430318e-06,3120,0
1683558014.953635,1411442,945.0111694335938,2.441406195430318e-06,3120,0
1683558015.9532554,1412442,945.010498046875,2.441406195430318e-06,3120,0
1683558016.9527411,1413442,944.9901123046875,2.441406195430318e-06,3120,0
1683558017.9512427,1414442,944.9991455078125,2.441406195430318e-06,3120,0
1683558018.9511895,1415442,945.010498046875,2.441406195430318e-06,3120,0
1683558019.9504056,1416442,944.988037109375,2.441406195430318e-06,3120,0
1683558020.9501038,1417442,945.0087280273438,2.441406195430318e-06,3120,0
1683558021.9498777,1418442,944.9886474609375,2.441406195430318e-06,3120,0
1683558022.9494517,1419442,945.005126953125,2.441406195430318e-06,3120,0
1683558023.951319,1420442,944.9991455078125,2.441406195430318e-06,3120,0
1683558024.9520357,1421442,945.0162353515625,2.441406195430318e-06,3120,0
1683558025.9479806,1422442,944.9853515625,2.441406195430318e-06,3120,0
1683558026.9476035,1423442,944.9817504882812,2.441406195430318e-06,3120,0
1683558027.949408,1424442,944.9832763671875,2.441406195430318e-06,3120,0
1683558028.9490407,1425442,945.0159301757812,2.441406195430318e-06,3120,0
1683558029.9474761,1426442,945.0093383789062,2.441406195430318e-06,3120,0
1683558030.9476779,1427442,945.0057373046875,2.441406195430318e-06,3120,0
1683558031.9472945,1428442,945.0078125,2.441406195430318e-06,3120,0
1683558032.9470346,1429442,945.0057373046875,2.441406195430318e-06,3120,0
1683558033.948888,1430442,944.9850463867188,2.441406195430318e-06,3120,0
1683558034.9481137,1431442,944.991943359375,2.441406195430318e-06,3120,0
1683558035.9446082,1432442,944.993408203125,2.441406195430318e-06,3120,0
1683558036.946411,1433442,945.0135498046875,2.441406195430318e-06,3120,0
1683558037.946865,1434442,945.0111694335938,2.441406195430318e-06,3120,0
1683558038.9464512,1435442,945.003662109375,2.441406195430318e-06,3120,0
1683558039.945369,1436442,944.9763793945312,2.441406195430318e-06,3120,0
