timestamp,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature
1683558058.9384675,1455442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558059.9410484,1456442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558060.9373727,1457442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558061.9372203,1458442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558062.939533,1459442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558063.937408,1460442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558064.9385335,1461442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558065.9347928,1462442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558066.9357867,1463442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558067.9360223,1464442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558068.937216,1465442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558069.9384043,1466442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558070.9345024,1467442500,244,0,-969,3,3,3,347,80,-457,0,4484
1683558071.934873,1468442500,244,0,-969,3,3,3,347,80,-457,0,4485
1683558072.9366508,1469442500,244,0,-969,3,3,3,347,80,-457,0,4485
1683558073.9346867,1470442500,244,0,-969,3,3,3,347,80,-457,0,4485
1683558074.9366481,1471442500,244,0,-969,3,3,3,347,80,-457,0,4485
1683558075.9315534,1472442500,244,0,-969,3,4,3,347,80,-457,0,4485
1683558076.9323182,1473442500,244,0,-969,3,3,4,347,80,-457,0,4485
1683558077.9328048,1474442500,244,0,-969,4,3,4,347,80,-457,0,4485
1683558078.9337714,1475442500,244,0,-969,3,3,4,347,80,-457,0,4485
1683558079.93345,1476442500,244,0,-969,4,3,3,347,80,-457,0,4485
1683558080.930315,1477442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558081.9308321,1478442500,244,0,-969,4,4,3,347,80,-457,0,4485
1683558082.931104,1479442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558083.9309962,1480442500,244,0,-969,4,4,3,347,80,-457,0,4485
1683558084.9326434,1481442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558085.9309332,1482442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558086.9278111,1483442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558087.9277425,1484442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558088.9301627,1485442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558089.9313128,1486442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558090.9267743,1487442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558091.927312,1488442500,244,0,-969,4,4,4,347,80,-457,0,4485
1683558092.9301813,1489442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558093.9301305,1490442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558094.930137,1491442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558095.929975,1492442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558096.9252305,1493442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558097.9264436,1494442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558098.9277186,1495442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558099.9269733,1496442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558100.9282775,1497442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558101.92782,1498442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558102.9230125,1499442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558103.9222472,1500442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558104.922631,1501442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558105.9244087,1502442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558106.9239612,1503442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558107.9236677,1504442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558108.9233885,1505442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558109.923071,1506442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558110.9227028,1507442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558111.9226038,1508442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558112.9220808,1509442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558113.9238453,1510442500,244,0,-969,4,4,4,347,80,-457,0,4486
1683558114.923509,1511442500,244,0,-969,4,4,4,347,80,-457,0,4487
1683558115.9227087,1512442500,244,0,-969,4,4,4,347,80,-457,0,4487
1683558116.9223404,1513442500,244,0,-969,4,4,4,347,80,-457,0,4487
1683558117.9175818,1514442500,244,0,-969,4,4,4,347,80,-457,0,4487
1683558118.9172864,1515442500,244,0,-969,4,4,4,347,80,-457,0,4487
1683558119.9170058,1516442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558120.916792,1517442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558121.9169405,1518442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558122.9165916,1519442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558123.9163926,1520442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558124.9161272,1521442499,244,0,-969,4,4,3,347,80,-457,0,4487
1683558125.915541,1522442499,244,0,-969,3,4,4,347,80,-457,0,4487
1683558126.915267,1523442499,244,0,-969,4,4,4,347,80,-457,0,4487
1683558127.9151962,1524442499,244,0,-969,3,4,3,347,80,-457,0,4487
1683558128.9145875,1525442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558129.9154885,1526442499,244,0,-969,4,3,3,347,80,-457,0,4487
1683558130.9160469,1527442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558131.9157515,1528442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558132.9160886,1529442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558133.9158037,1530442499,244,0,-969,3,4,4,347,80,-457,0,4487
1683558134.915441,1531442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558135.9151244,1532442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558136.9147038,1533442499,244,0,-969,3,3,3,347,80,-457,0,4487
1683558137.9158998,1534442499,244,0,-970,3,3,3,347,80,-457,0,4487
1683558138.915556,1535442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558139.915172,1536442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558140.9148595,1537442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558141.9145274,1538442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558142.914193,1539442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558143.9139166,1540442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558144.9135225,1541442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558145.9090059,1542442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558146.908649,1543442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558147.9097242,1544442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558148.909309,1545442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558149.9104676,1546442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558150.9109368,1547442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558151.911154,1548442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558152.9109225,1549442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558153.9069695,1550442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558154.9065337,1551442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558155.9078405,1552442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558156.9073913,1553442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558157.9085128,1554442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558158.9081862,1555442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558159.903582,1556442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558160.9030454,1557442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558161.9063966,1558442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558162.906118,1559442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558163.907211,1560442499,244,0,-969,3,3,3,347,80,-457,0,4488
1683558164.9067879,1561442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558165.9015682,1562442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558166.9062235,1563442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558167.9059184,1564442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558168.90559,1565442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558169.9017205,1566442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558170.901429,1567442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558171.9023516,1568442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558172.902331,1569442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558173.9024856,1570442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558174.901647,1571442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558175.9018323,1572442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558176.9015868,1573442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558177.89833,1574442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558178.8980517,1575442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558179.8997126,1576442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558180.8993576,1577442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558181.8998992,1578442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558182.899449,1579442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558183.899827,1580442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558184.899599,1581442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558185.8971515,1582442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558186.8974543,1583442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558187.8970585,1584442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558188.8967524,1585442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558189.898591,1586442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558190.898182,1587442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558191.894301,1588442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558192.8939617,1589442499,244,0,-969,3,3,3,347,80,-457,0,4489
1683558193.8957503,1590442499,244,0,-969,3,2,3,347,80,-457,0,4490
1683558194.895626,1591442499,244,0,-969,3,2,3,347,80,-457,0,4490
1683558195.8958695,1592442499,244,0,-969,2,3,3,347,80,-457,0,4490
1683558196.8954775,1593442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558197.8958693,1594442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558198.8954928,1595442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558199.8901398,1596442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558200.8898542,1597442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558201.8925495,1598442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558202.8920083,1599442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558203.8888772,1600442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558204.8886561,1601442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558205.8898187,1602442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558206.8893363,1603442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558207.8911612,1604442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558208.8907554,1605442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558209.8878546,1606442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558210.887492,1607442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558211.888472,1608442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558212.8881805,1609442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558213.887947,1610442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558214.8874667,1611442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558215.8885767,1612442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558216.8882737,1613442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558217.8891902,1614442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558218.88896,1615442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558219.8842885,1616442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558220.8839655,1617442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558221.8849375,1618442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558222.884546,1619442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558223.8851044,1620442499,244,0,-969,2,2,2,347,80,-457,0,4490
1683558224.884734,1621442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558225.8850396,1622442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558226.8861814,1623442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558227.885942,1624442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558228.8855386,1625442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558229.8805454,1626442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558230.8798523,1627442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558231.8804674,1628442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558232.8800313,1629442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558233.8811285,1630442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558234.882277,1631442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558235.8831801,1632442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558236.8830714,1633442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558237.8774893,1634442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558238.8771613,1635442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558239.87849,1636442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558240.8780875,1637442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558241.8793323,1638442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558242.8804,1639442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558243.875679,1640442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558244.8753502,1641442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558245.8764524,1642442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558246.876247,1643442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558247.8787887,1644442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558248.8783183,1645442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558249.8736424,1646442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558250.8746872,1647442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558251.8759825,1648442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558252.8757834,1649442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558253.8766608,1650442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558254.876367,1651442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558255.871634,1652442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558256.8714285,1653442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558257.873851,1654442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558258.8749654,1655442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558259.875366,1656442499,244,0,-969,2,2,2,347,80,-457,0,4491
1683558260.8749576,1657442499,244,0,-969,2,2,2,347,80,-457,0,4492
1683558261.8718777,1658442499,244,0,-969,2,2,2,347,80,-457,0,4492
1683558262.8715463,1659442499,244,0,-969,2,2,2,347,80,-457,0,4492
1683558263.8726628,1660442499,244,0,-969,2,1,2,347,80,-457,0,4492
1683558264.87221,1661442499,244,0,-969,2,1,2,347,80,-457,0,4492
1683558265.873375,1662442499,244,0,-969,2,2,1,347,80,-457,0,4492
1683558266.8687782,1663442499,244,0,-969,2,2,2,347,80,-457,0,4492
1683558267.8692405,1664442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558268.8687952,1665442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558269.8700228,1666442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558270.8696015,1667442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558271.8706443,1668442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558272.8710942,1669442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558273.8670604,1670442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558274.8676255,1671442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558275.8686328,1672442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558276.86822,1673442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558277.8686476,1674442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558278.8683617,1675442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558279.8636563,1676442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558280.8634818,1677442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558281.8637936,1678442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558282.8649213,1679442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558283.866776,1680442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558284.8663564,1681442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558285.8624446,1682442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558286.8621924,1683442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558287.8632448,1684442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558288.8629143,1685442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558289.864125,1686442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558290.865124,1687442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558291.8604846,1688442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558292.8600407,1689442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558293.86059,1690442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558294.8603213,1691442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558295.8612,1692442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558296.8608758,1693442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558297.8621123,1694442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558298.8624713,1695442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558299.8620872,1696442499,244,0,-969,1,1,1,347,80,-457,0,4492
1683558300.8617797,1697442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558301.8571591,1698442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558302.856821,1699442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558303.8594038,1700442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558304.8590467,1701442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558305.860137,1702442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558306.8556921,1703442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558307.855938,1704442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558308.8556216,1705442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558309.855168,1706442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558310.8548005,1707442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558311.8566613,1708442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558312.8563213,1709442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558313.8567667,1710442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558314.8528807,1711442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558315.8545015,1712442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558316.8542361,1713442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558317.8546696,1714442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558318.8550818,1715442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558319.8505225,1716442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558320.850091,1717442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558321.8525345,1718442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558322.8538537,1719442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558323.8498182,1720442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558324.849444,1721442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558325.851852,1722442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558326.8514268,1723442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558327.8525987,1724442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558328.852224,1725442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558329.8470361,1726442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558330.8480506,1727442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558331.8486207,1728442499,244,0,-969,0,1,1,347,80,-457,0,4493
1683558332.8481658,1729442499,244,0,-969,1,1,1,347,80,-457,0,4493
1683558333.8485863,1730442499,244,0,-969,0,1,0,347,80,-457,0,4493
1683558334.8482146,1731442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558335.8486037,1732442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558336.8482773,1733442499,244,0,-969,0,0,1,347,80,-457,0,4493
1683558337.8493054,1734442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558338.8461506,1735442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558339.8464694,1736442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558340.8460894,1737442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558341.847344,1738442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558342.846925,1739442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558343.8472338,1740442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558344.846874,1741442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558345.842247,1742442499,244,0,-969,0,0,0,347,80,-457,0,4493
1683558346.842901,1743442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558347.8440263,1744442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558348.842887,1745442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558349.844617,1746442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558350.844318,1747442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558351.8446138,1748442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558352.8442097,1749442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558353.8405268,1750442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558354.8406937,1751442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558355.8412924,1752442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558356.8407547,1753442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558357.8412542,1754442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558358.8408325,1755442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558359.8420892,1756442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558360.8416994,1757442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558361.8362935,1758442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558362.837456,1759442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558363.8377151,1760442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558364.8372262,1761442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558365.837718,1762442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558366.8375034,1763442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558367.8393044,1764442499,244,0,-969,0,0,0,347,80,-457,0,4494
1683558368.8389359,1765442499,244,0,-969,0,0,0,347,80,-457,0,4494
