timestamp,time_usec,AOA,SSA
1683558079.9343214,1476442500,0.0,0.0
1683558080.930853,1477442500,0.0,0.0
1683558081.931426,1478442500,0.0,0.0
1683558082.9316554,1479442500,0.0,0.0
1683558083.9317613,1480442500,0.0,0.0
1683558084.933157,1481442500,0.0,0.0
1683558085.9315386,1482442500,0.0,0.0
1683558086.9286695,1483442500,0.0,0.0
1683558087.9283202,1484442500,0.0,0.0
1683558088.930703,1485442500,0.0,0.0
1683558089.931981,1486442500,0.0,0.0
1683558090.9272587,1487442500,0.0,0.0
1683558091.92798,1488442500,0.0,0.0
1683558092.9307096,1489442500,0.0,0.0
1683558093.9308708,1490442500,0.0,0.0
1683558094.9306378,1491442500,0.0,0.0
1683558095.9306717,1492442500,0.0,0.0
1683558096.925737,1493442500,0.0,0.0
1683558097.926989,1494442500,0.0,0.0
1683558098.9282584,1495442500,0.0,0.0
1683558099.9275017,1496442500,0.0,0.0
1683558100.928908,1497442500,0.0,0.0
1683558101.92837,1498442500,0.0,0.0
1683558102.9235117,1499442500,0.0,0.0
1683558103.923076,1500442500,0.0,0.0
1683558104.9231527,1501442500,0.0,0.0
1683558105.9249408,1502442500,0.0,0.0
1683558106.924457,1503442500,0.0,0.0
1683558107.9242513,1504442500,0.0,0.0
1683558108.9238336,1505442500,0.0,0.0
1683558109.9235919,1506442500,0.0,0.0
1683558110.9231439,1507442500,0.0,0.0
1683558111.9230707,1508442500,0.0,0.0
1683558112.9226182,1509442500,0.0,0.0
1683558113.9243844,1510442500,0.0,0.0
1683558114.924131,1511442500,0.0,0.0
1683558115.9232738,1512442500,0.0,0.0
1683558116.922851,1513442500,0.0,0.0
1683558117.9182472,1514442500,0.0,0.0
1683558118.917725,1515442500,0.0,0.0
1683558119.917662,1516442499,0.0,0.0
1683558120.9173713,1517442499,0.0,0.0
1683558121.9175203,1518442499,0.0,0.0
1683558122.9171925,1519442499,0.0,0.0
1683558123.9168708,1520442499,0.0,0.0
1683558124.91673,1521442499,0.0,0.0
1683558125.9160092,1522442499,0.0,0.0
1683558126.9157286,1523442499,0.0,0.0
1683558127.9157345,1524442499,0.0,0.0
1683558128.9150858,1525442499,0.0,0.0
1683558129.9161196,1526442499,0.0,0.0
1683558130.916592,1527442499,0.0,0.0
1683558131.9163227,1528442499,0.0,0.0
1683558132.916542,1529442499,0.0,0.0
1683558133.916296,1530442499,0.0,0.0
1683558134.9158814,1531442499,0.0,0.0
1683558135.9157977,1532442499,0.0,0.0
1683558136.9152038,1533442499,0.0,0.0
1683558137.9164524,1534442499,0.0,0.0
1683558138.9160898,1535442499,0.0,0.0
1683558139.9157035,1536442499,0.0,0.0
1683558140.9153688,1537442499,0.0,0.0
1683558141.914999,1538442499,0.0,0.0
1683558142.9147055,1539442499,0.0,0.0
1683558143.9144595,1540442499,0.0,0.0
1683558144.9139621,1541442499,0.0,0.0
1683558145.9097393,1542442499,0.0,0.0
1683558146.909115,1543442499,0.0,0.0
1683558147.910377,1544442499,0.0,0.0
1683558148.9098988,1545442499,0.0,0.0
1683558149.9109674,1546442499,0.0,0.0
1683558150.9114027,1547442499,0.0,0.0
1683558151.9117641,1548442499,0.0,0.0
1683558152.9114482,1549442499,0.0,0.0
1683558153.9075124,1550442499,0.0,0.0
1683558154.907036,1551442499,0.0,0.0
1683558155.90844,1552442499,0.0,0.0
1683558156.907912,1553442499,0.0,0.0
1683558157.9090679,1554442499,0.0,0.0
1683558158.9088337,1555442499,0.0,0.0
1683558159.9041877,1556442499,0.0,0.0
1683558160.9035618,1557442499,0.0,0.0
1683558161.9069548,1558442499,0.0,0.0
1683558162.9066308,1559442499,0.0,0.0
1683558163.9077468,1560442499,0.0,0.0
1683558164.9072423,1561442499,0.0,0.0
1683558165.9020834,1562442499,0.0,0.0
1683558166.9067993,1563442499,0.0,0.0
1683558167.9064512,1564442499,0.0,0.0
1683558168.906039,1565442499,0.0,0.0
1683558169.902197,1566442499,0.0,0.0
1683558170.9019327,1567442499,0.0,0.0
1683558171.9028862,1568442499,0.0,0.0
1683558172.9027777,1569442499,0.0,0.0
1683558173.9030097,1570442499,0.0,0.0
1683558174.9020972,1571442499,0.0,0.0
1683558175.9023495,1572442499,0.0,0.0
1683558176.9020195,1573442499,0.0,0.0
1683558177.8987975,1574442499,0.0,0.0
1683558178.8985605,1575442499,0.0,0.0
1683558179.900193,1576442499,0.0,0.0
1683558180.8998876,1577442499,0.0,0.0
1683558181.9004035,1578442499,0.0,0.0
1683558182.8999872,1579442499,0.0,0.0
1683558183.9003944,1580442499,0.0,0.0
1683558184.9000442,1581442499,0.0,0.0
1683558185.8977537,1582442499,0.0,0.0
1683558186.8979685,1583442499,0.0,0.0
1683558187.8975844,1584442499,0.0,0.0
1683558188.8972826,1585442499,0.0,0.0
1683558189.899147,1586442499,0.0,0.0
1683558190.898692,1587442499,0.0,0.0
1683558191.894773,1588442499,0.0,0.0
1683558192.8944747,1589442499,0.0,0.0
1683558193.8962371,1590442499,0.0,0.0
1683558194.8960805,1591442499,0.0,0.0
1683558195.8964176,1592442499,0.0,0.0
1683558196.8959959,1593442499,0.0,0.0
1683558197.8964245,1594442499,0.0,0.0
1683558198.8960905,1595442499,0.0,0.0
1683558199.8906138,1596442499,0.0,0.0
1683558200.890299,1597442499,0.0,0.0
1683558201.893021,1598442499,0.0,0.0
1683558202.8925605,1599442499,0.0,0.0
1683558203.889348,1600442499,0.0,0.0
1683558204.8891087,1601442499,0.0,0.0
1683558205.8902948,1602442499,0.0,0.0
1683558206.8898137,1603442499,0.0,0.0
1683558207.891636,1604442499,0.0,0.0
1683558208.8912983,1605442499,0.0,0.0
1683558209.8884068,1606442499,0.0,0.0
1683558210.8879397,1607442499,0.0,0.0
1683558211.8890376,1608442499,0.0,0.0
1683558212.8886383,1609442499,0.0,0.0
1683558213.8884122,1610442499,0.0,0.0
1683558214.8880007,1611442499,0.0,0.0
1683558215.889048,1612442499,0.0,0.0
1683558216.8888702,1613442499,0.0,0.0
1683558217.8897626,1614442499,0.0,0.0
1683558218.8894086,1615442499,0.0,0.0
1683558219.884774,1616442499,0.0,0.0
1683558220.8844962,1617442499,0.0,0.0
1683558221.8855476,1618442499,0.0,0.0
1683558222.8850656,1619442499,0.0,0.0
1683558223.8857572,1620442499,0.0,0.0
1683558224.8852394,1621442499,0.0,0.0
1683558225.8855066,1622442499,0.0,0.0
1683558226.8866253,1623442499,0.0,0.0
1683558227.886505,1624442499,0.0,0.0
1683558228.8860462,1625442499,0.0,0.0
1683558229.8811202,1626442499,0.0,0.0
1683558230.8803413,1627442499,0.0,0.0
1683558231.8809464,1628442499,0.0,0.0
1683558232.880506,1629442499,0.0,0.0
1683558233.8817425,1630442499,0.0,0.0
1683558234.882732,1631442499,0.0,0.0
1683558235.8837674,1632442499,0.0,0.0
1683558236.88371,1633442499,0.0,0.0
1683558237.8779702,1634442499,0.0,0.0
1683558238.8776848,1635442499,0.0,0.0
1683558239.8790483,1636442499,0.0,0.0
1683558240.8786132,1637442499,0.0,0.0
1683558241.879812,1638442499,0.0,0.0
1683558242.8809874,1639442499,0.0,0.0
1683558243.8762505,1640442499,0.0,0.0
1683558244.8758821,1641442499,0.0,0.0
1683558245.8769252,1642442499,0.0,0.0
1683558246.8766959,1643442499,0.0,0.0
1683558247.8793683,1644442499,0.0,0.0
1683558248.8787792,1645442499,0.0,0.0
1683558249.8741505,1646442499,0.0,0.0
1683558250.875308,1647442499,0.0,0.0
1683558251.8765793,1648442499,0.0,0.0
1683558252.87626,1649442499,0.0,0.0
1683558253.877295,1650442499,0.0,0.0
1683558254.876957,1651442499,0.0,0.0
1683558255.8722024,1652442499,0.0,0.0
1683558256.871947,1653442499,0.0,0.0
1683558257.8743258,1654442499,0.0,0.0
1683558258.8754761,1655442499,0.0,0.0
1683558259.8760138,1656442499,0.0,0.0
1683558260.875467,1657442499,0.0,0.0
1683558261.8723848,1658442499,0.0,0.0
1683558262.8720906,1659442499,0.0,0.0
1683558263.873151,1660442499,0.0,0.0
1683558264.8727434,1661442499,0.0,0.0
1683558265.8738601,1662442499,0.0,0.0
1683558266.869292,1663442499,0.0,0.0
1683558267.8697217,1664442499,0.0,0.0
1683558268.8693647,1665442499,0.0,0.0
1683558269.870586,1666442499,0.0,0.0
1683558270.8700557,1667442499,0.0,0.0
1683558271.8712115,1668442499,0.0,0.0
1683558272.8716304,1669442499,0.0,0.0
1683558273.8676336,1670442499,0.0,0.0
1683558274.8681014,1671442499,0.0,0.0
1683558275.8691778,1672442499,0.0,0.0
1683558276.8688548,1673442499,0.0,0.0
1683558277.8691323,1674442499,0.0,0.0
1683558278.8688548,1675442499,0.0,0.0
1683558279.8643618,1676442499,0.0,0.0
1683558280.8640313,1677442499,0.0,0.0
1683558281.864477,1678442499,0.0,0.0
1683558282.8653889,1679442499,0.0,0.0
1683558283.867314,1680442499,0.0,0.0
1683558284.8669531,1681442499,0.0,0.0
1683558285.8629196,1682442499,0.0,0.0
1683558286.86274,1683442499,0.0,0.0
1683558287.8637154,1684442499,0.0,0.0
1683558288.8634305,1685442499,0.0,0.0
1683558289.8646724,1686442499,0.0,0.0
1683558290.8656614,1687442499,0.0,0.0
1683558291.8610172,1688442499,0.0,0.0
1683558292.8605638,1689442499,0.0,0.0
1683558293.861085,1690442499,0.0,0.0
1683558294.8608925,1691442499,0.0,0.0
1683558295.8617544,1692442499,0.0,0.0
1683558296.8613827,1693442499,0.0,0.0
1683558297.8626509,1694442499,0.0,0.0
1683558298.8629253,1695442499,0.0,0.0
1683558299.862665,1696442499,0.0,0.0
1683558300.8622959,1697442499,0.0,0.0
1683558301.8577151,1698442499,0.0,0.0
1683558302.8573582,1699442499,0.0,0.0
1683558303.8599684,1700442499,0.0,0.0
1683558304.859554,1701442499,0.0,0.0
1683558305.8606706,1702442499,0.0,0.0
1683558306.8562841,1703442499,0.0,0.0
1683558307.8564906,1704442499,0.0,0.0
1683558308.8561747,1705442499,0.0,0.0
1683558309.8556745,1706442499,0.0,0.0
1683558310.8552606,1707442499,0.0,0.0
1683558311.8572001,1708442499,0.0,0.0
1683558312.8568523,1709442499,0.0,0.0
1683558313.8573105,1710442499,0.0,0.0
1683558314.85339,1711442499,0.0,0.0
1683558315.8549793,1712442499,0.0,0.0
1683558316.854689,1713442499,0.0,0.0
1683558317.8551483,1714442499,0.0,0.0
1683558318.855527,1715442499,0.0,0.0
1683558319.8511455,1716442499,0.0,0.0
1683558320.850542,1717442499,0.0,0.0
1683558321.8531027,1718442499,0.0,0.0
1683558322.854306,1719442499,0.0,0.0
1683558323.850382,1720442499,0.0,0.0
1683558324.849978,1721442499,0.0,0.0
1683558325.852424,1722442499,0.0,0.0
1683558326.8518484,1723442499,0.0,0.0
1683558327.85311,1724442499,0.0,0.0
1683558328.8527954,1725442499,0.0,0.0
1683558329.8476064,1726442499,0.0,0.0
1683558330.8485694,1727442499,0.0,0.0
1683558331.849204,1728442499,0.0,0.0
1683558332.8487024,1729442499,0.0,0.0
1683558333.8491263,1730442499,0.0,0.0
1683558334.8486795,1731442499,0.0,0.0
1683558335.8492265,1732442499,0.0,0.0
1683558336.8488753,1733442499,0.0,0.0
1683558337.8497784,1734442499,0.0,0.0
1683558338.846708,1735442499,0.0,0.0
1683558339.8470316,1736442499,0.0,0.0
1683558340.8465564,1737442499,0.0,0.0
1683558341.8478851,1738442499,0.0,0.0
1683558342.847386,1739442499,0.0,0.0
1683558343.8477912,1740442499,0.0,0.0
1683558344.8475137,1741442499,0.0,0.0
1683558345.8428006,1742442499,0.0,0.0
1683558346.8433542,1743442499,0.0,0.0
1683558347.8445084,1744442499,0.0,0.0
1683558348.8434656,1745442499,0.0,0.0
1683558349.845181,1746442499,0.0,0.0
1683558350.8447745,1747442499,0.0,0.0
1683558351.8451512,1748442499,0.0,0.0
1683558352.8447294,1749442499,0.0,0.0
1683558353.841135,1750442499,0.0,0.0
1683558354.841203,1751442499,0.0,0.0
1683558355.8418255,1752442499,0.0,0.0
1683558356.841279,1753442499,0.0,0.0
1683558357.841805,1754442499,0.0,0.0
1683558358.8413386,1755442499,0.0,0.0
1683558359.8426876,1756442499,0.0,0.0
1683558360.842248,1757442499,0.0,0.0
1683558361.8369277,1758442499,0.0,0.0
1683558362.8379183,1759442499,0.0,0.0
1683558363.838191,1760442499,0.0,0.0
1683558364.837748,1761442499,0.0,0.0
1683558365.8383648,1762442499,0.0,0.0
1683558366.8380394,1763442499,0.0,0.0
1683558367.8398533,1764442499,0.0,0.0
1683558368.8393807,1765442499,0.0,0.0
1683558369.8358104,1766442499,0.0,0.0
1683558370.837371,1767442499,0.0,0.0
1683558371.8378518,1768442499,0.0,0.0
1683558372.8373272,1769442499,0.0,0.0
1683558373.8328242,1770442499,0.0,0.0
1683558374.8324354,1771442499,0.0,0.0
1683558375.8335483,1772442499,0.0,0.0
1683558376.8332336,1773442499,0.0,0.0
1683558377.835274,1774442499,0.0,0.0
1683558378.836054,1775442499,0.0,0.0
1683558379.8357768,1776442499,0.0,0.0
1683558380.8354697,1777442499,0.0,0.0
1683558381.8301895,1778442499,0.0,0.0
1683558382.829878,1779442499,0.0,0.0
1683558383.8303466,1780442499,0.0,0.0
1683558384.8298366,1781442499,0.0,0.0
1683558385.831074,1782442499,0.0,0.0
1683558386.8320458,1783442499,0.0,0.0
1683558387.8332965,1784442499,0.0,0.0
1683558388.832756,1785442499,0.0,0.0
1683558389.8282485,1786442499,0.0,0.0
1683558390.8282013,1787442499,0.0,0.0
1683558391.8275356,1788442499,0.0,0.0
1683558392.827216,1789442499,0.0,0.0
1683558393.827636,1790442499,0.0,0.0
1683558394.8288646,1791442499,0.0,0.0
1683558395.8306746,1792442499,0.0,0.0
1683558396.8302279,1793442499,0.0,0.0
1683558397.826537,1794442499,0.0,0.0
1683558398.825981,1795442499,0.0,0.0
1683558399.8263724,1796442499,0.0,0.0
1683558400.8259714,1797442499,0.0,0.0
1683558401.8264954,1798442499,0.0,0.0
1683558402.8281631,1799442499,0.0,0.0
1683558403.8235247,1800442499,0.0,0.0
1683558404.823184,1801442499,0.0,0.0
1683558405.8236363,1802442499,0.0,0.0
1683558406.824017,1803442499,0.0,0.0
1683558407.8251307,1804442499,0.0,0.0
1683558408.8247976,1805442499,0.0,0.0
1683558409.8217483,1806442499,0.0,0.0
1683558410.8221786,1807442499,0.0,0.0
1683558411.8226185,1808442499,0.0,0.0
1683558412.8222256,1809442499,0.0,0.0
1683558413.823048,1810442499,0.0,0.0
1683558414.8228862,1811442499,0.0,0.0
1683558415.8234081,1812442499,0.0,0.0
1683558416.8230078,1813442499,0.0,0.0
1683558417.8197396,1814442499,0.0,0.0
1683558418.8201163,1815442499,0.0,0.0
1683558419.8204074,1816442499,0.0,0.0
1683558420.8192592,1817442499,0.0,0.0
1683558421.8192089,1818442499,0.0,0.0
1683558422.8185697,1819442499,0.0,0.0
1683558423.820081,1820442499,0.0,0.0
1683558424.8196027,1821442499,0.0,0.0
1683558425.8205662,1822442499,0.0,0.0
1683558426.8202527,1823442499,0.0,0.0
1683558427.8149436,1824442499,0.0,0.0
1683558428.8146145,1825442499,0.0,0.0
1683558429.8155015,1826442499,0.0,0.0
1683558430.8152626,1827442499,0.0,0.0
1683558431.8163366,1828442499,0.0,0.0
1683558432.816015,1829442499,0.0,0.0
1683558433.8172083,1830442499,0.0,0.0
1683558434.8173,1831442499,0.0,0.0
1683558435.812324,1832442499,0.0,0.0
1683558436.8119426,1833442499,0.0,0.0
1683558437.8150525,1834442499,0.0,0.0
1683558438.8147264,1835442499,0.0,0.0
1683558439.8152275,1836442499,0.0,0.0
1683558440.8147166,1837442499,0.0,0.0
1683558441.8102472,1838442499,0.0,0.0
1683558442.810862,1839442499,0.0,0.0
1683558443.8124232,1840442499,0.0,0.0
1683558444.812279,1841442499,0.0,0.0
