timestamp,current_consumed,energy_consumed,temperature,voltages_0,voltages_1,voltages_2,voltages_3,voltages_4,voltages_5,voltages_6,voltages_7,voltages_8,voltages_9,current_battery,id,battery_function,type,battery_remaining,time_remaining,charge_state,voltages_ext_0,voltages_ext_1,voltages_ext_2,voltages_ext_3,mode,fault_bitmask
1683558011.9604616,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558012.957685,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558013.957317,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558014.9543753,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558015.9536498,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558016.953123,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558017.9515965,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558018.9517858,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558019.950821,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558020.9504955,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558021.950682,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558022.949865,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558023.9517443,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558024.9526317,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558025.9484231,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683558026.947978,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
