timestamp,time_boot_ms,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,temperature
1683558011.9594553,1408442,0,0,0,0,0,0,347,80,-457,0
1683558012.9572766,1409442,0,0,0,0,0,0,347,80,-457,0
1683558013.956678,1410442,0,0,0,0,0,0,347,80,-457,0
1683558014.9536068,1411442,0,0,0,0,0,0,347,80,-457,0
1683558015.9532285,1412442,0,0,0,0,0,0,347,80,-457,0
1683558016.952714,1413442,0,0,0,0,0,0,347,80,-457,0
1683558017.9512215,1414442,0,0,0,0,0,0,347,80,-457,0
1683558018.9511473,1415442,0,0,0,0,0,0,347,80,-457,0
1683558019.9503775,1416442,0,0,0,0,0,0,347,80,-457,0
1683558020.9500768,1417442,0,0,0,0,0,0,347,80,-457,0
1683558021.9498508,1418442,0,0,0,0,0,0,347,80,-457,0
1683558022.9494226,1419442,0,0,0,0,0,0,347,80,-457,0
1683558023.9512897,1420442,0,0,0,0,0,0,347,80,-457,0
1683558024.9519987,1421442,0,0,0,0,0,0,347,80,-457,0
1683558025.9479513,1422442,0,0,0,0,0,0,347,80,-457,0
1683558026.9475768,1423442,0,0,0,0,0,0,347,80,-457,0
1683558027.949366,1424442,0,0,0,0,0,0,347,80,-457,0
1683558028.9490132,1425442,0,0,0,0,0,0,347,80,-457,0
1683558029.9474533,1426442,0,0,0,0,0,0,347,80,-457,0
1683558030.9476519,1427442,0,0,0,0,0,0,347,80,-457,0
1683558031.947267,1428442,0,0,0,0,0,0,347,80,-457,0
1683558032.9470084,1429442,0,0,0,0,0,0,347,80,-457,0
1683558033.9488592,1430442,0,0,0,0,0,0,347,80,-457,0
1683558034.9480848,1431442,0,0,0,0,0,0,347,80,-457,0
1683558035.9445806,1432442,0,0,0,0,0,0,347,80,-457,0
1683558036.9463847,1433442,0,0,0,0,0,0,347,80,-457,0
1683558037.9468424,1434442,0,0,0,0,0,0,347,80,-457,0
1683558038.9464242,1435442,0,0,0,0,0,0,347,80,-457,0
1683558039.9453409,1436442,0,0,0,0,0,0,347,80,-457,0
1683558040.943736,1437442,0,0,0,0,0,0,347,80,-457,0
1683558041.9455006,1438442,0,0,0,0,0,0,347,80,-457,0
1683558042.9465919,1439442,0,0,0,0,0,0,347,80,-457,0
1683558043.9421437,1440442,0,0,0,0,0,0,347,80,-457,0
1683558044.9461174,1441442,0,0,0,0,0,0,347,80,-457,0
1683558045.943806,1442442,0,0,0,0,0,0,347,80,-457,0
1683558046.94378,1443442,0,0,0,0,0,0,347,80,-457,0
1683558047.9450955,1444442,0,0,0,0,0,0,347,80,-457,0
1683558048.9410033,1445442,0,0,0,0,0,0,347,80,-457,0
1683558049.9449587,1446442,0,0,0,0,0,0,347,80,-457,0
1683558050.9432418,1447442,0,0,0,0,0,0,347,80,-457,0
1683558051.943049,1448442,0,0,0,0,0,0,347,80,-457,0
1683558052.9413376,1449442,0,0,0,0,0,0,347,80,-457,0
1683558053.940602,1450442,0,0,0,0,0,0,347,80,-457,0
1683558054.9385211,1451442,0,0,0,0,0,0,347,80,-457,0
1683558055.9419158,1452442,0,0,0,0,0,0,347,80,-457,0
1683558056.9426334,1453442,0,0,0,0,0,0,347,80,-457,0
1683558057.9392273,1454442,0,0,0,0,0,0,347,80,-457,0
1683558058.9385412,1455442,0,0,0,0,0,0,347,80,-457,0
1683558059.9411254,1456442,0,0,0,0,0,0,347,80,-457,0
1683558060.9374435,1457442,0,0,0,0,0,0,347,80,-457,0
1683558061.9373045,1458442,0,0,0,0,0,0,347,80,-457,0
1683558062.9396002,1459442,0,0,0,0,0,0,347,80,-457,0
1683558063.9375157,1460442,0,0,0,0,0,0,347,80,-457,0
1683558064.9386027,1461442,0,0,0,0,0,0,347,80,-457,0
