timestamp,Vcc,Vservo,flags
1683558234.8820872,5000,0,0
1683558235.8829706,5000,0,0
1683558236.8828297,5000,0,0
1683558237.877273,5000,0,0
1683558238.876943,5000,0,0
1683558239.8782701,5000,0,0
1683558240.8778784,5000,0,0
1683558241.8791447,5000,0,0
1683558242.8801236,5000,0,0
1683558243.8754628,5000,0,0
1683558244.8751326,5000,0,0
1683558245.876263,5000,0,0
1683558246.8760579,5000,0,0
1683558247.878572,5000,0,0
1683558248.878129,5000,0,0
1683558249.8734531,5000,0,0
1683558250.874477,5000,0,0
1683558251.8757904,5000,0,0
1683558252.8755927,5000,0,0
1683558253.8763685,5000,0,0
1683558254.876151,5000,0,0
1683558255.8714242,5000,0,0
1683558256.8712084,5000,0,0
1683558257.8736494,5000,0,0
1683558258.8747547,5000,0,0
1683558259.8751767,5000,0,0
1683558260.8747425,5000,0,0
1683558261.8716846,5000,0,0
1683558262.8713217,5000,0,0
1683558263.872467,5000,0,0
1683558264.8719873,5000,0,0
1683558265.8731754,5000,0,0
1683558266.8685634,5000,0,0
1683558267.8690484,5000,0,0
1683558268.8685718,5000,0,0
1683558269.8697941,5000,0,0
1683558270.8694108,5000,0,0
1683558271.870451,5000,0,0
1683558272.8708622,5000,0,0
1683558273.8668368,5000,0,0
1683558274.8674362,5000,0,0
1683558275.868416,5000,0,0
1683558276.8679712,5000,0,0
1683558277.868458,5000,0,0
1683558278.8681526,5000,0,0
1683558279.863448,5000,0,0
1683558280.863261,5000,0,0
1683558281.8635798,5000,0,0
1683558282.8647313,5000,0,0
1683558283.8665638,5000,0,0
1683558284.866141,5000,0,0
1683558285.862253,5000,0,0
1683558286.8619785,5000,0,0
1683558287.8630345,5000,0,0
1683558288.8626904,5000,0,0
1683558289.8638978,5000,0,0
1683558290.8649137,5000,0,0
1683558291.8602924,5000,0,0
1683558292.8598235,5000,0,0
1683558293.8603988,5000,0,0
1683558294.8601336,5000,0,0
1683558295.8609765,5000,0,0
1683558296.8606591,5000,0,0
1683558297.8618941,5000,0,0
1683558298.8622737,5000,0,0
1683558299.8618839,5000,0,0
1683558300.8615673,5000,0,0
1683558301.856942,5000,0,0
1683558302.8566146,5000,0,0
1683558303.859193,5000,0,0
1683558304.858831,5000,0,0
1683558305.8599098,5000,0,0
1683558306.8553662,5000,0,0
1683558307.855703,5000,0,0
1683558308.8554065,5000,0,0
1683558309.854971,5000,0,0
1683558310.85461,5000,0,0
1683558311.8564513,5000,0,0
1683558312.856109,5000,0,0
1683558313.856554,5000,0,0
1683558314.8526733,5000,0,0
1683558315.854312,5000,0,0
1683558316.8540409,5000,0,0
1683558317.8544793,5000,0,0
1683558318.8548813,5000,0,0
1683558319.8502579,5000,0,0
1683558320.8499053,5000,0,0
1683558321.8523428,5000,0,0
1683558322.853669,5000,0,0
1683558323.849606,5000,0,0
1683558324.8492177,5000,0,0
1683558325.8516252,5000,0,0
1683558326.8512611,5000,0,0
1683558327.852407,5000,0,0
1683558328.852023,5000,0,0
1683558329.8468347,5000,0,0
1683558330.8478146,5000,0,0
1683558331.8484242,5000,0,0
1683558332.8479187,5000,0,0
1683558333.8483763,5000,0,0
1683558334.847998,5000,0,0
1683558335.8483202,5000,0,0
1683558336.8480172,5000,0,0
1683558337.849111,5000,0,0
1683558338.8459275,5000,0,0
1683558339.8462517,5000,0,0
1683558340.8459008,5000,0,0
1683558341.84711,5000,0,0
1683558342.8467216,5000,0,0
1683558343.8470225,5000,0,0
1683558344.8466613,5000,0,0
1683558345.8420265,5000,0,0
1683558346.8426921,5000,0,0
1683558347.8438349,5000,0,0
1683558348.8426745,5000,0,0
1683558349.8444104,5000,0,0
1683558350.8441293,5000,0,0
1683558351.8443992,5000,0,0
1683558352.8439705,5000,0,0
1683558353.8403375,5000,0,0
1683558354.8404858,5000,0,0
1683558355.8411064,5000,0,0
1683558356.8405375,5000,0,0
1683558357.8410165,5000,0,0
1683558358.8406203,5000,0,0
1683558359.8418026,5000,0,0
1683558360.841459,5000,0,0
1683558361.8360732,5000,0,0
1683558362.8372478,5000,0,0
1683558363.8375242,5000,0,0
1683558364.837039,5000,0,0
1683558365.8374982,5000,0,0
1683558366.8372586,5000,0,0
1683558367.8390834,5000,0,0
1683558368.838743,5000,0,0
1683558369.8350306,5000,0,0
1683558370.836606,5000,0,0
1683558371.837139,5000,0,0
1683558372.836674,5000,0,0
1683558373.8320646,5000,0,0
1683558374.8317456,5000,0,0
1683558375.832791,5000,0,0
1683558376.8324826,5000,0,0
1683558377.834594,5000,0,0
1683558378.8353884,5000,0,0
1683558379.8350554,5000,0,0
1683558380.8347647,5000,0,0
1683558381.8294497,5000,0,0
1683558382.829081,5000,0,0
1683558383.8295116,5000,0,0
1683558384.8290899,5000,0,0
1683558385.8302276,5000,0,0
1683558386.8313062,5000,0,0
1683558387.832445,5000,0,0
1683558388.832011,5000,0,0
1683558389.8274665,5000,0,0
1683558390.8275278,5000,0,0
1683558391.8268704,5000,0,0
1683558392.826495,5000,0,0
1683558393.826827,5000,0,0
1683558394.828228,5000,0,0
1683558395.8298645,5000,0,0
1683558396.8294063,5000,0,0
1683558397.825747,5000,0,0
1683558398.82533,5000,0,0
1683558399.8255951,5000,0,0
1683558400.825224,5000,0,0
1683558401.825743,5000,0,0
1683558402.8274372,5000,0,0
1683558403.8227873,5000,0,0
1683558404.8225634,5000,0,0
1683558405.8228707,5000,0,0
1683558406.8231497,5000,0,0
1683558407.8243697,5000,0,0
1683558408.8240397,5000,0,0
1683558409.8209927,5000,0,0
1683558410.821528,5000,0,0
1683558411.821862,5000,0,0
1683558412.8215704,5000,0,0
1683558413.8222635,5000,0,0
1683558414.8220162,5000,0,0
1683558415.8226767,5000,0,0
1683558416.8222196,5000,0,0
1683558417.8189783,5000,0,0
1683558418.819454,5000,0,0
1683558419.819611,5000,0,0
1683558420.8186188,5000,0,0
1683558421.8183901,5000,0,0
1683558422.8178566,5000,0,0
1683558423.8192348,5000,0,0
1683558424.8188763,5000,0,0
1683558425.819837,5000,0,0
1683558426.819493,5000,0,0
1683558427.8141959,5000,0,0
1683558428.8138652,5000,0,0
1683558429.8148427,5000,0,0
1683558430.8145416,5000,0,0
1683558431.8155992,5000,0,0
1683558432.8152666,5000,0,0
1683558433.8164437,5000,0,0
1683558434.816647,5000,0,0
1683558435.811469,5000,0,0
1683558436.8111565,5000,0,0
1683558437.8142965,5000,0,0
1683558438.8139887,5000,0,0
1683558439.814429,5000,0,0
1683558440.814053,5000,0,0
1683558441.809489,5000,0,0
1683558442.8099148,5000,0,0
1683558443.8115034,5000,0,0
1683558444.8114827,5000,0,0
1683558445.8116682,5000,0,0
1683558446.81208,5000,0,0
1683558447.8082852,5000,0,0
1683558448.807002,5000,0,0
1683558449.8074305,5000,0,0
1683558450.8070292,5000,0,0
1683558451.8097649,5000,0,0
1683558452.8092015,5000,0,0
1683558453.8052785,5000,0,0
1683558454.8051088,5000,0,0
1683558455.8060408,5000,0,0
1683558456.8056471,5000,0,0
1683558457.8061345,5000,0,0
1683558458.805939,5000,0,0
1683558459.8068204,5000,0,0
1683558460.8063624,5000,0,0
1683558461.8062904,5000,0,0
1683558462.8057046,5000,0,0
1683558463.8061695,5000,0,0
1683558464.8058865,5000,0,0
1683558465.8061926,5000,0,0
1683558466.8058162,5000,0,0
1683558467.8026495,5000,0,0
1683558468.802403,5000,0,0
1683558469.8027809,5000,0,0
1683558470.8023436,5000,0,0
1683558471.8041406,5000,0,0
1683558472.8037727,5000,0,0
1683558473.8002374,5000,0,0
1683558474.7996664,5000,0,0
1683558475.8014462,5000,0,0
1683558476.8011003,5000,0,0
1683558477.802087,5000,0,0
1683558478.8018322,5000,0,0
1683558479.797957,5000,0,0
1683558480.7976663,5000,0,0
1683558481.7975044,5000,0,0
1683558482.796948,5000,0,0
1683558483.7994845,5000,0,0
1683558484.7992322,5000,0,0
1683558485.7995524,5000,0,0
1683558486.7991722,5000,0,0
1683558487.7940273,5000,0,0
1683558488.7936454,5000,0,0
1683558489.7944565,5000,0,0
1683558490.7942924,5000,0,0
1683558491.7953813,5000,0,0
1683558492.795063,5000,0,0
1683558493.795602,5000,0,0
1683558494.7951088,5000,0,0
1683558495.7954826,5000,0,0
1683558496.7950811,5000,0,0
1683558497.7955582,5000,0,0
1683558498.7950842,5000,0,0
1683558499.7927864,5000,0,0
1683558500.7931025,5000,0,0
1683558501.7942255,5000,0,0
1683558502.7937737,5000,0,0
1683558503.789285,5000,0,0
1683558504.7880876,5000,0,0
1683558505.7887332,5000,0,0
1683558506.788265,5000,0,0
1683558507.7908518,5000,0,0
1683558508.7902792,5000,0,0
1683558509.7907276,5000,0,0
1683558510.7904835,5000,0,0
1683558511.7858353,5000,0,0
1683558512.7856674,5000,0,0
1683558513.785931,5000,0,0
1683558514.7857082,5000,0,0
1683558515.7868617,5000,0,0
1683558516.7865574,5000,0,0
1683558517.7868085,5000,0,0
1683558518.7863545,5000,0,0
1683558519.786884,5000,0,0
1683558520.7864485,5000,0,0
1683558521.7875228,5000,0,0
1683558522.7873006,5000,0,0
1683558523.7833838,5000,0,0
1683558524.7830372,5000,0,0
1683558525.7842312,5000,0,0
1683558526.7839048,5000,0,0
1683558527.784119,5000,0,0
1683558528.7845292,5000,0,0
1683558529.7798839,5000,0,0
1683558530.7795768,5000,0,0
1683558531.7813258,5000,0,0
1683558532.7810032,5000,0,0
1683558533.7815564,5000,0,0
1683558534.7810574,5000,0,0
1683558535.7806656,5000,0,0
1683558536.7802763,5000,0,0
1683558537.7816,5000,0,0
1683558538.7810955,5000,0,0
1683558539.7765846,5000,0,0
1683558540.776208,5000,0,0
1683558541.7772045,5000,0,0
1683558542.7769618,5000,0,0
1683558543.77895,5000,0,0
1683558544.7784328,5000,0,0
1683558545.7795787,5000,0,0
1683558546.779143,5000,0,0
1683558547.7752523,5000,0,0
1683558548.774948,5000,0,0
1683558549.7760067,5000,0,0
1683558550.7755349,5000,0,0
1683558551.776783,5000,0,0
1683558552.776457,5000,0,0
1683558553.7725382,5000,0,0
1683558554.7721403,5000,0,0
1683558555.7731328,5000,0,0
1683558556.7729557,5000,0,0
1683558557.7732584,5000,0,0
1683558558.772974,5000,0,0
1683558559.7740548,5000,0,0
1683558560.7735431,5000,0,0
1683558561.769691,5000,0,0
1683558562.769296,5000,0,0
1683558563.7720478,5000,0,0
1683558564.7715256,5000,0,0
1683558565.7726643,5000,0,0
1683558566.7674003,5000,0,0
1683558567.7677839,5000,0,0
1683558568.7674925,5000,0,0
1683558569.7678652,5000,0,0
1683558570.7674882,5000,0,0
1683558571.7700462,5000,0,0
1683558572.769741,5000,0,0
1683558573.7652373,5000,0,0
1683558574.7647653,5000,0,0
1683558575.7651978,5000,0,0
1683558576.7649329,5000,0,0
1683558577.7659616,5000,0,0
1683558578.7655864,5000,0,0
1683558579.7672524,5000,0,0
1683558580.7670164,5000,0,0
1683558581.767315,5000,0,0
1683558582.7670097,5000,0,0
1683558583.7632258,5000,0,0
1683558584.7613788,5000,0,0
1683558585.7624815,5000,0,0
1683558586.7636132,5000,0,0
1683558587.763336,5000,0,0
1683558588.7631907,5000,0,0
1683558589.7623317,5000,0,0
1683558590.762616,5000,0,0
1683558591.7618282,5000,0,0
1683558592.759087,5000,0,0
1683558593.7629745,5000,0,0
1683558594.7598312,5000,0,0
1683558595.76183,5000,0,0
1683558596.757908,5000,0,0
1683558597.761649,5000,0,0
1683558598.7571735,5000,0,0
1683558599.7573016,5000,0,0
1683558600.756505,5000,0,0
