timestamp,omegaIx,omegaIy,omegaIz,accel_weight,renorm_val,error_rp,error_yaw
1683558011.9597683,-0.0027765610720962286,-0.002736944006755948,-0.0023722583428025246,0.0,0.0,0.00236939056776464,0.0010757981799542904
1683558012.9574153,-0.002791036618873477,-0.002752058207988739,-0.0023870733566582203,0.0,0.0,0.0023935651406645775,0.0011436899658292532
1683558013.9568264,-0.0028054481372237206,-0.0027669973205775023,-0.0024018569383770227,0.0,0.0,0.0024245455861091614,0.0012386139715090394
1683558014.9538019,-0.0028199241496622562,-0.0027817704249173403,-0.0024166579823940992,0.0,0.0,0.002451323438435793,0.0011450555175542831
1683558015.953368,-0.002834499580785632,-0.0027965200133621693,-0.0024314711336046457,0.0,0.0,0.0024194899015128613,0.0010693196672946215
1683558016.9528606,-0.002849163021892309,-0.0028111122082918882,-0.002446287078782916,0.0,0.0,0.0023897364735603333,0.0010671018389984965
1683558017.951346,-0.0028638963121920824,-0.0028255705256015062,-0.002461120719090104,0.0,0.0,0.0024083894677460194,0.001120194443501532
1683558018.9513748,-0.0028786768671125174,-0.0028401019517332315,-0.0024759669322520494,0.0,0.0,0.0024205262307077646,0.0012043844908475876
1683558019.9505262,-0.002893404569476843,-0.002854481805115938,-0.0024907905608415604,0.0,0.0,0.00243906257674098,0.0011554969241842628
1683558020.9502387,-0.002908017486333847,-0.0028690053150057793,-0.0025055939331650734,0.0,0.0,0.0024143806658685207,0.001076176529750228
1683558021.949996,-0.002922616433352232,-0.0028834512922912836,-0.002520366571843624,0.0,0.0,0.0023927309084683657,0.0010409384267404675
1683558022.9495792,-0.0029372216667979956,-0.0028980260249227285,-0.002535140374675393,0.0,0.0,0.002396660391241312,0.0010841990588232875
1683558023.9514434,-0.0029517828952521086,-0.002912661759182811,-0.0025498780887573957,0.0,0.0,0.002414688467979431,0.0011662859469652176
1683558024.952171,-0.0029663543682545424,-0.002927142195403576,-0.0025645974092185497,0.0,0.0,0.0024188028182834387,0.0011483414564281702
