timestamp,seq
1683558011.9588916,0
1683558012.9570427,0
1683558013.9564426,0
1683558014.9533658,0
1683558015.953016,0
1683558016.9524875,0
1683558017.951029,0
1683558018.9508078,0
1683558019.9501462,0
1683558020.9498477,0
1683558021.949583,0
1683558022.9491856,0
1683558023.9510427,0
1683558024.9515774,0
1683558025.9477208,0
1683558026.9473617,0
1683558027.9488792,0
1683558028.9487734,0
1683558029.9472463,0
1683558030.9474223,0
1683558031.9470284,0
1683558032.9467714,0
1683558033.9486141,0
1683558034.9478219,0
1683558035.9443336,0
1683558036.9461477,0
1683558037.946629,0
1683558038.9461899,0
1683558039.9451048,0
1683558040.9435084,0
1683558041.9452693,0
1683558042.9463944,0
1683558043.9419487,0
1683558044.9458408,0
1683558045.9435244,0
1683558046.9435186,0
1683558047.9448266,0
1683558048.9407527,0
1683558049.9447124,0
1683558050.9430315,0
1683558051.9427693,0
1683558052.9411035,0
1683558053.9403493,0
1683558054.938335,0
1683558055.941679,0
1683558056.9423716,0
1683558057.938996,0
1683558058.9382854,0
1683558059.9408498,0
1683558060.9371958,0
1683558061.9370353,0
1683558062.9393892,0
1683558063.9372294,0
1683558064.9383664,0
1683558065.934593,0
1683558066.9356225,0
1683558067.9358306,0
1683558068.9370425,0
1683558069.9381945,0
1683558070.9343443,0
1683558071.9346666,0
1683558072.936502,0
1683558073.9344778,0
1683558074.9364865,0
1683558075.931358,0
1683558076.9321651,0
1683558077.9326398,0
1683558078.9335442,0
1683558079.933244,0
1683558080.9301653,0
1683558081.9306824,0
1683558082.930958,0
1683558083.9307754,0
1683558084.9324794,0
1683558085.9307766,0
1683558086.9275644,0
1683558087.9275877,0
1683558088.9299214,0
1683558089.9310918,0
1683558090.9266272,0
1683558091.927159,0
1683558092.930038,0
1683558093.9299471,0
1683558094.9299932,0
1683558095.929791,0
1683558096.9250805,0
1683558097.9262836,0
1683558098.9274867,0
1683558099.9268196,0
1683558100.9280987,0
1683558101.927667,0
1683558102.9227877,0
1683558103.9220521,0
1683558104.922469,0
1683558105.924249,0
1683558106.923815,0
1683558107.9235082,0
1683558108.9232464,0
1683558109.922934,0
1683558110.9225557,0
1683558111.9224644,0
1683558112.9219182,0
1683558113.9236906,0
1683558114.923366,0
1683558115.92254,0
1683558116.9221883,0
1683558117.9174087,0
1683558118.9171414,0
1683558119.9167306,0
1683558120.9166074,0
1683558121.9167747,0
1683558122.916443,0
1683558123.9162445,0
1683558124.915942,0
1683558125.9153965,0
1683558126.9151165,0
1683558127.9150333,0
1683558128.9144292,0
1683558129.9153419,0
1683558130.9158652,0
1683558131.9155889,0
1683558132.915939,0
1683558133.9156647,0
1683558134.915296,0
1683558135.9149647,0
1683558136.9145446,0
1683558137.9157383,0
1683558138.9153876,0
1683558139.9150126,0
1683558140.914701,0
1683558141.9143848,0
1683558142.914037,0
1683558143.913756,0
1683558144.9133847,0
1683558145.9088364,0
1683558146.9084833,0
1683558147.9095643,0
1683558148.9091465,0
1683558149.910306,0
1683558150.9107404,0
1683558151.9109938,0
1683558152.9107318,0
1683558153.906805,0
1683558154.906351,0
1683558155.9076722,0
1683558156.90723,0
1683558157.9083478,0
1683558158.9079957,0
1683558159.90342,0
1683558160.902884,0
1683558161.9062386,0
1683558162.905951,0
1683558163.9070487,0
1683558164.9066482,0
1683558165.9013484,0
1683558166.9060528,0
1683558167.9057586,0
1683558168.905418,0
1683558169.901576,0
1683558170.9012887,0
1683558171.9022098,0
1683558172.902181,0
1683558173.902339,0
1683558174.901504,0
1683558175.9016714,0
1683558176.9014466,0
1683558177.898188,0
1683558178.8978941,0
1683558179.8995702,0
1683558180.8991985,0
1683558181.8997526,0
1683558182.8993075,0
1683558183.8996625,0
1683558184.899453,0
1683558185.8969111,0
1683558186.897288,0
1683558187.8968997,0
1683558188.8965971,0
1683558189.8984277,0
1683558190.8980064,0
1683558191.894153,0
1683558192.8937764,0
1683558193.8956072,0
1683558194.895474,0
1683558195.895711,0
1683558196.8953116,0
1683558197.895709,0
1683558198.895355,0
1683558199.8899944,0
1683558200.889713,0
1683558201.892402,0
1683558202.8918455,0
1683558203.8887305,0
1683558204.8885071,0
1683558205.8896742,0
1683558206.8891919,0
1683558207.8910162,0
1683558208.8905983,0
1683558209.8877134,0
1683558210.88735,0
1683558211.8883114,0
1683558212.8880184,0
1683558213.887801,0
1683558214.8873236,0
1683558215.8884332,0
1683558216.8881068,0
1683558217.8890257,0
1683558218.8888252,0
1683558219.8841329,0
1683558220.8838053,0
1683558221.8847673,0
1683558222.8843837,0
1683558223.8849292,0
1683558224.884574,0
1683558225.8848956,0
1683558226.886035,0
1683558227.8857088,0
1683558228.8853796,0
1683558229.8803725,0
1683558230.879712,0
1683558231.8803213,0
1683558232.8798866,0
1683558233.880967,0
1683558234.8821335,0
1683558235.88302,0
1683558236.8828812,0
1683558237.8773324,0
1683558238.876995,0
1683558239.8783247,0
1683558240.8779268,0
1683558241.8791904,0
1683558242.8801696,0
1683558243.875517,0
1683558244.8751829,0
1683558245.8763087,0
1683558246.8761032,0
1683558247.8786168,0
1683558248.8781736,0
1683558249.8734982,0
1683558250.8745265,0
1683558251.8758345,0
1683558252.875638,0
1683558253.8764842,0
1683558254.8762004,0
1683558255.871474,0
1683558256.8712614,0
1683558257.8736966,0
1683558258.8748052,0
1683558259.8752222,0
1683558260.8747978,0
1683558261.871731,0
1683558262.8713768,0
1683558263.8725138,0
1683558264.8720453,0
1683558265.8732235,0
1683558266.8686175,0
1683558267.8690948,0
1683558268.8686242,0
1683558269.8698475,0
1683558270.8694572,0
1683558271.8704977,0
1683558272.8709083,0
1683558273.866887,0
1683558274.86748,0
1683558275.8684676,0
1683558276.8680224,0
1683558277.8685029,0
1683558278.8682003,0
1683558279.863497,0
1683558280.863313,0
1683558281.8636284,0
1683558282.8647764,0
1683558283.8666122,0
1683558284.8661952,0
1683558285.8622992,0
1683558286.8620315,0
1683558287.86309,0
1683558288.862744,0
1683558289.8639512,0
1683558290.8649638,0
1683558291.8603408,0
1683558292.8598742,0
1683558293.860445,0
1683558294.8601775,0
1683558295.8610318,0
1683558296.860712,0
1683558297.8619452,0
1683558298.8623204,0
1683558299.8619354,0
1683558300.8616192,0
1683558301.8569925,0
1683558302.8566635,0
1683558303.859243,0
1683558304.8588834,0
1683558305.8599615,0
1683558306.8555212,0
1683558307.8557532,0
1683558308.855455,0
1683558309.8550177,0
1683558310.8546557,0
1683558311.8564994,0
1683558312.8561597,0
1683558313.8566065,0
1683558314.8527212,0
1683558315.8543563,0
1683558316.8540866,0
1683558317.8545263,0
1683558318.8549263,0
1683558319.8503098,0
1683558320.8499503,0
1683558321.8523877,0
1683558322.8537126,0
1683558323.8496554,0
1683558324.8492725,0
1683558325.8516805,0
1683558326.8513014,0
1683558327.8524532,0
1683558328.8520713,0
1683558329.8468885,0
1683558330.8478792,0
1683558331.8484714,0
1683558332.8479745,0
1683558333.8484273,0
1683558334.8480542,0
1683558335.8483744,0
1683558336.8480918,0
1683558337.8491569,0
1683558338.8459816,0
1683558339.8463066,0
1683558340.8459437,0
1683558341.8471823,0
1683558342.8467722,0
1683558343.8470743,0
1683558344.8467124,0
1683558345.8420784,0
1683558346.8427498,0
1683558347.843881,0
1683558348.842722,0
1683558349.8444593,0
1683558350.8441732,0
1683558351.8444502,0
1683558352.8440201,0
1683558353.8403833,0
1683558354.8405354,0
1683558355.841149,0
1683558356.8405893,0
1683558357.841073,0
1683558358.8406699,0
1683558359.8418534,0
1683558360.8415115,0
1683558361.836127,0
1683558362.8372977,0
1683558363.8375688,0
1683558364.8370826,0
1683558365.8375509,0
1683558366.8373098,0
1683558367.8391404,0
1683558368.8387883,0
1683558369.8350818,0
1683558370.8366587,0
1683558371.8371856,0
1683558372.836718,0
1683558373.8321152,0
1683558374.8317916,0
1683558375.832841,0
1683558376.832537,0
1683558377.83464,0
1683558378.835434,0
1683558379.8351,0
1683558380.8348126,0
1683558381.829498,0
1683558382.8291302,0
1683558383.829559,0
1683558384.829141,0
1683558385.830276,0
1683558386.8313568,0
1683558387.832494,0
1683558388.8320653,0
1683558389.827517,0
1683558390.827573,0
1683558391.826912,0
1683558392.8265452,0
