timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,load,voltage_battery,current_battery,drop_rate_comm,errors_comm,errors_count1,errors_count2,errors_count3,errors_count4,battery_remaining
1683558080.9300873,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558081.930606,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558082.9308822,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558083.9306962,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558084.9323976,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558085.9306977,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558086.9274476,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558087.927504,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558088.9298444,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558089.931004,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558090.9265523,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558091.9270828,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558092.9299657,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558093.9298446,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558094.9299173,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558095.9296875,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558096.9250004,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558097.926211,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558098.9274154,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558099.9267461,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558100.9279938,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558101.9275906,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558102.922671,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558103.9219637,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558104.9223833,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558105.9241598,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558106.923744,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558107.923428,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558108.923173,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558109.9228637,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558110.9224844,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558111.9223933,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558112.9218411,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558113.9236073,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558114.9232924,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558115.922445,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558116.9221075,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558117.9173276,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558118.9170697,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558119.9166496,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558120.9164302,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558121.9166925,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558122.9163656,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558123.9161704,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558124.915859,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558125.9153223,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558126.915043,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558127.9149513,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558128.9143517,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558129.9152672,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558130.9157822,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558131.9155076,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558132.9158664,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558133.9155967,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558134.915222,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558135.9148798,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558136.9144626,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558137.9156568,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558138.9153037,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558139.9149332,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558140.914616,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558141.914312,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558142.9139552,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558143.913678,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558144.9133134,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558145.9087543,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558146.9083998,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558147.9094815,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558148.9090657,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558149.910227,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558150.9106627,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558151.9109104,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558152.9106483,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558153.906722,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558154.906266,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558155.9075665,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558156.9071498,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558157.908267,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558158.9079065,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558159.903336,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558160.902806,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558161.906156,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558162.9058523,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558163.9069588,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558164.906576,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558165.9012692,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558166.905958,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558167.9056783,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558168.9053404,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558169.9015017,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558170.9012206,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558171.9021358,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558172.9021087,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558173.902265,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558174.9014273,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558175.90159,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558176.9013724,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558177.8981142,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558178.8978107,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558179.8994973,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558180.8991172,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558181.89968,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558182.8992376,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558183.8995807,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558184.8993776,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558185.896825,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558186.8971927,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558187.896814,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558188.8965285,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558189.898345,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558190.8979285,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558191.894081,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558192.893694,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558193.8955371,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558194.895397,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558195.8956285,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558196.8952339,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558197.8956316,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558198.8952808,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558199.8899176,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558200.889643,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558201.8923316,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558202.8917644,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558203.888659,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558204.8884351,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558205.889599,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558206.8891153,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558207.8909433,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558208.8905196,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558209.8876395,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558210.8872805,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558211.8882298,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558212.887945,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558213.8877294,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558214.8872507,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558215.8883579,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558216.8880198,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558217.8889344,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558218.8887255,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558219.884049,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558220.8837223,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558221.8846612,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558222.8843038,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558223.8848443,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558224.8844914,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558225.8848233,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558226.8859594,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558227.8856275,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558228.8852978,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558229.8802521,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558230.879637,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558231.8802469,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558232.8798127,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558233.8808844,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558234.882059,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558235.8829405,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558236.8827987,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558237.8772442,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558238.8769116,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558239.8782382,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558240.8778424,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558241.8791156,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558242.8800893,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558243.8754325,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558244.8751006,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558245.876233,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558246.876029,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558247.8785217,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558248.8781004,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558249.8734224,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558250.8744447,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558251.8757641,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558252.8755643,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558253.8763351,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558254.8761196,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558255.8713887,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558256.8711774,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558257.8736198,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558258.8747249,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558259.8751495,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558260.8747103,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558261.871656,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558262.871289,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558263.8724377,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558264.8719542,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558265.8731463,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558266.86853,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558267.8690166,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558268.8685384,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558269.8697624,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558270.8693817,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558271.8704224,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558272.870834,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558273.8668048,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558274.8674088,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558275.8683817,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558276.8679395,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558277.8684306,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558278.8681211,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558279.8634152,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558280.8632295,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558281.8635478,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558282.8647053,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558283.8665326,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558284.8661087,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558285.8622234,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558286.8619452,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558287.8629906,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558288.862657,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558289.8638651,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558290.8648803,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558291.8602653,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558292.8597898,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558293.8603685,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558294.8601048,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558295.8609433,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558296.8606255,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558297.8618605,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558298.862245,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558299.861853,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558300.8615353,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558301.8569102,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558302.8565826,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558303.8591595,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558304.8587995,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558305.859877,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558306.8553343,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558307.855672,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558308.855375,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558309.854939,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558310.8545809,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558311.8564205,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558312.8560736,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558313.8565207,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558314.852642,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558315.8542821,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558316.8540125,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558317.8544507,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558318.8548543,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558319.8502245,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558320.8498762,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558321.852315,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558322.8536417,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558323.8495705,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558324.849183,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558325.8515923,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558326.8512363,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558327.8523796,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558328.8519917,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558329.8467965,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558330.847772,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558331.8483944,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558332.8478863,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558333.8483415,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558334.8479657,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558335.8482862,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558336.8479822,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558337.849082,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558338.8458145,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558339.8462195,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
1683558340.8458729,325188671,308379711,322011199,0,12587,0,0,0,0,0,0,0,100
