timestamp,roll,pitch,yaw,altitude,lat,lng
1683558011.9599366,0.001877729082480073,0.24857744574546814,-0.1255950927734375,584.6499633789062,-353632621,1491652374
1683558012.9574835,0.001910687074996531,0.24858662486076355,-0.12558116018772125,584.7699584960938,-353632621,1491652374
1683558013.9568942,0.001938148750923574,0.24861083924770355,-0.1255742609500885,584.5,-353632621,1491652374
1683558014.9538767,0.0018934141844511032,0.24857324361801147,-0.1256263554096222,584.3999633789062,-353632621,1491652374
1683558015.9534326,0.0018868448678404093,0.2485516220331192,-0.12563621997833252,584.4099731445312,-353632621,1491652374
1683558016.9529285,0.0018936814740300179,0.24854981899261475,-0.12561340630054474,584.3399658203125,-353632621,1491652374
1683558017.9514027,0.0019119580974802375,0.24856440722942352,-0.12559759616851807,584.25,-353632621,1491652374
1683558018.9514756,0.0019454723224043846,0.24859865009784698,-0.12558944523334503,584.1400146484375,-353632621,1491652374
1683558019.9505904,0.001904568518511951,0.2485751211643219,-0.12562869489192963,584.3499755859375,-353632621,1491652374
1683558020.9503055,0.0018847495084628463,0.24855870008468628,-0.12564115226268768,584.1599731445312,-353632621,1491652374
1683558021.9500585,0.0018814199138432741,0.24855200946331024,-0.12563438713550568,584.3499755859375,-353632621,1491652374
1683558022.9496496,0.0019024241482838988,0.24856805801391602,-0.12562742829322815,584.4500122070312,-353632621,1491652374
1683558023.9515119,0.0019399413140490651,0.2485828995704651,-0.1256052553653717,584.510009765625,-353632621,1491652374
1683558024.952258,0.001902943360619247,0.24856460094451904,-0.12561778724193573,584.3499755859375,-353632621,1491652374
1683558025.9481804,0.0018723983084782958,0.2485371232032776,-0.12563395500183105,584.6300048828125,-353632621,1491652374
1683558026.9477837,0.001870609587058425,0.2485462874174118,-0.12562139332294464,584.6699829101562,-353632621,1491652374
1683558027.9497316,0.0018881215946748853,0.24854902923107147,-0.12559130787849426,584.6499633789062,-353632621,1491652374
1683558028.9492311,0.0019152623135596514,0.24856996536254883,-0.1255664825439453,583.989990234375,-353632621,1491652374
1683558029.9476426,0.0018967576324939728,0.24856126308441162,-0.1255859136581421,584.0499877929688,-353632621,1491652374
1683558030.9478567,0.001876426744274795,0.24853910505771637,-0.12560339272022247,584.0800170898438,-353632621,1491652374
1683558031.9474785,0.0018734266050159931,0.24853040277957916,-0.12560103833675385,584.0700073242188,-353632621,1491652374
1683558032.9472213,0.0018839760450646281,0.24853651225566864,-0.12558281421661377,584.0800170898438,-353632621,1491652374
1683558033.949076,0.0019052092684432864,0.24856099486351013,-0.12557049095630646,584.2799682617188,-353632621,1491652374
