timestamp,roll,pitch,yaw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lng
1683559661.5385203,-3.451818830768616e-09,0.24700304865837097,-0.12217314541339874,2.3955447673797607,2.4514463348168647e-06,-9.500321388244629,-2.0942474421303814e-09,-1.550893524715491e-09,-5.216781451267138e-10,-353632621,1491652374
1683559662.5342586,-2.7195399265877995e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.2824985990155255e-06,-9.500323295593262,-1.6440712125032064e-09,9.795875222096129e-10,-4.1696596175810896e-10,-353632621,1491652374
1683559663.533951,-2.6446684842085233e-09,0.24700304865837097,-0.12217314541339874,2.395545721054077,1.6449234863102902e-06,-9.500323295593262,-1.2698934126476047e-09,-9.188108052171629e-10,-3.1035596315120983e-10,-353632621,1491652374
1683559664.536941,-2.6405564401699166e-09,0.24700304865837097,-0.12217314541339874,2.3955447673797607,2.2477440779766766e-06,-9.500320434570312,-9.990975824436532e-10,-1.7727708190307112e-09,-2.455912140320038e-10,-353632621,1491652374
1683559665.5352888,-2.447650970793802e-09,0.24700304865837097,-0.12217314541339874,2.39554500579834,2.1401724552561063e-06,-9.500322341918945,4.019812482880525e-09,4.832039213198414e-10,1.047098852069439e-09,-353632621,1491652374
1683559666.535152,-2.3783244262887138e-09,0.24700304865837097,-0.12217314541339874,2.3955440521240234,3.0071109904383775e-06,-9.500319480895996,-6.111309680534305e-09,1.5374443940174842e-09,-1.4996774932996004e-09,-353632621,1491652374
1683559667.534791,-2.8763422754707335e-09,0.24700304865837097,-0.12217314541339874,2.395540952682495,2.6356387934356462e-06,-9.50031566619873,8.812577334538219e-10,3.239488677309055e-10,1.824470990952065e-10,-353632621,1491652374
1683559668.5343957,-2.695180745249104e-09,0.24700304865837097,-0.12217314541339874,2.3955435752868652,2.3426266579917865e-06,-9.500320434570312,-1.1390799414812136e-09,3.988007146737971e-10,-2.9686988978205875e-10,-353632621,1491652374
1683559669.5340052,-2.5601374353811934e-09,0.24700304865837097,-0.12217314541339874,2.395542621612549,2.0621610019588843e-06,-9.500319480895996,2.8249833028404225e-10,1.3191427949976742e-09,5.559210730643471e-11,-353632621,1491652374
1683559670.5337665,-2.381320918232177e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.370547008467838e-06,-9.500320434570312,4.826005373104181e-09,8.34482594136432e-10,1.2177348018838074e-09,-353632621,1491652374
