timestamp,omegaIx,omegaIy,omegaIz,accel_weight,renorm_val,error_rp,error_yaw
1683559079.1134014,-0.0008265517535619438,-0.000813961261883378,-0.0005622359458357096,0.0,0.0,0.002495349617674947,0.0008287308155559003
1683559080.1092408,-0.0008422932005487382,-0.0008280098554678261,-0.0005715193692594767,0.0,0.0,0.0025148270651698112,0.0008331629796884954
1683559081.1090062,-0.0008579541463404894,-0.0008421240490861237,-0.0005809338763356209,0.0,0.0,0.002491213381290436,0.0007684878655709326
1683559082.107164,-0.0008735324954614043,-0.000856494705658406,-0.0005904701538383961,0.0,0.0,0.002467124257236719,0.0007592430920340121
1683559083.1068752,-0.0008890495519153774,-0.0008709081448614597,-0.0006001302390359342,0.0,0.0,0.0024651086423546076,0.0008209471125155687
1683559084.1057475,-0.0009045486804097891,-0.0008853347389958799,-0.0006099185557104647,0.0,0.0,0.0024876059032976627,0.0008926969603635371
1683559085.104837,-0.0009199628257192671,-0.0008997995755635202,-0.0006198137416504323,0.0,0.0,0.0025078088510781527,0.0009334276546724141
1683559086.1054778,-0.0009353087516501546,-0.0009144075447693467,-0.0006298354128375649,0.0,0.0,0.0024757341016083956,0.0008628859068267047
1683559087.1048684,-0.0009505755733698606,-0.0009290078887715936,-0.00063998595578596,0.0,0.0,0.0024427049793303013,0.0008662582258693874
1683559088.1045077,-0.0009658504859544337,-0.0009436216205358505,-0.0006503000622615218,0.0,0.0,0.0024326646234840155,0.0009302048129029572
1683559089.1041436,-0.0009811748750507832,-0.0009580201003700495,-0.0006607550894841552,0.0,0.0,0.002439145464450121,0.0010057516628876328
1683559090.103712,-0.0009965220233425498,-0.0009723569382913411,-0.0006713496404699981,0.0,0.0,0.0024826922453939915,0.001084851217456162
1683559091.1035686,-0.001011921907775104,-0.0009868629276752472,-0.000682094250805676,0.0,0.0,0.002485728356987238,0.0009883395396173
1683559092.1033275,-0.0010273571824654937,-0.0010012784041464329,-0.0006929644732736051,0.0,0.0,0.00244441581889987,0.0009522108593955636
1683559093.1029763,-0.0010427363449707627,-0.001015854417346418,-0.0007039607735350728,0.0,0.0,0.0024100022856146097,0.000993959023617208
1683559094.1011794,-0.0010580633534118533,-0.001030138460919261,-0.000715048925485462,0.0,0.0,0.002429255051538348,0.001073609571903944
1683559095.102193,-0.0010733327362686396,-0.0010445103980600834,-0.0007262518047355115,0.0,0.0,0.0024599453900009394,0.0011679272865876555
1683559096.1023943,-0.001088494318537414,-0.0010589348385110497,-0.000737557013053447,0.0,0.0,0.002450916450470686,0.0010981388622894883
1683559097.1029909,-0.0011036271462216973,-0.0010735570685938,-0.000748993013985455,0.0,0.0,0.0024261577054858208,0.0010489480337128043
1683559098.103327,-0.0011187380878254771,-0.0010880769696086645,-0.000760526570957154,0.0,0.0,0.002412377391010523,0.0010560735827311873
1683559099.1035607,-0.0011337980395182967,-0.0011025512358173728,-0.0007721511647105217,0.0,0.0,0.0024192838463932276,0.0011157671688124537
1683559100.1001167,-0.001148875686340034,-0.0011169614735990763,-0.0007838989840820432,0.0,0.0,0.0024414248764514923,0.0012101781321689487
1683559101.0994096,-0.001163991866633296,-0.0011313010472804308,-0.0007957809721119702,0.0,0.0,0.002427559345960617,0.0011732401326298714
1683559102.0996807,-0.0011791721917688847,-0.001145699410699308,-0.000807810400146991,0.0,0.0,0.002416516188532114,0.0011043016565963626
1683559103.1007235,-0.0011944171274080873,-0.0011598197743296623,-0.0008199504809454083,0.0,0.0,0.0024040769785642624,0.0010933094890788198
1683559104.1013594,-0.0012097376165911555,-0.0011738844914361835,-0.0008322247304022312,0.0,0.0,0.0024041072465479374,0.0011559892445802689
1683559105.1016798,-0.0012250504223629832,-0.0011881362879648805,-0.0008446011343039572,0.0,0.0,0.0024167723022401333,0.0012406798778101802
1683559106.0964983,-0.0012403457658365369,-0.001202475861646235,-0.0008570703212171793,0.0,0.0,0.002431499306112528,0.0012181075289845467
1683559107.0989099,-0.0012556122383102775,-0.0012167937820777297,-0.0008696135482750833,0.0,0.0,0.002412129659205675,0.0011378678027540445
1683559108.096531,-0.0012709822040051222,-0.0012312133330851793,-0.0008822929230518639,0.0,0.0,0.0024004760198295116,0.001114152604714036
1683559109.0989408,-0.0012863592710345984,-0.0012456821277737617,-0.0008950296323746443,0.0,0.0,0.002384334336966276,0.001119700027629733
1683559110.095014,-0.0013015777803957462,-0.0012601178605109453,-0.0009077874710783362,0.0,0.0,0.0023962471168488264,0.0011940828990191221
1683559111.095488,-0.0013166923308745027,-0.0012746661668643355,-0.0009205873939208686,0.0,0.0,0.0024218375328928232,0.0012095633428543806
1683559112.0949843,-0.0013316962867975235,-0.001289217732846737,-0.0009334314381703734,0.0,0.0,0.002405755687505007,0.0011240803869441152
1683559113.0954783,-0.0013465704396367073,-0.0013037187745794654,-0.0009463204187341034,0.0,0.0,0.002384207211434841,0.001090740435756743
1683559114.0957518,-0.0013613887131214142,-0.0013182481052353978,-0.000959256780333817,0.0,0.0,0.0023727240040898323,0.001106401439756155
1683559115.0961199,-0.0013761586742475629,-0.001332488376647234,-0.0009722354589030147,0.0,0.0,0.0023819494526833296,0.0011661291355267167
1683559116.0964842,-0.0013909062836319208,-0.001346831675618887,-0.0009853006340563297,0.0,0.0,0.002431571716442704,0.0012231040745973587
1683559117.0975804,-0.0014056337531656027,-0.00136122468393296,-0.0009984556818380952,0.0,0.0,0.0023982578422874212,0.0011366464896127582
1683559118.0923715,-0.0014203554019331932,-0.001375663559883833,-0.0010117074707522988,0.0,0.0,0.0023850498255342245,0.0010899873450398445
1683559119.0925965,-0.0014351550489664078,-0.0013900450430810452,-0.0010250188643112779,0.0,0.0,0.0023728334344923496,0.0010774765396490693
1683559120.0929155,-0.001449904520995915,-0.0014045886928215623,-0.0010383855551481247,0.0,0.0,0.0023930412717163563,0.0011604634346440434
1683559121.093368,-0.001464635832235217,-0.001419148757122457,-0.0010518296621739864,0.0,0.0,0.0024104397743940353,0.0012570731341838837
