timestamp,time_boot_ms,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,temperature
1683560527.269779,1168762,244,0,-969,0,0,0,347,80,-457,4459
1683560527.308727,1168802,244,0,-969,0,0,0,347,80,-457,4459
1683560527.3286572,1168822,244,0,-969,0,0,0,347,80,-457,4459
1683560527.3487496,1168842,244,0,-969,0,0,0,347,80,-457,4459
1683560527.3686852,1168862,244,0,-969,0,0,0,347,80,-457,4459
1683560527.408703,1168902,244,0,-969,0,0,0,347,80,-457,4459
1683560527.4286785,1168922,244,0,-969,0,0,0,347,80,-457,4459
1683560527.4486477,1168942,244,0,-969,0,0,0,347,80,-457,4459
1683560527.4686341,1168962,244,0,-969,0,0,0,347,80,-457,4459
1683560527.5085964,1169002,244,0,-969,0,0,0,347,80,-457,4459
1683560527.528554,1169022,244,0,-969,0,0,0,347,80,-457,4459
1683560527.5486367,1169042,244,0,-969,0,0,0,347,80,-457,4459
1683560527.5685844,1169062,244,0,-969,0,0,0,347,80,-457,4459
1683560527.6086783,1169102,244,0,-969,0,0,0,347,80,-457,4459
1683560527.6286168,1169122,244,0,-969,0,0,0,347,80,-457,4459
1683560527.64856,1169142,244,0,-969,0,0,0,347,80,-457,4459
1683560527.668626,1169162,244,0,-969,0,0,0,347,80,-457,4459
1683560527.7085118,1169202,244,0,-969,0,0,0,347,80,-457,4459
1683560527.7284732,1169222,244,0,-969,0,0,0,347,80,-457,4459
1683560527.7485514,1169242,244,0,-969,0,0,0,347,80,-457,4459
1683560527.8291543,1169262,244,0,-969,0,0,0,347,80,-457,4459
1683560527.82925,1169302,244,0,-969,0,0,0,347,80,-457,4459
1683560527.8293319,1169322,244,0,-969,0,0,0,347,80,-457,4459
1683560527.848554,1169342,244,0,-969,0,0,0,347,80,-457,4459
1683560527.8687534,1169362,244,0,-969,0,0,0,347,80,-457,4459
1683560527.9085639,1169402,244,0,-969,0,0,0,347,80,-457,4459
1683560527.9286206,1169422,244,0,-969,0,0,0,347,80,-457,4459
1683560527.9486125,1169442,244,0,-969,0,0,0,347,80,-457,4459
1683560527.9687161,1169462,244,0,-969,0,0,0,347,80,-457,4459
1683560528.0084972,1169502,244,0,-969,0,0,0,347,80,-457,4459
1683560528.028492,1169522,244,0,-969,0,0,0,347,80,-457,4459
1683560528.0485575,1169542,244,0,-969,0,0,0,347,80,-457,4459
1683560528.0685542,1169562,244,0,-969,0,0,0,347,80,-457,4459
