timestamp,time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed,repr_offset_q_0,repr_offset_q_1,repr_offset_q_2,repr_offset_q_3
1683560433.6122122,1075082,0.9903404116630554,0.007301790174096823,0.12229675054550171,-0.06493140012025833,-0.0001775247510522604,-0.00027815322391688824,-0.0005753434961661696,0.0,0.0,0.0,0.0
1683560433.6500921,1075122,0.9903402924537659,0.0073044197633862495,0.12229733914136887,-0.06493193656206131,-7.530755829066038e-05,-0.00029044621624052525,-0.0005882773548364639,0.0,0.0,0.0,0.0
1683560433.6700013,1075142,0.9903401732444763,0.007304647006094456,0.1222979798913002,-0.06493227928876877,-0.0001972089521586895,-0.000248237163759768,-0.0005403694231063128,0.0,0.0,0.0,0.0
1683560433.6900353,1075162,0.9903401136398315,0.007304341997951269,0.12229886651039124,-0.06493180990219116,-0.0002034129574894905,-0.00020200281869620085,-0.0005794680910184979,0.0,0.0,0.0,0.0
1683560433.7099612,1075182,0.9903401136398315,0.007304264698177576,0.12229881435632706,-0.06493167579174042,-0.00013704656157642603,-0.0002566941548138857,-0.000577148050069809,0.0,0.0,0.0,0.0
1683560433.7500834,1075222,0.9903401732444763,0.007303680758923292,0.12229807674884796,-0.06493254750967026,-0.00015664182137697935,-0.000285871559754014,-0.0005588429048657417,0.0,0.0,0.0,0.0
1683560433.7699733,1075242,0.9903401732444763,0.007303294260054827,0.12229746580123901,-0.06493324786424637,-0.00013695517554879189,-0.00029505568090826273,-0.0005562135484069586,0.0,0.0,0.0,0.0
1683560433.789875,1075262,0.9903403520584106,0.007302242796868086,0.12229696661233902,-0.06493201851844788,-0.00016194675117731094,-0.0002662119222804904,-0.0005171790253371,0.0,0.0,0.0,0.0
1683560433.810019,1075282,0.9903404116630554,0.00730128213763237,0.12229616940021515,-0.06493204832077026,-0.00015642563812434673,-0.0002705106744542718,-0.0005621003219857812,0.0,0.0,0.0,0.0
1683560433.8498545,1075322,0.9903402328491211,0.007302132435142994,0.12229723483324051,-0.06493307650089264,-0.0001450246199965477,-0.0002727349055930972,-0.0006046823691576719,0.0,0.0,0.0,0.0
1683560433.86982,1075342,0.9903401732444763,0.007303852122277021,0.1222972571849823,-0.06493353098630905,-7.400941103696823e-05,-0.00029581645503640175,-0.0005567213520407677,0.0,0.0,0.0,0.0
1683560433.889851,1075362,0.9903401136398315,0.007303980179131031,0.12229768931865692,-0.06493331491947174,-0.0001182357082143426,-0.0002655575517565012,-0.0005766395479440689,0.0,0.0,0.0,0.0
1683560433.9098637,1075382,0.9903401136398315,0.007303406950086355,0.12229781597852707,-0.064933180809021,-0.000210254336707294,-0.00023252086248248816,-0.0005875222850590944,0.0,0.0,0.0,0.0
1683560433.9498727,1075422,0.9903401732444763,0.00730193592607975,0.12229721248149872,-0.0649336576461792,-0.00020218256395310163,-0.0003142522182315588,-0.0005949251353740692,0.0,0.0,0.0,0.0
1683560433.9700053,1075442,0.9903402328491211,0.007301677949726582,0.12229634076356888,-0.06493460386991501,-0.00016592047177255154,-0.0003391916397958994,-0.0005853684851899743,0.0,0.0,0.0,0.0
1683560433.9898078,1075462,0.990340530872345,0.007301082834601402,0.12229502946138382,-0.06493303179740906,-0.00012373889330774546,-0.0003411129582673311,-0.0004934121388942003,0.0,0.0,0.0,0.0
1683560434.0098803,1075482,0.9903405904769897,0.007300645112991333,0.1222940981388092,-0.06493334472179413,-9.84404468908906e-05,-0.00029548793099820614,-0.0006052947137504816,0.0,0.0,0.0,0.0
1683560434.049875,1075522,0.9903404116630554,0.007301649544388056,0.12229497730731964,-0.06493426114320755,-0.00017654977273195982,-0.000293889082968235,-0.0006129889516159892,0.0,0.0,0.0,0.0
1683560434.0702147,1075542,0.9903403520584106,0.007301861885935068,0.12229505181312561,-0.06493551284074783,-0.00017039442900568247,-0.0003001047298312187,-0.0006241942755877972,0.0,0.0,0.0,0.0
1683560434.0900512,1075562,0.9903403520584106,0.007302267011255026,0.12229545414447784,-0.06493446230888367,-0.00016880780458450317,-0.00023397384211421013,-0.000522254966199398,0.0,0.0,0.0,0.0
1683560434.110037,1075582,0.9903403520584106,0.007302331738173962,0.1222955733537674,-0.06493416428565979,-0.00014871463645249605,-0.0002680878387764096,-0.0005550489295274019,0.0,0.0,0.0,0.0
1683560434.1914926,1075622,0.9903404712677002,0.007301591336727142,0.1222948506474495,-0.0649341493844986,-0.00017252587713301182,-0.0002948138862848282,-0.00048495340161025524,0.0,0.0,0.0,0.0
1683560434.1916523,1075642,0.9903403520584106,0.007301757112145424,0.12229496240615845,-0.06493566185235977,-9.537662845104933e-05,-0.0002285952214151621,-0.0005977129330858588,0.0,0.0,0.0,0.0
1683560434.191792,1075662,0.9903404116630554,0.007301817648112774,0.12229456007480621,-0.06493514031171799,-7.509568240493536e-05,-0.00025132938753813505,-0.0005334762390702963,0.0,0.0,0.0,0.0
1683560434.2101943,1075682,0.9903404712677002,0.00730105908587575,0.12229414284229279,-0.06493517756462097,-0.00011996645480394363,-0.00025732466019690037,-0.0005564033053815365,0.0,0.0,0.0,0.0
1683560434.2500396,1075722,0.9903403520584106,0.007302514277398586,0.12229572981595993,-0.06493410468101501,-0.00017093110363930464,-0.00025996833574026823,-0.0004776912974193692,0.0,0.0,0.0,0.0
1683560434.269908,1075742,0.9903401732444763,0.007302766665816307,0.12229681760072708,-0.0649343878030777,-0.00019474129658192396,-0.0002138270065188408,-0.0005171140655875206,0.0,0.0,0.0,0.0
1683560434.2900105,1075762,0.9903401732444763,0.0073033832013607025,0.12229739874601364,-0.06493312865495682,-0.00013189972378313541,-0.00022373150568455458,-0.0005234010750427842,0.0,0.0,0.0,0.0
1683560434.3099527,1075782,0.9903401136398315,0.007303059566766024,0.12229815870523453,-0.0649329125881195,-0.00014595058746635914,-0.00023682252503931522,-0.0005724052898585796,0.0,0.0,0.0,0.0
