timestamp,time_usec,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,port,servo9_raw,servo10_raw,servo11_raw,servo12_raw,servo13_raw,servo14_raw,servo15_raw,servo16_raw
1683559359.010145,200833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.0302527,221666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.055797,242499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.0760105,263333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.0960362,284166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.1161945,305000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.1365058,325833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.1564572,346666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.1764908,367500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.1966283,388333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.2224207,409166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.2426038,430000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.2627501,450833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.2829912,471666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.303025,492500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.3231332,513333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.343492,534166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.3634026,555000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.388996,575833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.4092052,596666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.4293492,617500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.4494483,638333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.4695258,659166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.4897654,680000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.5098906,700833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.530155,721666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.5556386,742500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.5756998,763333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.5958946,784166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.6160235,805000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.636155,825833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.6562738,846666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.6764016,867500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.696455,888333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.7223554,909166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.7424836,930000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.7627192,950833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.7826433,971666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.8028524,992500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.8229,1013333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.8433084,1034166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.8633704,1055000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.8889146,1075833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.922568,1096666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.9433265,1117500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.9640758,1138333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559359.9796958,1159166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.0005019,1179999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.021255,1200833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.0421746,1221666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.0681007,1242499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.0888453,1263333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.1097517,1284166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.130613,1304999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.1515806,1325833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.1672523,1346666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.188273,1367499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.2091458,1388333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.235135,1409166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.2556653,1429999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.2761672,1450833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.29676,1471666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.3173258,1492499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.337938,1513333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.3535461,1534166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.3743548,1554999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.4003704,1575833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.421325,1596666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.4421976,1617499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.4630346,1638333,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.4838283,1659166,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.504771,1679999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.520492,1700833,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.5414605,1721666,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.567611,1742499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559360.8762763,2062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559361.9724088,3062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559362.9721916,4062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559363.9714692,5062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559364.9677527,6062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559365.967474,7062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559366.967791,8062500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559367.9372816,9062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559368.9651942,10062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559369.963166,11062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559370.9648006,12062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559371.9626024,13062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559372.9601493,14062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559373.8755481,15062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559374.9600258,16062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559375.961007,17062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559376.8774674,18062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559377.8959389,19062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559378.965157,20062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559379.8673513,21062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559380.8684497,22062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559381.868046,23062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559382.8677115,24062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559383.8688478,25062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559384.8684444,26062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559385.8640351,27062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559386.8638418,28062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559387.8632433,29062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559388.86359,30062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559389.8633382,31062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559390.8665743,32062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559391.8613281,33062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559392.8612025,34062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559393.8606663,35062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559394.860309,36062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559395.8599193,37062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
1683559396.8602874,38062499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
