timestamp,time_boot_ms,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,temperature
1683560129.6885989,771082,244,0,-969,2,2,2,347,80,-457,4346
1683560129.7285202,771122,244,0,-969,2,2,2,347,80,-457,4346
1683560129.748284,771142,244,0,-969,2,2,2,347,80,-457,4346
1683560129.768612,771162,244,0,-969,2,2,2,347,80,-457,4346
1683560129.7890959,771182,244,0,-969,2,2,2,347,80,-457,4346
1683560129.8289611,771222,244,0,-969,2,2,2,347,80,-457,4346
1683560129.849044,771242,244,0,-969,2,2,2,347,80,-457,4346
1683560129.8691263,771262,244,0,-969,2,2,2,347,80,-457,4346
1683560129.889125,771282,244,0,-969,2,2,2,347,80,-457,4347
1683560129.9290807,771322,244,0,-969,2,2,2,347,80,-457,4347
1683560129.948902,771342,244,0,-969,2,2,2,347,80,-457,4347
1683560129.9688282,771362,244,0,-969,2,2,2,347,80,-457,4347
1683560129.9890187,771382,244,0,-969,2,2,2,347,80,-457,4347
1683560130.029061,771422,244,0,-969,2,2,2,347,80,-457,4347
1683560130.0489743,771442,244,0,-969,2,2,2,347,80,-457,4347
1683560130.0690184,771462,244,0,-969,2,2,2,347,80,-457,4347
1683560130.0895526,771482,244,0,-969,2,2,2,347,80,-457,4347
1683560130.129587,771522,244,0,-969,2,2,2,347,80,-457,4347
1683560130.1494713,771542,244,0,-969,2,2,2,347,80,-457,4347
1683560130.1695087,771562,244,0,-969,2,2,2,347,80,-457,4347
1683560130.1896327,771582,244,0,-969,2,2,2,347,80,-457,4347
1683560130.283762,771622,244,0,-969,2,2,2,347,80,-457,4347
1683560130.283855,771642,244,0,-969,2,2,2,347,80,-457,4347
1683560130.283936,771662,244,0,-969,2,2,2,347,80,-457,4347
1683560130.2894754,771682,244,0,-969,2,2,2,347,80,-457,4347
1683560130.3295064,771722,244,0,-969,2,2,2,347,80,-457,4347
1683560130.3494515,771742,244,0,-969,2,2,2,347,80,-457,4347
1683560130.3696036,771762,244,0,-969,2,2,2,347,80,-457,4347
1683560130.3894646,771782,244,0,-969,2,2,2,347,80,-457,4347
1683560130.4294448,771822,244,0,-969,2,2,2,347,80,-457,4347
1683560130.449469,771842,244,0,-969,2,2,2,347,80,-457,4347
1683560130.4694114,771862,244,0,-969,2,2,2,347,80,-457,4347
1683560130.4893606,771882,244,0,-969,2,2,2,347,80,-457,4347
1683560130.5293987,771922,244,0,-969,2,2,2,347,80,-457,4347
1683560130.549384,771942,244,0,-969,2,2,2,347,80,-457,4347
1683560130.5693796,771962,244,0,-969,2,2,2,347,80,-457,4347
1683560130.589357,771982,244,0,-969,2,2,2,347,80,-457,4347
1683560130.6293514,772022,244,0,-969,2,2,2,347,80,-457,4347
1683560130.6493874,772042,244,0,-969,2,2,2,347,80,-457,4347
1683560130.6693337,772062,244,0,-969,2,2,2,347,80,-457,4347
1683560130.6902146,772082,244,0,-969,2,2,2,347,80,-457,4347
1683560130.7293246,772122,244,0,-969,2,2,2,347,80,-457,4347
1683560130.7494214,772142,244,0,-969,2,2,2,347,80,-457,4347
1683560130.7728515,772162,244,0,-969,2,2,2,347,80,-457,4347
1683560130.7854373,772182,244,0,-969,2,2,2,347,80,-457,4347
1683560130.8252792,772222,244,0,-969,2,2,2,347,80,-457,4347
1683560130.8452654,772242,244,0,-969,2,2,2,347,80,-457,4347
1683560130.865114,772262,244,0,-969,2,2,2,347,80,-457,4347
1683560130.8851235,772282,244,0,-969,2,2,2,347,80,-457,4347
1683560130.9252522,772322,244,0,-969,2,2,2,347,80,-457,4347
1683560130.9452326,772342,244,0,-969,2,2,2,347,80,-457,4347
1683560130.9652295,772362,244,0,-969,2,2,2,347,80,-457,4347
1683560130.985212,772382,244,0,-969,2,2,2,347,80,-457,4347
1683560131.0252793,772422,244,0,-969,2,2,2,347,80,-457,4347
1683560131.045227,772442,244,0,-969,2,2,2,347,80,-457,4347
1683560131.0654814,772462,244,0,-969,2,2,2,347,80,-457,4347
1683560131.085296,772482,244,0,-969,2,2,2,347,80,-457,4347
1683560131.1251955,772522,244,0,-969,2,2,2,347,80,-457,4347
1683560131.1452367,772542,244,0,-969,2,2,2,347,80,-457,4347
1683560131.1663573,772562,244,0,-969,2,2,2,347,80,-457,4347
1683560131.1852062,772582,244,0,-969,2,2,2,347,80,-457,4347
1683560131.2252147,772622,244,0,-969,2,2,2,347,80,-457,4347
1683560131.2452393,772642,244,0,-970,2,2,2,347,80,-457,4347
1683560131.2651217,772662,244,0,-970,2,2,2,347,80,-457,4347
1683560131.2851207,772682,244,0,-969,2,2,2,347,80,-457,4347
1683560131.3250837,772722,244,0,-969,2,2,2,347,80,-457,4347
1683560131.3449306,772742,244,0,-969,2,2,2,347,80,-457,4347
1683560131.3650048,772762,244,0,-969,2,2,2,347,80,-457,4347
1683560131.3849332,772782,244,0,-969,2,2,2,347,80,-457,4347
1683560131.4248633,772822,244,0,-969,2,2,2,347,80,-457,4347
1683560131.4449744,772842,244,0,-969,2,2,2,347,80,-457,4347
1683560131.4649456,772862,244,0,-969,2,2,2,347,80,-457,4347
1683560131.48486,772882,244,0,-969,2,2,2,347,80,-457,4347
1683560131.5248709,772922,244,0,-969,2,2,2,347,80,-457,4347
1683560131.544854,772942,244,0,-969,2,2,2,347,80,-457,4347
1683560131.5648685,772962,244,0,-969,2,2,2,347,80,-457,4347
1683560131.584851,772982,244,0,-969,2,2,2,347,80,-457,4347
1683560131.62475,773022,244,0,-969,2,2,2,347,80,-457,4347
1683560131.6448393,773042,244,0,-969,2,2,2,347,80,-457,4347
1683560131.6648083,773062,244,0,-969,2,2,2,347,80,-457,4347
1683560131.6857955,773082,244,0,-969,2,2,2,347,80,-457,4347
1683560131.7247674,773122,244,0,-969,2,2,2,347,80,-457,4347
1683560131.745066,773142,244,0,-969,2,2,2,347,80,-457,4347
1683560131.7650127,773162,244,0,-969,2,2,2,347,80,-457,4347
1683560131.784966,773182,244,0,-969,2,2,2,347,80,-457,4347
1683560131.8250575,773222,244,0,-969,2,2,2,347,80,-457,4347
1683560131.8449721,773242,244,0,-969,2,2,2,347,80,-457,4347
1683560131.8649013,773262,244,0,-969,2,2,2,347,80,-457,4348
1683560131.9054837,773282,244,0,-969,2,2,2,347,80,-457,4348
1683560131.9253395,773322,244,0,-969,2,2,2,347,80,-457,4348
1683560131.9448075,773342,244,0,-969,2,2,2,347,80,-457,4348
1683560131.9647775,773362,244,0,-969,2,2,2,347,80,-457,4348
1683560131.9847987,773382,244,0,-969,2,2,2,347,80,-457,4348
1683560132.0246797,773422,244,0,-969,2,2,2,347,80,-457,4348
1683560132.0448143,773442,244,0,-969,2,2,2,347,80,-457,4348
1683560132.0647285,773462,244,0,-969,2,2,2,347,80,-457,4348
1683560132.0850008,773482,244,0,-969,2,2,2,347,80,-457,4348
1683560132.125037,773522,244,0,-969,2,2,2,347,80,-457,4348
1683560132.1446846,773542,244,0,-969,2,2,2,347,80,-457,4348
1683560132.164673,773562,244,0,-969,2,2,2,347,80,-457,4348
1683560132.1847472,773582,244,0,-969,2,2,2,347,80,-457,4348
1683560132.2246108,773622,244,0,-969,2,2,2,347,80,-457,4348
1683560132.2447846,773642,244,0,-969,2,2,2,347,80,-457,4348
1683560132.2648337,773662,244,0,-969,2,2,2,347,80,-457,4348
1683560132.2847362,773682,244,0,-969,2,2,2,347,80,-457,4348
1683560132.3247087,773722,244,0,-969,2,2,2,347,80,-457,4348
1683560132.3445978,773742,244,0,-969,2,2,2,347,80,-457,4348
1683560132.3646436,773762,244,0,-969,2,2,2,347,80,-457,4348
1683560132.3845448,773782,244,0,-969,2,2,2,347,80,-457,4348
1683560132.424662,773822,244,0,-969,2,2,2,347,80,-457,4348
1683560132.4447188,773842,244,0,-969,2,2,2,347,80,-457,4348
1683560132.464662,773862,244,0,-969,2,2,2,347,80,-457,4348
1683560132.4846787,773882,244,0,-969,2,2,2,347,80,-457,4348
1683560132.5246844,773922,244,0,-969,2,2,2,347,80,-457,4348
1683560132.5448425,773942,244,0,-969,2,2,2,347,80,-457,4348
1683560132.5646873,773962,244,0,-969,2,2,2,347,80,-457,4348
1683560132.584553,773982,244,0,-969,2,2,2,347,80,-457,4348
1683560132.6245565,774022,244,0,-969,2,2,2,347,80,-457,4348
1683560132.6445835,774042,244,0,-969,2,2,2,347,80,-457,4348
1683560132.6645312,774062,244,0,-969,2,2,2,347,80,-457,4348
1683560132.6854632,774082,244,0,-969,2,2,2,347,80,-457,4348
1683560132.724494,774122,244,0,-969,2,2,2,347,80,-457,4348
1683560132.744471,774142,244,0,-969,2,2,2,347,80,-457,4348
1683560132.7644677,774162,244,0,-969,2,2,2,347,80,-457,4348
1683560132.7844908,774182,244,0,-969,2,2,2,347,80,-457,4348
1683560132.8244672,774222,244,0,-969,2,2,2,347,80,-457,4348
1683560132.844716,774242,244,0,-969,2,2,2,347,80,-457,4348
1683560132.8644776,774262,244,0,-969,2,2,2,347,80,-457,4348
1683560132.8845868,774282,244,0,-969,2,2,2,347,80,-457,4348
1683560132.924553,774322,244,0,-969,2,2,2,347,80,-457,4348
1683560132.9444163,774342,244,0,-969,2,2,2,347,80,-457,4348
1683560132.9644156,774362,244,0,-969,2,2,2,347,80,-457,4348
1683560132.9843547,774382,244,0,-969,2,2,2,347,80,-457,4348
1683560133.0244162,774422,244,0,-969,2,2,2,347,80,-457,4348
1683560133.0444732,774442,244,0,-969,2,2,2,347,80,-457,4348
1683560133.0643291,774462,244,0,-969,2,2,2,347,80,-457,4348
1683560133.0845015,774482,244,0,-969,2,2,2,347,80,-457,4348
1683560133.1242971,774522,244,0,-969,2,2,2,347,80,-457,4348
1683560133.1444483,774542,244,0,-969,2,2,2,347,80,-457,4348
1683560133.1644351,774562,244,0,-969,2,2,2,347,80,-457,4348
1683560133.1844144,774582,244,0,-969,2,2,2,347,80,-457,4348
1683560133.2242699,774622,244,0,-969,2,2,2,347,80,-457,4348
1683560133.2442603,774642,244,0,-969,2,2,2,347,80,-457,4348
1683560133.2642825,774662,244,0,-969,2,2,2,347,80,-457,4348
1683560133.2842965,774682,244,0,-969,2,2,2,347,80,-457,4348
1683560133.3243616,774722,244,0,-969,2,2,2,347,80,-457,4348
1683560133.344375,774742,244,0,-969,2,2,2,347,80,-457,4348
1683560133.3643577,774762,244,0,-969,2,2,2,347,80,-457,4348
1683560133.3843045,774782,244,0,-969,2,2,2,347,80,-457,4348
1683560133.4242928,774822,244,0,-969,2,2,2,347,80,-457,4348
1683560133.444321,774842,244,0,-969,2,2,2,347,80,-457,4348
1683560133.4648187,774862,244,0,-969,2,2,2,347,80,-457,4348
1683560133.4847221,774882,244,0,-969,2,2,2,347,80,-457,4348
1683560133.524325,774922,244,0,-969,2,2,2,347,80,-457,4348
1683560133.5442212,774942,244,0,-969,2,2,2,347,80,-457,4348
1683560133.5642166,774962,244,0,-969,2,2,2,347,80,-457,4348
1683560133.5842123,774982,244,0,-969,2,2,2,347,80,-457,4348
1683560133.6242247,775022,244,0,-969,2,2,2,347,80,-457,4348
1683560133.6442835,775042,244,0,-969,2,2,2,347,80,-457,4348
1683560133.6642056,775062,244,0,-969,2,2,2,347,80,-457,4348
1683560133.6851468,775082,244,0,-969,2,2,2,347,80,-457,4348
1683560133.7241793,775122,244,0,-969,2,2,2,347,80,-457,4348
1683560133.744172,775142,244,0,-969,2,2,2,347,80,-457,4348
1683560133.7643209,775162,244,0,-969,2,2,2,347,80,-457,4348
1683560133.7843058,775182,244,0,-969,2,2,2,347,80,-457,4348
1683560133.8241994,775222,244,0,-969,2,2,2,347,80,-457,4348
1683560133.8441882,775242,244,0,-969,2,2,2,347,80,-457,4349
1683560133.86668,775262,244,0,-969,2,2,2,347,80,-457,4349
1683560133.8839724,775282,244,0,-969,2,2,2,347,80,-457,4349
1683560133.9239755,775322,244,0,-969,2,2,2,347,80,-457,4349
1683560133.9439712,775342,244,0,-969,2,2,2,347,80,-457,4349
1683560133.963982,775362,244,0,-969,2,2,2,347,80,-457,4349
1683560133.9840417,775382,244,0,-969,2,2,2,347,80,-457,4349
1683560134.0242555,775422,244,0,-969,2,2,2,347,80,-457,4349
1683560134.0441294,775442,244,0,-969,2,2,2,347,80,-457,4349
1683560134.0639188,775462,244,0,-969,2,2,2,347,80,-457,4349
1683560134.0840468,775482,244,0,-969,2,2,2,347,80,-457,4349
1683560134.1240358,775522,244,0,-969,2,2,2,347,80,-457,4349
1683560134.1439667,775542,244,0,-969,2,2,2,347,80,-457,4349
1683560134.1639118,775562,244,0,-969,2,2,2,347,80,-457,4349
1683560134.1838622,775582,244,0,-969,2,2,2,347,80,-457,4349
1683560134.223857,775622,244,0,-969,2,2,2,347,80,-457,4349
1683560134.2438986,775642,244,0,-969,2,2,2,347,80,-457,4349
1683560134.2640831,775662,244,0,-969,2,2,2,347,80,-457,4349
1683560134.2841208,775682,244,0,-969,2,2,2,347,80,-457,4349
1683560134.3241138,775722,244,0,-969,2,2,2,347,80,-457,4349
1683560134.344104,775742,244,0,-969,2,2,2,347,80,-457,4349
1683560134.363811,775762,244,0,-969,2,2,2,347,80,-457,4349
1683560134.383803,775782,244,0,-969,2,2,2,347,80,-457,4349
1683560134.4238024,775822,244,0,-969,2,2,2,347,80,-457,4349
1683560134.443834,775842,244,0,-970,2,2,2,347,80,-457,4349
1683560134.463954,775862,244,0,-969,2,2,2,347,80,-457,4349
1683560134.4839108,775882,244,0,-969,2,2,2,347,80,-457,4349
1683560134.5238516,775922,244,0,-969,2,2,2,347,80,-457,4349
1683560134.544014,775942,244,0,-969,2,2,2,347,80,-457,4349
1683560134.5639637,775962,244,0,-969,2,2,2,347,80,-457,4349
1683560134.5839703,775982,244,0,-969,2,2,2,347,80,-457,4349
1683560134.6237514,776022,244,0,-969,2,2,2,347,80,-457,4349
1683560134.6439178,776042,244,0,-969,2,2,2,347,80,-457,4349
1683560134.663863,776062,244,0,-969,2,2,2,347,80,-457,4349
1683560134.6847112,776082,244,0,-969,2,2,2,347,80,-457,4349
1683560134.7238123,776122,244,0,-969,2,2,2,347,80,-457,4349
1683560134.7438052,776142,244,0,-969,2,2,2,347,80,-457,4349
1683560134.763768,776162,244,0,-969,2,2,2,347,80,-457,4349
1683560134.7838056,776182,244,0,-969,2,2,2,347,80,-457,4349
1683560134.8237588,776222,244,0,-969,2,2,2,347,80,-457,4349
1683560134.84379,776242,244,0,-969,2,2,2,347,80,-457,4349
1683560134.8638217,776262,244,0,-969,2,2,2,347,80,-457,4349
1683560134.8837812,776282,244,0,-969,2,2,2,347,80,-457,4349
1683560134.923797,776322,244,0,-969,2,2,2,347,80,-457,4349
1683560134.943743,776342,244,0,-969,2,2,2,347,80,-457,4349
1683560134.9637525,776362,244,0,-969,2,2,2,347,80,-457,4349
1683560134.9837418,776382,244,0,-969,2,2,2,347,80,-457,4349
1683560135.023748,776422,244,0,-969,2,2,2,347,80,-457,4349
1683560135.0437174,776442,244,0,-969,2,2,2,347,80,-457,4349
1683560135.063831,776462,244,0,-969,2,2,2,347,80,-457,4349
1683560135.0840144,776482,244,0,-969,2,2,2,347,80,-457,4349
1683560135.1240647,776522,244,0,-969,2,2,2,347,80,-457,4349
1683560135.143885,776542,244,0,-969,2,2,2,347,80,-457,4349
1683560135.1639357,776562,244,0,-969,2,2,2,347,80,-457,4349
1683560135.18376,776582,244,0,-969,2,2,2,347,80,-457,4349
1683560135.2236834,776622,244,0,-969,2,2,2,347,80,-457,4349
1683560135.2438993,776642,244,0,-969,2,2,2,347,80,-457,4349
1683560135.263997,776662,244,0,-969,2,2,2,347,80,-457,4349
1683560135.2846184,776682,244,0,-969,2,2,2,347,80,-457,4349
1683560135.3247333,776722,244,0,-969,2,2,2,347,80,-457,4349
1683560135.3445318,776742,244,0,-969,2,2,2,347,80,-457,4349
1683560135.3643591,776762,244,0,-969,2,2,2,347,80,-457,4349
1683560135.3842733,776782,244,0,-969,2,2,2,347,80,-457,4349
1683560135.4244804,776822,244,0,-969,2,2,2,347,80,-457,4349
1683560135.4443834,776842,244,0,-969,2,2,2,347,80,-457,4349
1683560135.464311,776862,244,0,-969,2,2,2,347,80,-457,4349
1683560135.4842522,776882,244,0,-969,2,2,2,347,80,-457,4349
1683560135.5243871,776922,244,0,-969,2,2,2,347,80,-457,4349
1683560135.5442915,776942,244,0,-969,2,2,2,347,80,-457,4349
1683560135.564354,776962,244,0,-969,2,2,2,347,80,-457,4349
1683560135.5843322,776982,244,0,-969,2,2,2,347,80,-457,4349
1683560135.6242352,777022,244,0,-969,2,2,2,347,80,-457,4349
1683560135.6443162,777042,244,0,-969,2,2,2,347,80,-457,4349
1683560135.664354,777062,244,0,-969,2,2,2,347,80,-457,4349
1683560135.6852212,777082,244,0,-969,2,2,2,347,80,-457,4349
1683560135.7242985,777122,244,0,-969,2,2,2,347,80,-457,4349
1683560135.744232,777142,244,0,-969,2,2,2,347,80,-457,4349
1683560135.764229,777162,244,0,-969,2,2,2,347,80,-457,4349
1683560135.784219,777182,244,0,-969,2,2,2,347,80,-457,4349
