timestamp,current_consumed,energy_consumed,temperature,voltages_0,voltages_1,voltages_2,voltages_3,voltages_4,voltages_5,voltages_6,voltages_7,voltages_8,voltages_9,current_battery,id,battery_function,type,battery_remaining,time_remaining,charge_state,voltages_ext_0,voltages_ext_1,voltages_ext_2,voltages_ext_3,mode,fault_bitmask
1683559220.2061346,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559221.2071276,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559222.2073052,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559223.2036366,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559224.2031832,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559225.2031996,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559226.202657,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559227.2023299,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559228.2027688,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559229.203729,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559230.2036366,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559231.202388,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559232.2028368,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559233.2033684,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559234.2036405,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559235.2026918,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559236.202766,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559237.1985145,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559238.2008417,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559239.201794,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559240.201379,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559241.1964374,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559242.195975,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559243.1963081,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559244.195979,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559245.1958184,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559246.195995,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559247.1955683,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559248.1961083,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559249.1964004,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559250.1974506,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559251.1978037,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559252.193326,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559253.194266,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559254.1940987,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559255.195718,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559256.1955237,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559257.1917155,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559258.190889,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559259.19163,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
1683559260.193568,0,0,32767,12587,65535,65535,65535,65535,65535,65535,65535,65535,65535,0,0,0,0,100,0,1,0,0,0,0,0,0
