timestamp,time_boot_ms,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1683559191.21382,2588062,0.0016149618895724416,0.24808619916439056,-0.1131477952003479,0.0002361235674470663,0.00030508567579090595,0.0007067481055855751
1683559192.212373,2589062,0.001607756712473929,0.24810193479061127,-0.11315494775772095,0.0002622758038341999,0.0002824121620506048,0.0006533411797136068
1683559193.2156851,2590062,0.0015957405557855964,0.2481057345867157,-0.11315769702196121,0.0002358737401664257,0.00027153617702424526,0.0006220724899321795
1683559194.210971,2591062,0.0015919640427455306,0.2481139600276947,-0.11315204948186874,0.00023951358161866665,0.0002057831734418869,0.0006809080950915813
1683559195.2117238,2592062,0.0015939687145873904,0.24811246991157532,-0.11315292119979858,0.00019603734835982323,0.0002850140444934368,0.0007426904048770666
1683559196.2147944,2593062,0.0015930035151541233,0.24811019003391266,-0.11316356807947159,0.0002902671694755554,0.0003249610308557749,0.0006020085420459509
1683559197.2149982,2594062,0.0016004644567146897,0.2481084167957306,-0.11316095292568207,0.00023868796415627003,0.0002460705582052469,0.0006355578079819679
1683559198.2155797,2595062,0.0016004727222025394,0.2481110543012619,-0.11317022144794464,0.00023133587092161179,0.0002770854625850916,0.0007228299509733915
1683559199.2101111,2596062,0.001608054037205875,0.24810463190078735,-0.11317144334316254,0.00024412665516138077,0.0003298940137028694,0.0006848794873803854
1683559200.2104383,2597062,0.0016095993341878057,0.24809813499450684,-0.11318676173686981,0.00021090940572321415,0.00030472385697066784,0.0006495977286249399
1683559201.21006,2598062,0.0016125079710036516,0.24808630347251892,-0.11319003254175186,0.0002305151429027319,0.0002487432211637497,0.0007134294137358665
1683559202.2106273,2599062,0.0016153823817148805,0.24807783961296082,-0.11320260912179947,0.00026200851425528526,0.0002674583811312914,0.0006308914162218571
1683559203.210266,2600062,0.0016110676806420088,0.2480822205543518,-0.11321385204792023,0.0002241702750325203,0.0003300940152257681,0.000644272193312645
1683559204.211431,2601062,0.0015992006519809365,0.24807587265968323,-0.11321950703859329,0.00022131972946226597,0.0003325783181935549,0.0006240010261535645
1683559205.2124193,2602062,0.0015999011229723692,0.2480655014514923,-0.11323344707489014,0.0002011144533753395,0.00023630051873624325,0.0006114451680332422
1683559206.2072222,2603062,0.0015983558259904385,0.24806296825408936,-0.1132364571094513,0.0002254764549434185,0.0003148119430989027,0.0006568338721990585
1683559207.2095506,2604062,0.0015921524027362466,0.24807149171829224,-0.11324834823608398,0.0002723860088735819,0.00028515374287962914,0.0006048826035112143
1683559208.2100396,2605062,0.0015933134127408266,0.2480730265378952,-0.11324422061443329,0.0002922029234468937,0.0003229868598282337,0.0007280067075043917
1683559209.2111459,2606062,0.0015850188210606575,0.24806880950927734,-0.11325613409280777,0.00023141270503401756,0.00025682360865175724,0.0006691741291433573
1683559210.2057154,2607062,0.001595301553606987,0.24807024002075195,-0.11326109617948532,0.0002521495334804058,0.0003619743511080742,0.0006412991788238287
1683559211.2053685,2608062,0.001589785679243505,0.24807685613632202,-0.11326761543750763,0.0002867321018129587,0.00023327372036874294,0.000677955336868763
1683559212.205716,2609062,0.0015917116543278098,0.24808701872825623,-0.11326637864112854,0.00027974206022918224,0.0003073739353567362,0.0006906099151819944
1683559213.2062461,2610062,0.0015976986614987254,0.2480955719947815,-0.11326750367879868,0.0002712053246796131,0.0003138212487101555,0.0006953105330467224
1683559214.2065234,2611062,0.001583467936143279,0.24810421466827393,-0.11327333003282547,0.0002457946538925171,0.00030363723635673523,0.0006747245788574219
1683559215.2090387,2612062,0.0015903813764452934,0.24811720848083496,-0.11328627914190292,0.00021722400560975075,0.00027918675914406776,0.000617537647485733
1683559216.205317,2613062,0.0016001566546037793,0.24811522662639618,-0.11329425126314163,0.00027182046324014664,0.00031988415867090225,0.0006335221696645021
1683559217.2055042,2614062,0.0016028144164010882,0.24812966585159302,-0.11329954862594604,0.00028555840253829956,0.0003614090383052826,0.0005487848538905382
1683559218.2030334,2615062,0.0016015814617276192,0.24813289940357208,-0.11330098658800125,0.0002593458630144596,0.00032277870923280716,0.0006239409558475018
1683559219.2049613,2616062,0.001603878801688552,0.248139426112175,-0.11332100629806519,0.00020668096840381622,0.0003182406071573496,0.0006470349617302418
1683559220.2054346,2617062,0.0016039962647482753,0.24812868237495422,-0.11332858353853226,0.0002475688233971596,0.00025349901989102364,0.0006281731184571981
1683559221.2064269,2618062,0.00160087994299829,0.248135507106781,-0.11333952099084854,0.00018374924547970295,0.0003282183315604925,0.0007214711513370275
1683559222.2066066,2619062,0.0016111828153952956,0.24812786281108856,-0.11333642899990082,0.0002810338046401739,0.0002058639656752348,0.0006760393735021353
1683559223.202762,2620062,0.0016110085416585207,0.24813798069953918,-0.11333482712507248,0.00028361566364765167,0.0003641366492956877,0.0006618788465857506
1683559224.2024841,2621062,0.001604135730303824,0.24813827872276306,-0.11334000527858734,0.0003268308937549591,0.00030395807698369026,0.0006610280834138393
1683559225.2021976,2622062,0.0015950421802699566,0.24814118444919586,-0.11334913223981857,0.0003239600919187069,0.00028976635076105595,0.0005660820752382278
1683559226.2018757,2623062,0.001591699430719018,0.24812985956668854,-0.11335226893424988,0.00028845504857599735,0.0002791755832731724,0.0006931545212864876
1683559227.201621,2624062,0.0015802305424585938,0.24812501668930054,-0.11336185783147812,0.0002517029643058777,0.00030784541741013527,0.0006150051485747099
1683559228.202016,2625062,0.0015915589174255729,0.24811908602714539,-0.1133662611246109,0.00032358942553400993,0.00029080803506076336,0.000677990261465311
1683559229.2030194,2626062,0.0016094213351607323,0.24809828400611877,-0.11336947232484818,0.00029302528128027916,0.00032171187922358513,0.0006348013412207365
1683559230.2028544,2627062,0.001613475731573999,0.24809153378009796,-0.11336950212717056,0.00027457321994006634,0.00036661489866673946,0.0006321689579635859
1683559231.2015984,2628062,0.0016150139272212982,0.2480921894311905,-0.11336717009544373,0.00023907586000859737,0.0002938744146376848,0.0006865235045552254
1683559232.2020423,2629062,0.0016195809002965689,0.24810147285461426,-0.1133723184466362,0.0003554779104888439,0.00026264716871082783,0.0006566687952727079
1683559233.2026494,2630062,0.001612193533219397,0.24809379875659943,-0.11337240040302277,0.00026150839403271675,0.0002905626315623522,0.0006695780903100967
1683559234.2028518,2631062,0.0016127675771713257,0.24808816611766815,-0.11337846517562866,0.000296133803203702,0.000347374239936471,0.0005801357328891754
1683559235.201799,2632062,0.001610763487406075,0.24808727204799652,-0.11338405311107635,0.00022441614419221878,0.00030916696414351463,0.0007186427246779203
1683559236.2020879,2633062,0.0016012669075280428,0.24808759987354279,-0.1133912056684494,0.00027644052170217037,0.00021534739062190056,0.0006616001483052969
1683559237.1976955,2634062,0.0015965858474373817,0.24810154736042023,-0.11339845508337021,0.00026532355695962906,0.00039004464633762836,0.0006068798247724771
1683559238.2000484,2635062,0.0015963070327416062,0.248106449842453,-0.11340615153312683,0.000297661405056715,0.00032820203341543674,0.0006125825457274914
1683559239.2010775,2636062,0.001596150454133749,0.2481023520231247,-0.11340903490781784,0.00023593520745635033,0.00027430523186922073,0.0006269766017794609
1683559240.200702,2637062,0.0015915555413812399,0.24809862673282623,-0.11341769248247147,0.00021963543258607388,0.00022934703156352043,0.0006808536127209663
1683559241.1957223,2638062,0.0015744396951049566,0.24810798466205597,-0.11342176049947739,0.00017800857312977314,0.0003237985074520111,0.0006624103989452124
1683559242.1952977,2639062,0.001569789950735867,0.24811476469039917,-0.11342085897922516,0.0003165623638778925,0.0003475027624517679,0.0006642183288931847
