timestamp,velocity_variance,pos_horiz_variance,pos_vert_variance,compass_variance,terrain_alt_variance,flags,airspeed_variance
1683559191.2157574,0.007084614131599665,0.006745474878698587,0.008939596824347973,0.008157890290021896,0.0,831,0.0
1683559192.2130573,0.006829719990491867,0.006745599675923586,0.006408309563994408,0.008159098215401173,0.0,831,0.0
1683559193.2164528,0.006777074653655291,0.006758331321179867,0.008206747472286224,0.008149571716785431,0.0,831,0.0
1683559194.2117248,0.006682428997009993,0.006743282545357943,0.014958216808736324,0.008151317946612835,0.0,831,0.0
1683559195.2130995,0.00665242038667202,0.006722549442201853,0.010973004624247551,0.008147685788571835,0.0,831,0.0
1683559196.2155504,0.006633846089243889,0.006700186058878899,0.0053967819549143314,0.00813694205135107,0.0,831,0.0
1683559197.2157326,0.006635322235524654,0.006697524804621935,0.0005294025759212673,0.008145556785166264,0.0,831,0.0
1683559198.2163336,0.006661799270659685,0.006695854943245649,0.01913762278854847,0.008141771890223026,0.0,831,0.0
1683559199.210892,0.00667835446074605,0.006697509437799454,0.013960585929453373,0.008154896087944508,0.0,831,0.0
1683559200.211171,0.006781887263059616,0.006731407251209021,0.013324989937245846,0.008143213577568531,0.0,831,0.0
1683559201.2107809,0.006878318265080452,0.006746940314769745,0.014649544842541218,0.008133018389344215,0.0,831,0.0
1683559202.2112312,0.006920816842466593,0.0067468369379639626,0.011873291805386543,0.00812095869332552,0.0,831,0.0
1683559203.2110348,0.006843769922852516,0.0067392997443675995,0.012287341989576817,0.008114946074783802,0.0,831,0.0
1683559204.2125766,0.006846743170171976,0.006727543193846941,0.009429601021111012,0.008096432313323021,0.0,831,0.0
1683559205.213234,0.007228382863104343,0.006727196741849184,0.009265603497624397,0.008086293935775757,0.0,831,0.0
1683559206.2078369,0.007514962460845709,0.006721738260239363,0.012841911986470222,0.008070927113294601,0.0,831,0.0
1683559207.21027,0.007418863940984011,0.006702973507344723,0.0017542093992233276,0.008070864714682102,0.0,831,0.0
1683559208.2106507,0.007340672425925732,0.006693425588309765,0.0066754319705069065,0.008068742230534554,0.0,831,0.0
1683559209.21177,0.007029091473668814,0.006680564023554325,0.011221387423574924,0.008055271580815315,0.0,831,0.0
1683559210.2063243,0.007203106768429279,0.006672421004623175,0.002054432639852166,0.008060053922235966,0.0,831,0.0
1683559211.2060313,0.0068705580197274685,0.006673099473118782,0.012891837395727634,0.008053301833570004,0.0,831,0.0
1683559212.2064,0.006620096042752266,0.006678150501102209,0.011551213450729847,0.008060537278652191,0.0,831,0.0
1683559213.2069812,0.006639594212174416,0.0066742487251758575,0.007390118669718504,0.00806320272386074,0.0,831,0.0
1683559214.2071807,0.0067274500615894794,0.006678381003439426,0.0039900741539895535,0.008048092015087605,0.0,831,0.0
1683559215.2096727,0.006820044945925474,0.0066609252244234085,0.006664312444627285,0.008061684668064117,0.0,831,0.0
1683559216.2059362,0.006962282583117485,0.006667236797511578,0.01842779479920864,0.008065306581556797,0.0,831,0.0
1683559217.2062092,0.007265008520334959,0.00668871495872736,0.003405531868338585,0.008067112416028976,0.0,831,0.0
1683559218.2036817,0.007739628665149212,0.0067037129774689674,0.011076313443481922,0.008070668205618858,0.0,831,0.0
1683559219.205647,0.007854758761823177,0.006727171130478382,0.0018607564270496368,0.008061951026320457,0.0,831,0.0
1683559220.2060513,0.007831260561943054,0.0067451572977006435,0.0016607482684776187,0.008059781044721603,0.0,831,0.0
1683559221.2070518,0.007576209492981434,0.0067513007670640945,0.008518184535205364,0.00804099440574646,0.0,831,0.0
1683559222.207228,0.007380195893347263,0.006755590904504061,0.014967928640544415,0.008056911639869213,0.0,831,0.0
1683559223.2035444,0.008186056278645992,0.006760710850358009,0.023809831589460373,0.008060403168201447,0.0,831,0.0
1683559224.2031062,0.008843430317938328,0.006763749290257692,0.018508246168494225,0.008050038479268551,0.0,831,0.0
1683559225.2030866,0.008948441594839096,0.006766915321350098,0.0030353933107107878,0.008037320338189602,0.0,831,0.0
1683559226.202571,0.008602214977145195,0.006759354844689369,0.005727339070290327,0.008027161471545696,0.0,831,0.0
1683559227.202254,0.008322073146700859,0.006766130216419697,0.016000762581825256,0.008004718460142612,0.0,831,0.0
1683559228.202684,0.008361367508769035,0.0067408736795187,0.01561796385794878,0.008008693344891071,0.0,831,0.0
1683559229.2036548,0.007289051078259945,0.006723176687955856,0.006768113002181053,0.008014523424208164,0.0,831,0.0
1683559230.2035406,0.006789749022573233,0.00673021050170064,0.003899991512298584,0.008023838512599468,0.0,831,0.0
1683559231.2023067,0.006726986728608608,0.006745589431375265,0.0032866941764950752,0.008023683913052082,0.0,831,0.0
1683559232.202749,0.006796007975935936,0.006797995418310165,0.011144478805363178,0.008019241504371166,0.0,831,0.0
1683559233.2032933,0.006943748332560062,0.006843406707048416,0.010172485373914242,0.00801954697817564,0.0,831,0.0
1683559234.2035506,0.007092882413417101,0.006873463746160269,0.016205737367272377,0.008010726422071457,0.0,831,0.0
1683559235.202604,0.006815885193645954,0.006875800434499979,0.00533175328746438,0.008002176880836487,0.0,831,0.0
1683559236.2026896,0.00679803267121315,0.006870110984891653,0.0015672167064622045,0.00799054279923439,0.0,831,0.0
1683559237.1984289,0.00686216214671731,0.006846018135547638,0.003199693514034152,0.007986396551132202,0.0,831,0.0
1683559238.2007551,0.007015329785645008,0.006802757270634174,0.00505964457988739,0.007984289899468422,0.0,831,0.0
1683559239.2017152,0.0069165886379778385,0.006779213901609182,0.008265427313745022,0.007975551299750805,0.0,831,0.0
1683559240.201301,0.006867105606943369,0.006760078482329845,0.0031715615186840296,0.007969406433403492,0.0,831,0.0
1683559241.1963594,0.007086352910846472,0.006756287533789873,0.016362830996513367,0.007952090352773666,0.0,831,0.0
1683559242.1958988,0.007221356499940157,0.006754829548299313,0.003453389508649707,0.007941124960780144,0.0,831,0.0
1683559243.1962285,0.007438543252646923,0.006739110220223665,0.012301594018936157,0.007961340248584747,0.0,831,0.0
1683559244.1958148,0.007343125995248556,0.006725211162120104,0.0026086722500622272,0.007960064336657524,0.0,831,0.0
1683559245.195739,0.007722106762230396,0.006707268767058849,0.011415952816605568,0.007967157289385796,0.0,831,0.0
1683559246.195908,0.007750221528112888,0.00671537546440959,0.017724456265568733,0.007979563437402248,0.0,831,0.0
1683559247.1954925,0.008048971183598042,0.006743313279002905,0.0022379138972610235,0.007961914874613285,0.0,831,0.0
