timestamp,omegaIx,omegaIy,omegaIz,accel_weight,renorm_val,error_rp,error_yaw
1683559191.2152498,-0.0024812016636133194,-0.00243907468393445,-0.0020704895723611116,0.0,0.0,0.002393603790551424,0.0010716499527916312
1683559192.2128916,-0.002495634136721492,-0.0024535288102924824,-0.002085343701764941,0.0,0.0,0.00239562033675611,0.0010995847405865788
1683559193.216251,-0.0025101336650550365,-0.0024681210052222013,-0.0021002155262976885,0.0,0.0,0.002385449130088091,0.0011636143317446113
1683559194.211544,-0.0025245577562600374,-0.0024825904984027147,-0.002115052891895175,0.0,0.0,0.0024251178838312626,0.0011922597186639905
1683559195.2127247,-0.002538919448852539,-0.002497132169082761,-0.002129880478605628,0.0,0.0,0.002424571430310607,0.001085474155843258
1683559196.2153668,-0.002553184051066637,-0.0025117099285125732,-0.0021446826867759228,0.0,0.0,0.0023907648865133524,0.0010391587857156992
1683559197.2155426,-0.002567473566159606,-0.0025261500850319862,-0.002159485127776861,0.0,0.0,0.002389229368418455,0.0010739429853856564
1683559198.216157,-0.00258175702765584,-0.00254066102206707,-0.0021742982789874077,0.0,0.0,0.002393725560978055,0.0011378329945728183
1683559199.2106848,-0.0025960856582969427,-0.002555249026045203,-0.0021891361102461815,0.0,0.0,0.002440821845084429,0.001203133026137948
1683559200.210996,-0.002610553987324238,-0.0025699089746922255,-0.002204000484198332,0.0,0.0,0.0024217250756919384,0.0011022280668839812
1683559201.2105825,-0.0026250334922224283,-0.00258459709584713,-0.002218856941908598,0.0,0.0,0.0023884300608187914,0.0010549455182626843
1683559202.2110813,-0.0026395313907414675,-0.002599078230559826,-0.0022336896508932114,0.0,0.0,0.0023747379891574383,0.0010623392881825566
1683559203.210824,-0.002654061419889331,-0.0026135919615626335,-0.0022485293447971344,0.0,0.0,0.0023711437825113535,0.001118101761676371
1683559204.2123308,-0.002668597036972642,-0.0026279494632035494,-0.002263351809233427,0.0,0.0,0.002405821578577161,0.0011841850355267525
1683559205.212991,-0.002683159662410617,-0.002642453880980611,-0.0022781670559197664,0.0,0.0,0.0024139215238392353,0.0010937631595879793
1683559206.2076993,-0.0026977146044373512,-0.0026568311732262373,-0.0022929434198886156,0.0,0.0,0.002387338550761342,0.0010243316646665335
1683559207.2100866,-0.002712168265134096,-0.002671124879270792,-0.0023076909128576517,0.0,0.0,0.002368197776377201,0.0010372065007686615
1683559208.2105134,-0.002726564649492502,-0.002685422543436289,-0.002322416054084897,0.0,0.0,0.0023632238153368235,0.0011026074644178152
1683559209.2116127,-0.0027409070171415806,-0.002699736738577485,-0.0023371216375380754,0.0,0.0,0.0024048660416156054,0.0011686536017805338
