timestamp,roll,pitch,yaw,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lng
1683558623.398346,-2.930699682934801e-09,0.24700304865837097,-0.12217314541339874,2.395545721054077,2.8999006644880865e-06,-9.500321388244629,-4.926891117307264e-10,-1.4182570673426653e-09,-8.716647542650335e-11,-353632621,1491652374
1683558624.3914385,-2.831102241529493e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.4115372525557177e-06,-9.500320434570312,2.5381419188619248e-09,1.0966039187820797e-09,6.369508254167044e-10,-353632621,1491652374
1683558625.3912575,-2.635046181254097e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.5391593680978986e-06,-9.500320434570312,1.0634032543421768e-09,-2.2658883658266404e-09,2.632224993526222e-10,-353632621,1491652374
1683558626.3937054,-2.667887466500929e-09,0.24700304865837097,-0.12217314541339874,2.3955435752868652,2.3177733510237886e-06,-9.500320434570312,9.219109364799749e-10,-1.303693403231776e-10,2.1549456663549904e-10,-353632621,1491652374
1683558627.3946939,-2.702627011075265e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.707507519517094e-06,-9.500320434570312,1.611779487653564e-09,7.850192718095172e-10,4.107361117888786e-10,-353632621,1491652374
1683558628.3954499,-2.7825948212267804e-09,0.24700304865837097,-0.12217314541339874,2.3955442905426025,2.314469384145923e-06,-9.500320434570312,-5.505882971768017e-10,-1.7586109235523395e-09,-1.4556489347228307e-10,-353632621,1491652374
1683558629.3929892,-3.009780202845036e-09,0.24700304865837097,-0.12217314541339874,2.395543336868286,2.6819948288903106e-06,-9.500319480895996,2.3195976250889316e-09,1.9975856524467872e-09,6.004081121169236e-10,-353632621,1491652374
1683558630.3918128,-2.899253059851503e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.4279727313114563e-06,-9.500320434570312,4.603732062236077e-09,9.022253499857413e-10,1.165859409013592e-09,-353632621,1491652374
1683558631.3914297,-2.838488777356929e-09,0.24700304865837097,-0.12217314541339874,2.3955416679382324,1.8589551018521888e-06,-9.500320434570312,-7.322960293709713e-11,-1.0449839882298306e-09,-5.089261304047632e-11,-353632621,1491652374
1683558632.3909504,-2.6548276910176583e-09,0.24700304865837097,-0.12217314541339874,2.3955438137054443,2.2575811726710526e-06,-9.500320434570312,-4.758570870677659e-09,-4.688315846657076e-10,-1.1976857283713116e-09,-353632621,1491652374
