timestamp,time_boot_ms,x,y,z,vx,vy,vz
1683560589.7409558,9062,0.0,0.0,0.0,0.0,0.0,0.0
1683560590.6214054,10062,0.0,0.0,-0.18000000715255737,0.0,0.0,0.0
1683560591.5042045,11062,0.0,0.0,0.12999999523162842,0.0,0.0,0.0
1683560592.756608,12062,0.0,0.0,-0.23000000417232513,0.0,0.0,0.0
1683560593.721557,13062,0.0,0.0,-0.009999999776482582,0.0,0.0,0.0
1683560594.7578516,14062,0.0,0.0,-0.25,0.0,0.0,0.0
1683560595.7491589,15062,0.0,0.0,0.12999999523162842,0.0,0.0,0.0
1683560596.7581446,16062,0.0,0.0,-0.23000000417232513,0.0,0.0,0.0
1683560597.745997,17062,0.0,0.0,-0.14000000059604645,0.0,0.0,0.0
1683560598.7588472,18062,0.0,0.0,-0.2199999988079071,0.0,0.0,0.0
1683560599.740063,19062,0.0,0.0,0.10999999940395355,0.0,0.0,0.0
1683560600.5587993,20062,-4.581838584272191e-05,7.479085616068915e-05,0.04078402742743492,-0.0002301018248545006,0.0013529540738090873,-0.020870177075266838
1683560601.4819655,21062,-0.00010296268737874925,0.0010500691132619977,-0.01494544092565775,-0.00022698791872244328,0.0026652622036635876,-0.009513652883470058
1683560602.4818375,22062,-0.00013073453737888485,0.0013681425480172038,0.068293996155262,-0.00047977871145121753,0.0025590776931494474,0.0065472787246108055
1683560603.481728,23062,-0.00039175397250801325,0.001265901606529951,0.11081526428461075,-0.0008724171202629805,0.0025226124562323093,0.013739196583628654
1683560604.4811115,24062,-0.0006331073818728328,0.0013209731550887227,0.16124477982521057,-0.001272925059311092,0.002609237330034375,0.020409243181347847
1683560605.4823043,25062,-0.0010095173493027687,0.0016249475302174687,0.18683083355426788,-0.001958186039701104,0.003071119310334325,0.02079782634973526
1683560606.482529,26062,-0.0015437069814652205,0.0022513626608997583,0.21160395443439484,-0.0027963686734437943,0.003996409475803375,0.02105702832341194
1683560607.482209,27062,-0.002223015297204256,0.0032076924107968807,0.05873750522732735,-0.0036340299993753433,0.005366182420402765,0.0194090586155653
1683560608.4819794,28062,-0.0029605396557599306,0.004212399944663048,0.00010116229532286525,-0.004449798259884119,0.006400553043931723,0.014928082004189491
1683560609.4816737,29062,-0.003789762267842889,0.005236027296632528,-0.015150107443332672,-0.00537596270442009,0.007556569296866655,0.008457846939563751
1683560610.4818997,30062,-0.004526641685515642,0.006239685229957104,-0.03620036318898201,-0.006079815793782473,0.008573352359235287,0.002690180903300643
1683560611.4815814,31062,-0.005145452916622162,0.00715981237590313,-0.038094282150268555,-0.006609352771192789,0.009536555036902428,0.0012388397008180618
1683560612.4813862,32062,-0.005634290631860495,0.008039814420044422,-0.041079435497522354,-0.0069656167179346085,0.01040654256939888,-0.0002704657381400466
1683560613.4839032,33062,-0.006080471444875002,0.008764519356191158,-0.008939304389059544,-0.007515464909374714,0.011059433221817017,0.0013160649687051773
1683560614.4821944,34062,-0.0065482258796691895,0.00930223148316145,-0.03061479516327381,-0.008064821362495422,0.01150303054600954,-0.003609880805015564
1683560615.4823914,35062,-0.007059333845973015,0.009752548299729824,-0.045336443930864334,-0.008565458469092846,0.011939819902181625,-0.005450122989714146
