timestamp,omegaIx,omegaIy,omegaIz,accel_weight,renorm_val,error_rp,error_yaw
1683560582.498092,0.0,0.0,0.0,0.0,0.0,0.6402530074119568,0.40971639752388
1683560583.6094613,0.0,0.0,0.0,0.0,0.0,0.2624098062515259,0.044488128274679184
1683560584.6174948,0.0,0.0,0.0,0.0,0.0,0.5354878902435303,0.059620317071676254
1683560585.4927435,0.0,0.0,0.0,0.0,0.0,0.6171626448631287,0.436131089925766
1683560586.5330272,0.0,0.0,0.0,0.0,0.0,0.7765246033668518,0.5438421964645386
1683560587.6788254,-4.1403985960641876e-05,-0.000562039203941822,-0.0007359472219832242,0.0,0.0,0.3536582887172699,0.097076416015625
1683560588.67602,-4.1403985960641876e-05,-0.000562039203941822,-0.0007359472219832242,0.0,0.0,0.16618405282497406,0.018075300380587578
1683560589.6792066,-4.1403985960641876e-05,-0.000562039203941822,-0.0007359472219832242,0.0,0.0,0.06970728933811188,0.08192262053489685
1683560590.5225139,-4.1403985960641876e-05,-0.000562039203941822,-0.0007359472219832242,0.0,0.0,0.03467249125242233,0.043618496507406235
1683560591.5040033,-4.1403985960641876e-05,-0.000562039203941822,-0.0007359472219832242,0.0,0.0,0.015056556090712547,0.019097350537776947
1683560592.673898,-0.00040896792779676616,3.509223461151123e-06,2.908578608185053e-06,0.0,0.0,0.0066422452218830585,0.008145518600940704
1683560593.6750212,-0.00040896792779676616,3.509223461151123e-06,2.908578608185053e-06,0.0,0.0,0.002817025175318122,0.003258798271417618
1683560594.6745963,-0.00040896792779676616,3.509223461151123e-06,2.908578608185053e-06,0.0,0.0,0.0011386873666197062,0.0012198793701827526
1683560595.676406,-0.00040896792779676616,3.509223461151123e-06,2.908578608185053e-06,0.0,0.0,0.0004689577908720821,0.00039580964948982
1683560596.6750934,-0.00040896792779676616,3.509223461151123e-06,2.908578608185053e-06,0.0,0.0,0.00026888030697591603,9.107572986977175e-05
1683560597.672415,-0.0004237093380652368,-5.874644557479769e-07,6.773902714485303e-05,0.0,0.0,0.00019794794206973165,9.923762263497338e-05
1683560598.675095,-0.0004237093380652368,-5.874644557479769e-07,6.773902714485303e-05,0.0,0.0,0.0001929355930769816,0.00021786907745990902
1683560599.667792,-0.0004237093380652368,-5.874644557479769e-07,6.773902714485303e-05,0.0,0.0,0.00019957488984800875,0.0002745653910096735
1683560600.5585935,-0.00017411074077244848,-0.00022503886430058628,-8.031210745684803e-05,0.0,0.0,0.00020828613196499646,0.000293187506031245
1683560601.4817839,-0.00017934876086656004,-0.00023494908236898482,-0.0001117697756853886,0.0,0.0,0.0002248170058010146,0.0004980682278983295
1683560602.4816175,-0.00019532375154085457,-0.00024082862364593893,-0.00013451039558276534,0.0,0.0,0.00034085410879924893,0.00088669010438025
1683560603.4815383,-0.0002059009566437453,-0.00024611566914245486,-0.00015338473895099014,0.0,0.0,0.0005610052612610161,0.0012285102857276797
1683560604.4808989,-0.00021187720994930714,-0.000250926153967157,-0.00017176574328914285,0.0,0.0,0.0007478756015188992,0.001516966731287539
1683560605.482111,-0.00021552051475737244,-0.00025536317843943834,-0.0001901626237668097,0.0,0.0,0.0009303357801400125,0.0017657913267612457
1683560606.482294,-0.00021815784566570073,-0.0002602740714792162,-0.0002102053549606353,0.0,0.0,0.001090227859094739,0.002016008598729968
1683560607.481994,-0.00022088023251853883,-0.00026569797773845494,-0.0002320114290341735,0.0,0.0,0.0012306891148909926,0.002226907527074218
1683560608.481755,-0.00022445486683864146,-0.00027172904810868204,-0.00025431145331822336,0.0,0.0,0.0013446632074192166,0.002339043654501438
1683560609.4814765,-0.0002288124815095216,-0.00027851667255163193,-0.0002769676211755723,0.0,0.0,0.0014389812713488936,0.002438256051391363
1683560610.4816747,-0.00023405597312375903,-0.00028612418100237846,-0.00029948443989269435,0.0,0.0,0.001491321250796318,0.002552227582782507
1683560611.4813735,-0.00024014162772800773,-0.00029434243333525956,-0.00032109968014992774,0.0,0.0,0.0015324302949011326,0.0026639741845428944
1683560612.4811513,-0.00024709137505851686,-0.0003029395011253655,-0.00034112975117750466,0.0,0.0,0.001594614121131599,0.002763692056760192
1683560613.483698,-0.00025479859323240817,-0.0003117651795037091,-0.0003591333224903792,0.0,0.0,0.0016942492220550776,0.002800832036882639
